reorder_id,outlet_id,item_id,current_stock,reorder_level,recommended_quantity,priority,status,created_at
REO003269,O0099,I0023,17,27,37,Medium,Received,2026-08-31
REO003270,O0319,I0107,11,30,114,High,Ordered,2026-08-31
REO003271,O0087,I0037,10,17,76,Medium,Approved,2026-08-31
REO003272,O0007,I0170,5,16,50,High,Pending,2026-08-31
REO003273,O0038,I0161,3,30,89,High,Ordered,2026-08-31
REO003274,O0369,I0124,26,30,96,Medium,Ordered,2026-08-31
REO003275,O0378,I0126,27,32,37,Medium,Ordered,2026-08-31
REO003276,O0278,I0090,16,26,80,Medium,Approved,2026-08-31
REO003277,O0278,I0088,16,23,46,Medium,Approved,2026-08-31
REO003278,O0461,I0020,12,27,67,High,Received,2026-08-31
REO003279,O0309,I0097,13,32,62,High,Ordered,2026-08-31
REO003280,O0283,I0097,11,21,98,Medium,Approved,2026-08-31
REO003281,O0018,I0188,13,24,43,Medium,Approved,2026-08-31
REO003282,O0104,I0041,6,22,73,High,Ordered,2026-08-31
REO003283,O0192,I0275,1,28,92,High,Approved,2026-08-31
REO003284,O0451,I0049,4,21,64,High,Ordered,2026-08-31
REO003285,O0059,I0023,20,35,78,Medium,Ordered,2026-08-31
REO003286,O0020,I0008,3,18,94,High,Received,2026-08-31
REO003287,O0038,I0171,22,25,42,Medium,Ordered,2026-08-31
REO003288,O0192,I0275,1,28,92,High,Approved,2026-08-31
REO003289,O0014,I0160,23,31,45,Medium,Approved,2026-08-31
REO003290,O0239,I0079,26,26,83,Medium,Pending,2026-08-31
REO003291,O0058,I0019,17,25,97,Medium,Ordered,2026-08-31
REO003292,O0052,I0024,15,30,59,Medium,Pending,2026-08-31
REO003293,O0044,I0018,4,28,48,High,Ordered,2026-08-31
REO003294,O0038,I0193,2,32,90,High,Pending,2026-08-31
REO003295,O0162,I0061,4,31,107,High,Approved,2026-08-31
REO003296,O0412,I0025,18,22,42,Medium,Approved,2026-08-31
REO003297,O0221,I0081,7,13,75,Medium,Pending,2026-08-31
REO003298,O0438,I0056,1,28,82,High,Approved,2026-08-31
REO003299,O0481,I0020,23,33,76,Medium,Approved,2026-08-31
REO003300,O0059,I0023,20,35,78,Medium,Pending,2026-08-31
REO003301,O0050,I0018,8,10,48,Medium,Ordered,2026-08-31
REO003302,O0304,I0099,17,19,48,Medium,Ordered,2026-08-31
REO003303,O0200,I0071,0,20,117,Critical,Ordered,2026-08-31
REO003304,O0483,I0022,32,32,28,Medium,Received,2026-08-31
REO003305,O0313,I0105,13,17,33,Medium,Received,2026-08-31
REO003306,O0180,I0058,17,29,82,Medium,Approved,2026-08-31
REO003307,O0416,I0018,6,23,68,High,Ordered,2026-08-31
REO003308,O0364,I0122,16,29,64,Medium,Ordered,2026-08-31
REO003309,O0322,I0113,7,32,109,High,Ordered,2026-08-31
REO003310,O0196,I0273,12,31,105,High,Ordered,2026-08-31
REO003311,O0299,I0093,4,16,89,High,Received,2026-08-31
REO003312,O0291,I0097,15,21,60,Medium,Ordered,2026-08-31
REO003313,O0186,I0068,9,17,63,Medium,Pending,2026-08-31
REO003314,O0412,I0025,18,22,42,Medium,Approved,2026-08-31
REO003315,O0410,I0142,14,14,53,Medium,Ordered,2026-08-31
REO003316,O0003,I0193,4,16,71,High,Ordered,2026-08-31
REO003317,O0264,I0087,14,28,76,Medium,Received,2026-08-31
REO003318,O0258,I0089,3,37,74,High,Ordered,2026-08-31
REO003319,O0198,I0274,10,31,61,High,Approved,2026-08-31
REO003320,O0037,I0159,1,20,44,High,Ordered,2026-08-31
REO003321,O0039,I0004,7,27,39,High,Approved,2026-08-31
REO003322,O0236,I0081,0,27,111,Critical,Ordered,2026-08-31
REO003323,O0300,I0099,18,24,44,Medium,Ordered,2026-08-31
REO003324,O0059,I0023,20,35,78,Medium,Pending,2026-08-31
REO003325,O0413,I0023,3,22,102,High,Received,2026-08-31
REO003326,O0335,I0112,17,33,81,Medium,Approved,2026-08-31
REO003327,O0194,I0277,23,28,52,Medium,Approved,2026-08-31
REO003328,O0155,I0065,0,19,84,Critical,Approved,2026-08-31
REO003329,O0021,I0014,9,20,91,High,Pending,2026-08-31
REO003330,O0089,I0036,3,17,37,High,Ordered,2026-08-31
REO003331,O0022,I0014,10,28,50,High,Ordered,2026-08-31
REO003332,O0399,I0136,22,26,56,Medium,Approved,2026-08-31
REO003333,O0048,I0025,6,28,76,High,Approved,2026-08-31
REO003334,O0467,I0023,3,18,92,High,Approved,2026-08-31
REO003335,O0097,I0020,8,19,39,High,Pending,2026-08-31
REO003336,O0006,I0001,8,35,62,High,Ordered,2026-08-31
REO003337,O0263,I0087,7,35,87,High,Ordered,2026-08-31
REO003338,O0404,I0139,20,28,59,Medium,Approved,2026-08-31
REO003339,O0173,I0064,0,10,57,Critical,Approved,2026-08-31
REO003340,O0016,I0161,11,16,31,Medium,Received,2026-08-31
REO003341,O0044,I0022,12,21,42,Medium,Ordered,2026-08-31
REO003342,O0001,I0172,23,28,37,Medium,Ordered,2026-08-31
REO003343,O0018,I0194,13,35,65,High,Approved,2026-08-31
REO003344,O0416,I0018,6,23,68,High,Received,2026-08-31
REO003345,O0037,I0198,1,17,77,High,Approved,2026-08-31
REO003346,O0425,I0037,16,33,104,High,Ordered,2026-08-31
REO003347,O0002,I0171,18,29,29,Medium,Pending,2026-08-31
REO003348,O0085,I0034,15,29,38,Medium,Approved,2026-08-31
REO003349,O0096,I0024,5,31,66,High,Ordered,2026-08-31
REO003350,O0049,I0020,2,32,92,High,Approved,2026-08-31
REO003351,O0314,I0107,13,21,65,Medium,Ordered,2026-08-31
REO003352,O0172,I0063,0,32,116,Critical,Received,2026-08-31
REO003353,O0500,I0140,6,12,66,Medium,Ordered,2026-08-31
REO003354,O0438,I0056,1,28,82,High,Approved,2026-08-31
REO003355,O0431,I0057,18,31,73,Medium,Pending,2026-08-31
REO003356,O0417,I0018,8,15,58,Medium,Ordered,2026-08-31
REO003357,O0278,I0088,16,23,46,Medium,Pending,2026-08-31
REO003358,O0177,I0059,7,28,80,High,Ordered,2026-08-31
REO003359,O0002,I0171,18,29,29,Medium,Pending,2026-08-31
REO003360,O0037,I0169,29,32,44,Medium,Ordered,2026-08-31
REO003361,O0190,I0269,1,28,100,High,Received,2026-08-31
REO003362,O0184,I0067,17,17,62,Medium,Ordered,2026-08-31
REO003363,O0029,I0014,25,28,37,Medium,Ordered,2026-08-31
REO003364,O0022,I0014,10,28,50,High,Pending,2026-08-31
REO003365,O0062,I0030,5,17,75,High,Ordered,2026-08-31
REO003366,O0001,I0193,1,9,100,High,Approved,2026-08-31
REO003367,O0185,I0068,10,32,55,High,Ordered,2026-08-31
REO003368,O0153,I0065,6,25,85,High,Pending,2026-08-31
REO003369,O0477,I0101,18,31,75,Medium,Pending,2026-08-31
REO003370,O0062,I0029,7,29,93,High,Received,2026-08-31
REO003371,O0385,I0132,16,28,50,Medium,Received,2026-08-31
REO003372,O0017,I0164,8,22,43,High,Received,2026-08-31
REO003373,O0039,I0164,1,31,70,High,Pending,2026-08-31
REO003374,O0091,I0018,14,28,65,Medium,Pending,2026-08-31
REO003375,O0296,I0098,12,24,59,Medium,Ordered,2026-08-31
REO003376,O0244,I0083,0,20,61,Critical,Ordered,2026-08-31
REO003377,O0384,I0131,1,19,52,High,Approved,2026-08-31
REO003378,O0440,I0057,0,15,98,Critical,Ordered,2026-08-31
REO003379,O0044,I0025,4,30,116,High,Pending,2026-08-31
REO003380,O0054,I0018,26,33,37,Medium,Ordered,2026-08-31
REO003381,O0431,I0056,26,29,41,Medium,Pending,2026-08-31
REO003382,O0463,I0022,9,18,45,Medium,Ordered,2026-08-31
REO003383,O0199,I0277,17,21,30,Medium,Pending,2026-08-31
REO003384,O0492,I0138,12,19,49,Medium,Approved,2026-08-31
REO003385,O0200,I0071,0,20,117,Critical,Ordered,2026-08-31
REO003386,O0002,I0002,18,18,41,Medium,Pending,2026-08-31
REO003387,O0492,I0138,12,19,49,Medium,Ordered,2026-08-31
REO003388,O0039,I0164,1,31,70,High,Ordered,2026-08-31
REO003389,O0061,I0026,11,25,70,High,Pending,2026-08-31
REO003390,O0221,I0081,7,13,75,Medium,Ordered,2026-08-31
REO003391,O0186,I0068,9,17,63,Medium,Approved,2026-08-31
REO003392,O0120,I0047,17,29,42,Medium,Pending,2026-08-31
REO003393,O0189,I0270,17,24,49,Medium,Ordered,2026-08-31
REO003394,O0410,I0142,14,14,53,Medium,Pending,2026-08-31
REO003395,O0146,I0063,14,19,34,Medium,Ordered,2026-08-31
REO003396,O0096,I0024,5,31,66,High,Ordered,2026-08-31
REO003397,O0083,I0032,7,15,56,High,Pending,2026-08-31
REO003398,O0271,I0086,1,27,66,High,Ordered,2026-08-31
REO003399,O0309,I0096,6,28,65,High,Pending,2026-08-31
REO003400,O0322,I0113,7,32,109,High,Pending,2026-08-31
REO003401,O0077,I0010,21,28,59,Medium,Approved,2026-08-31
REO003402,O0035,I0006,21,21,41,Medium,Ordered,2026-08-31
REO003403,O0085,I0034,15,29,38,Medium,Received,2026-08-31
REO003404,O0091,I0021,13,19,51,Medium,Pending,2026-08-31
REO003405,O0171,I0062,5,11,75,High,Pending,2026-08-31
REO003406,O0309,I0095,14,30,107,High,Approved,2026-08-31
REO003407,O0157,I0060,21,29,38,Medium,Ordered,2026-08-31
REO003408,O0436,I0053,0,14,92,Critical,Approved,2026-08-31
REO003409,O0008,I0001,15,22,56,Medium,Ordered,2026-08-31
REO003410,O0077,I0010,21,28,59,Medium,Approved,2026-08-31
REO003411,O0447,I0072,8,21,55,High,Approved,2026-08-31
REO003412,O0353,I0120,11,21,92,Medium,Ordered,2026-08-31
REO003413,O0192,I0266,1,22,41,High,Received,2026-08-31
REO003414,O0012,I0007,6,34,107,High,Ordered,2026-08-31
REO003415,O0333,I0110,9,25,94,High,Ordered,2026-08-31
REO003416,O0256,I0088,19,26,103,Medium,Approved,2026-08-31
REO003417,O0019,I0167,13,31,74,High,Received,2026-08-31
REO003418,O0185,I0268,7,33,53,High,Approved,2026-08-31
REO003419,O0472,I0103,0,35,102,Critical,Ordered,2026-08-31
REO003420,O0161,I0058,18,23,62,Medium,Ordered,2026-08-31
REO003421,O0008,I0001,15,22,56,Medium,Pending,2026-08-31
REO003422,O0227,I0080,24,28,33,Medium,Approved,2026-08-31
REO003423,O0186,I0263,14,31,63,High,Ordered,2026-08-31
REO003424,O0304,I0099,17,19,48,Medium,Received,2026-08-31
REO003425,O0159,I0064,2,25,81,High,Ordered,2026-08-31
REO003426,O0124,I0051,28,29,64,Medium,Approved,2026-08-31
REO003427,O0031,I0166,28,28,47,Medium,Received,2026-08-31
REO003428,O0444,I0074,15,32,58,High,Approved,2026-08-31
REO003429,O0340,I0111,3,35,93,High,Pending,2026-08-31
REO003430,O0431,I0053,6,32,115,High,Received,2026-08-31
REO003431,O0185,I0068,10,32,55,High,Ordered,2026-08-31
REO003432,O0044,I0018,4,28,48,High,Approved,2026-08-31
REO003433,O0314,I0107,13,21,65,Medium,Ordered,2026-08-31
REO003434,O0031,I0200,12,16,80,Medium,Pending,2026-08-31
REO003435,O0500,I0138,17,30,38,Medium,Approved,2026-08-31
REO003436,O0049,I0020,2,32,92,High,Ordered,2026-08-31
REO003437,O0442,I0074,34,34,22,Medium,Ordered,2026-08-31
REO003438,O0179,I0060,5,16,83,High,Ordered,2026-08-31
REO003439,O0085,I0034,15,29,38,Medium,Pending,2026-08-31
REO003440,O0055,I0019,17,25,45,Medium,Approved,2026-08-31
REO003441,O0197,I0067,22,28,89,Medium,Approved,2026-08-31
REO003442,O0494,I0140,3,38,97,High,Pending,2026-08-31
REO003443,O0291,I0093,9,15,62,Medium,Approved,2026-08-31
REO003444,O0193,I0265,15,19,73,Medium,Pending,2026-08-31
REO003445,O0256,I0092,33,37,70,Medium,Ordered,2026-08-31
REO003446,O0453,I0050,32,33,22,Medium,Received,2026-08-31
REO003447,O0442,I0072,17,32,90,Medium,Approved,2026-08-31
REO003448,O0227,I0080,24,28,33,Medium,Received,2026-08-31
REO003449,O0303,I0096,11,33,112,High,Received,2026-08-31
REO003450,O0058,I0025,0,10,90,Critical,Approved,2026-08-31
REO003451,O0303,I0096,11,33,112,High,Received,2026-08-31
REO003452,O0195,I0066,20,30,64,Medium,Approved,2026-08-31
REO003453,O0311,I0105,24,28,98,Medium,Approved,2026-08-31
REO003454,O0109,I0042,5,15,99,High,Received,2026-08-31
REO003455,O0191,I0071,10,23,64,High,Received,2026-08-31
REO003456,O0150,I0062,24,30,85,Medium,Pending,2026-08-31
REO003457,O0499,I0139,6,18,78,High,Ordered,2026-08-31
REO003458,O0094,I0023,4,32,94,High,Pending,2026-08-31
REO003459,O0150,I0062,24,30,85,Medium,Ordered,2026-08-31
REO003460,O0049,I0025,11,21,42,Medium,Ordered,2026-08-31
REO003461,O0192,I0273,3,28,85,High,Pending,2026-08-31
REO003462,O0399,I0136,22,26,56,Medium,Pending,2026-08-31
REO003463,O0040,I0198,20,21,28,Medium,Pending,2026-08-31
REO003464,O0016,I0161,11,16,31,Medium,Ordered,2026-08-31
REO003465,O0195,I0066,20,30,64,Medium,Pending,2026-08-31
REO003466,O0291,I0094,1,14,99,High,Approved,2026-08-31
REO003467,O0023,I0013,18,26,72,Medium,Ordered,2026-08-31
REO003468,O0162,I0059,15,30,85,Medium,Ordered,2026-08-31
REO003469,O0499,I0138,0,23,44,Critical,Ordered,2026-08-31
REO003470,O0494,I0140,3,38,97,High,Pending,2026-08-31
REO003471,O0115,I0044,23,36,36,Medium,Pending,2026-08-31
REO003472,O0456,I0052,11,21,87,Medium,Approved,2026-08-31
REO003473,O0016,I0172,4,20,78,High,Pending,2026-08-31
REO003474,O0144,I0060,10,21,42,High,Approved,2026-08-31
REO003475,O0325,I0109,0,21,92,Critical,Approved,2026-08-31
REO003476,O0490,I0025,25,29,65,Medium,Ordered,2026-08-31
REO003477,O0425,I0037,16,33,104,High,Ordered,2026-08-31
REO003478,O0386,I0131,12,26,66,High,Ordered,2026-08-31
REO003479,O0109,I0041,9,23,72,High,Ordered,2026-08-31
REO003480,O0256,I0092,33,37,70,Medium,Pending,2026-08-31
REO003481,O0232,I0078,31,31,87,Medium,Pending,2026-08-31
REO003482,O0472,I0102,26,27,51,Medium,Ordered,2026-08-31
REO003483,O0134,I0057,13,34,109,High,Ordered,2026-08-31
REO003484,O0185,I0068,10,32,55,High,Received,2026-08-31
REO003485,O0040,I0172,33,33,51,Medium,Ordered,2026-08-31
REO003486,O0279,I0086,19,19,70,Medium,Pending,2026-08-31
REO003487,O0256,I0086,1,18,111,High,Pending,2026-08-31
REO003488,O0061,I0027,8,22,52,High,Ordered,2026-08-31
REO003489,O0186,I0267,34,37,55,Medium,Received,2026-08-31
REO003490,O0192,I0271,19,35,79,Medium,Approved,2026-08-31
REO003491,O0424,I0035,22,30,81,Medium,Ordered,2026-08-31
REO003492,O0399,I0136,22,26,56,Medium,Approved,2026-08-31
REO003493,O0354,I0118,24,26,43,Medium,Ordered,2026-08-31
REO003494,O0308,I0095,24,37,75,Medium,Approved,2026-08-31
REO003495,O0039,I0004,7,27,39,High,Approved,2026-08-31
REO003496,O0142,I0063,4,37,66,High,Pending,2026-08-31
REO003497,O0284,I0099,23,32,96,Medium,Pending,2026-08-31
REO003498,O0291,I0097,15,21,60,Medium,Ordered,2026-08-31
REO003499,O0238,I0080,21,22,38,Medium,Pending,2026-08-31
REO003500,O0163,I0063,2,23,99,High,Pending,2026-08-31
REO003501,O0163,I0063,2,23,99,High,Received,2026-08-31
REO003502,O0429,I0033,7,29,44,High,Ordered,2026-08-31
REO003503,O0162,I0059,15,30,85,Medium,Pending,2026-08-31
REO003504,O0307,I0095,2,13,78,High,Pending,2026-08-31
REO003505,O0044,I0025,4,30,116,High,Ordered,2026-08-31
REO003506,O0199,I0263,2,26,68,High,Approved,2026-08-31
REO003507,O0111,I0046,17,23,85,Medium,Ordered,2026-08-31
REO003508,O0491,I0138,2,37,54,High,Received,2026-08-31
REO003509,O0198,I0274,10,31,61,High,Received,2026-08-31
REO003510,O0054,I0022,5,27,46,High,Approved,2026-08-31
REO003511,O0414,I0018,17,29,39,Medium,Pending,2026-08-31
REO003512,O0297,I0097,5,23,76,High,Approved,2026-08-31
REO003513,O0216,I0075,13,13,35,Medium,Approved,2026-08-31
REO003514,O0029,I0010,15,21,72,Medium,Approved,2026-08-31
REO003515,O0408,I0141,22,22,29,Medium,Pending,2026-08-31
REO003516,O0449,I0076,3,18,56,High,Ordered,2026-08-31
REO003517,O0304,I0095,23,31,35,Medium,Ordered,2026-08-31
REO003518,O0479,I0100,10,34,106,High,Pending,2026-08-31
REO003519,O0312,I0108,36,37,35,Medium,Ordered,2026-08-31
REO003520,O0265,I0087,2,31,50,High,Ordered,2026-08-31
REO003521,O0044,I0018,4,28,48,High,Approved,2026-08-31
REO003522,O0031,I0200,12,16,80,Medium,Approved,2026-08-31
REO003523,O0003,I0003,3,29,52,High,Received,2026-08-31
REO003524,O0103,I0041,0,37,65,Critical,Received,2026-08-31
REO003525,O0193,I0275,12,18,101,Medium,Approved,2026-08-31
REO003526,O0192,I0269,29,35,89,Medium,Received,2026-08-31
REO003527,O0019,I0166,18,29,67,Medium,Ordered,2026-08-31
REO003528,O0492,I0142,3,10,91,High,Ordered,2026-08-31
REO003529,O0074,I0011,10,32,59,High,Approved,2026-08-31
REO003530,O0449,I0076,3,18,56,High,Approved,2026-08-31
REO003531,O0029,I0010,15,21,72,Medium,Received,2026-08-31
REO003532,O0020,I0170,13,27,35,High,Ordered,2026-08-31
REO003533,O0134,I0055,22,34,85,Medium,Pending,2026-08-31
REO003534,O0265,I0087,2,31,50,High,Approved,2026-08-31
REO003535,O0295,I0095,30,33,52,Medium,Ordered,2026-08-31
REO003536,O0180,I0058,17,29,82,Medium,Pending,2026-08-31
REO003537,O0197,I0273,22,29,38,Medium,Received,2026-08-31
REO003538,O0481,I0018,12,27,49,High,Pending,2026-08-31
REO003539,O0227,I0080,24,28,33,Medium,Pending,2026-08-31
REO003540,O0375,I0126,2,16,39,High,Pending,2026-08-31
REO003541,O0408,I0141,22,22,29,Medium,Ordered,2026-08-31
REO003542,O0304,I0095,23,31,35,Medium,Ordered,2026-08-31
REO003543,O0500,I0140,6,12,66,Medium,Received,2026-08-31
REO003544,O0481,I0018,12,27,49,High,Ordered,2026-08-31
REO003545,O0238,I0080,21,22,38,Medium,Ordered,2026-08-31
REO003546,O0120,I0045,7,19,95,High,Pending,2026-08-31
REO003547,O0467,I0025,24,27,42,Medium,Received,2026-08-31
REO003548,O0355,I0121,39,39,56,Medium,Pending,2026-08-31
REO003549,O0416,I0020,8,23,110,High,Received,2026-08-31
REO003550,O0173,I0064,0,10,57,Critical,Pending,2026-08-31
REO003551,O0347,I0115,16,22,57,Medium,Ordered,2026-08-31
REO003552,O0279,I0091,13,25,91,Medium,Approved,2026-08-31
REO003553,O0120,I0047,17,29,42,Medium,Pending,2026-08-31
REO003554,O0038,I0171,22,25,42,Medium,Pending,2026-08-31
REO003555,O0142,I0063,4,37,66,High,Ordered,2026-08-31
REO003556,O0165,I0065,13,16,27,Medium,Pending,2026-08-31
REO003557,O0324,I0110,5,23,49,High,Pending,2026-08-31
REO003558,O0453,I0051,12,33,85,High,Ordered,2026-08-31
REO003559,O0468,I0020,8,27,66,High,Ordered,2026-08-31
REO003560,O0060,I0023,6,14,89,High,Approved,2026-08-31
REO003561,O0219,I0074,10,23,83,High,Approved,2026-08-31
REO003562,O0483,I0021,5,35,115,High,Pending,2026-08-31
REO003563,O0030,I0013,7,12,40,Medium,Received,2026-08-31
REO003564,O0418,I0020,13,28,72,High,Ordered,2026-08-31
REO003565,O0422,I0034,15,20,33,Medium,Received,2026-08-31
REO003566,O0200,I0275,11,30,63,High,Ordered,2026-08-31
REO003567,O0186,I0263,14,31,63,High,Approved,2026-08-31
REO003568,O0053,I0024,3,31,120,High,Ordered,2026-08-31
REO003569,O0006,I0160,0,25,82,Critical,Received,2026-08-31
REO003570,O0189,I0271,16,18,36,Medium,Received,2026-08-31
REO003571,O0283,I0097,11,21,98,Medium,Approved,2026-08-31
REO003572,O0058,I0018,23,26,46,Medium,Pending,2026-08-31
REO003573,O0432,I0054,11,26,55,High,Received,2026-08-31
REO003574,O0364,I0123,0,25,97,Critical,Pending,2026-08-31
REO003575,O0044,I0022,12,21,42,Medium,Pending,2026-08-31
REO003576,O0308,I0098,6,12,55,Medium,Received,2026-08-31
REO003577,O0390,I0131,13,30,94,High,Approved,2026-08-31
REO003578,O0044,I0022,12,21,42,Medium,Received,2026-08-31
REO003579,O0040,I0002,4,37,74,High,Pending,2026-08-31
REO003580,O0057,I0024,10,20,56,Medium,Received,2026-08-31
REO003581,O0165,I0064,36,37,61,Medium,Pending,2026-08-31
REO003582,O0005,I0194,16,21,51,Medium,Approved,2026-08-31
REO003583,O0072,I0013,15,26,72,Medium,Pending,2026-08-31
REO003584,O0303,I0096,11,33,112,High,Received,2026-08-31
REO003585,O0480,I0100,12,32,79,High,Pending,2026-08-31
REO003586,O0161,I0062,8,33,60,High,Pending,2026-08-31
REO003587,O0189,I0271,16,18,36,Medium,Ordered,2026-08-31
REO003588,O0439,I0053,21,35,71,Medium,Pending,2026-08-31
REO003589,O0302,I0095,10,39,104,High,Approved,2026-08-31
REO003590,O0040,I0190,8,22,41,High,Ordered,2026-08-31
REO003591,O0404,I0139,20,28,59,Medium,Received,2026-08-31
REO003592,O0257,I0089,18,35,76,Medium,Pending,2026-08-31
REO003593,O0340,I0112,18,34,33,Medium,Ordered,2026-08-31
REO003594,O0440,I0057,0,15,98,Critical,Ordered,2026-08-31
REO003595,O0043,I0024,23,30,98,Medium,Approved,2026-08-31
REO003596,O0153,I0061,8,15,46,Medium,Received,2026-08-31
REO003597,O0289,I0098,12,34,105,High,Approved,2026-08-31
REO003598,O0072,I0011,30,31,37,Medium,Approved,2026-08-31
REO003599,O0463,I0023,9,22,91,High,Pending,2026-08-31
REO003600,O0263,I0090,10,35,93,High,Pending,2026-08-31
REO003601,O0031,I0162,23,25,90,Medium,Pending,2026-08-31
REO003602,O0430,I0032,18,19,35,Medium,Ordered,2026-08-31
REO003603,O0082,I0035,14,22,70,Medium,Ordered,2026-08-31
REO003604,O0065,I0029,28,30,45,Medium,Received,2026-08-31
REO003605,O0326,I0110,9,20,60,High,Pending,2026-08-31
REO003606,O0228,I0081,0,31,124,Critical,Approved,2026-08-31
REO003607,O0194,I0068,4,20,104,High,Ordered,2026-08-31
REO003608,O0282,I0094,6,15,80,High,Approved,2026-08-31
REO003609,O0134,I0055,22,34,85,Medium,Pending,2026-08-31
REO003610,O0486,I0025,27,36,62,Medium,Pending,2026-08-31
REO003611,O0206,I0074,17,19,47,Medium,Pending,2026-08-31
REO003612,O0472,I0103,0,35,102,Critical,Pending,2026-08-31
REO003613,O0153,I0061,8,15,46,Medium,Ordered,2026-08-31
REO003614,O0029,I0014,25,28,37,Medium,Ordered,2026-08-31
REO003615,O0159,I0064,2,25,81,High,Ordered,2026-08-31
REO003616,O0455,I0052,18,21,81,Medium,Ordered,2026-08-31
REO003617,O0074,I0011,10,32,59,High,Ordered,2026-08-31
REO003618,O0104,I0041,6,22,73,High,Pending,2026-08-31
REO003619,O0177,I0064,14,32,101,High,Approved,2026-08-31
REO003620,O0011,I0189,9,20,99,High,Pending,2026-08-31
REO003621,O0185,I0268,7,33,53,High,Pending,2026-08-31
REO003622,O0025,I0016,2,24,77,High,Ordered,2026-08-31
REO003623,O0271,I0087,2,27,75,High,Ordered,2026-08-31
REO003624,O0291,I0097,15,21,60,Medium,Approved,2026-08-31
REO003625,O0340,I0111,3,35,93,High,Pending,2026-08-31
REO003626,O0196,I0070,8,14,96,Medium,Pending,2026-08-31
REO003627,O0299,I0093,4,16,89,High,Received,2026-08-31
REO003628,O0095,I0018,3,31,98,High,Ordered,2026-08-31
REO003629,O0192,I0271,19,35,79,Medium,Received,2026-08-31
REO003630,O0134,I0055,22,34,85,Medium,Ordered,2026-08-31
REO003631,O0158,I0064,19,24,39,Medium,Ordered,2026-08-31
REO003632,O0376,I0129,3,22,67,High,Pending,2026-08-31
REO003633,O0087,I0037,10,17,76,Medium,Ordered,2026-08-31
REO003634,O0044,I0020,26,34,46,Medium,Approved,2026-08-31
REO003635,O0199,I0277,17,21,30,Medium,Pending,2026-08-31
REO003636,O0376,I0127,20,24,48,Medium,Ordered,2026-08-31
REO003637,O0204,I0076,14,30,56,High,Pending,2026-08-31
REO003638,O0372,I0126,6,23,45,High,Approved,2026-08-31
REO003639,O0283,I0097,11,21,98,Medium,Approved,2026-08-31
REO003640,O0072,I0013,15,26,72,Medium,Ordered,2026-08-31
REO003641,O0097,I0018,11,13,56,Medium,Pending,2026-08-31
REO003642,O0004,I0167,6,22,55,High,Pending,2026-08-31
REO003643,O0304,I0095,23,31,35,Medium,Approved,2026-08-31
REO003644,O0165,I0060,9,25,50,High,Ordered,2026-08-31
REO003645,O0169,I0061,22,27,92,Medium,Ordered,2026-08-31
REO003646,O0113,I0045,32,36,75,Medium,Received,2026-08-31
REO003647,O0196,I0263,18,26,69,Medium,Approved,2026-08-31
REO003648,O0409,I0138,17,27,99,Medium,Ordered,2026-08-31
REO003649,O0131,I0053,8,17,66,High,Pending,2026-08-31
REO003650,O0005,I0194,16,21,51,Medium,Ordered,2026-08-31
REO003651,O0003,I0009,1,32,57,High,Approved,2026-08-31
REO003652,O0103,I0041,0,37,65,Critical,Received,2026-08-31
REO003653,O0097,I0020,8,19,39,High,Ordered,2026-08-31
REO003654,O0038,I0161,3,30,89,High,Approved,2026-08-31
REO003655,O0198,I0274,10,31,61,High,Pending,2026-08-31
REO003656,O0073,I0010,11,24,34,High,Ordered,2026-08-31
REO003657,O0192,I0273,3,28,85,High,Approved,2026-08-31
REO003658,O0304,I0099,17,19,48,Medium,Pending,2026-08-31
REO003659,O0035,I0006,21,21,41,Medium,Pending,2026-08-31
REO003660,O0031,I0160,4,13,42,High,Ordered,2026-08-31
REO003661,O0346,I0114,16,26,42,Medium,Ordered,2026-08-31
REO003662,O0220,I0073,7,15,43,High,Ordered,2026-08-31
REO003663,O0143,I0059,4,21,43,High,Ordered,2026-08-31
REO003664,O0017,I0006,4,25,47,High,Ordered,2026-08-31
REO003665,O0404,I0138,1,20,54,High,Received,2026-08-31
REO003666,O0486,I0025,27,36,62,Medium,Ordered,2026-08-31
REO003667,O0439,I0053,21,35,71,Medium,Pending,2026-08-31
REO003668,O0153,I0065,6,25,85,High,Received,2026-08-31
REO003669,O0018,I0197,8,23,37,High,Ordered,2026-08-31
REO003670,O0058,I0019,17,25,97,Medium,Received,2026-08-31
REO003671,O0040,I0002,4,37,74,High,Approved,2026-08-31
REO003672,O0200,I0071,0,20,117,Critical,Received,2026-08-31
REO003673,O0249,I0083,12,16,85,Medium,Approved,2026-08-31
REO003674,O0092,I0024,4,15,99,High,Received,2026-08-31
REO003675,O0146,I0063,14,19,34,Medium,Ordered,2026-08-31
REO003676,O0374,I0126,8,26,63,High,Pending,2026-08-31
REO003677,O0065,I0028,6,29,77,High,Received,2026-08-31
REO003678,O0121,I0050,21,25,90,Medium,Pending,2026-08-31
REO003679,O0040,I0190,8,22,41,High,Pending,2026-08-31
REO003680,O0257,I0092,10,32,48,High,Ordered,2026-08-31
REO003681,O0021,I0014,9,20,91,High,Ordered,2026-08-31
REO003682,O0078,I0016,29,33,69,Medium,Ordered,2026-08-31
REO003683,O0071,I0017,9,34,84,High,Received,2026-08-31
REO003684,O0065,I0030,6,16,41,High,Ordered,2026-08-31
REO003685,O0227,I0080,24,28,33,Medium,Approved,2026-08-31
REO003686,O0197,I0263,11,31,114,High,Pending,2026-08-31
