movement_id,outlet_id,item_id,movement_type,quantity,movement_date,reference_id
MOV009759,O0473,I0100,Transfer,13,2025-10-11,REF0009759
MOV009760,O0458,I0051,Sale,8,2025-12-02,REF0009760
MOV009761,O0041,I0024,Sale,7,2026-07-28,REF0009761
MOV009762,O0358,I0119,Stock In,9,2026-02-15,REF0009762
MOV009763,O0079,I0015,Transfer,20,2025-12-10,REF0009763
MOV009764,O0277,I0092,Sale,20,2026-01-15,REF0009764
MOV009765,O0184,I0270,Sale,22,2026-06-15,REF0009765
MOV009766,O0129,I0051,Adjustment,30,2026-08-16,REF0009766
MOV009767,O0285,I0097,Sale,30,2026-04-09,REF0009767
MOV009768,O0184,I0275,Sale,4,2026-03-17,REF0009768
MOV009769,O0232,I0080,Return,7,2026-02-09,REF0009769
MOV009770,O0305,I0096,Sale,14,2026-03-09,REF0009770
MOV009771,O0200,I0266,Stock In,3,2026-07-01,REF0009771
MOV009772,O0466,I0019,Sale,14,2025-12-22,REF0009772
MOV009773,O0202,I0073,Sale,30,2026-03-19,REF0009773
MOV009774,O0496,I0140,Stock In,8,2025-12-13,REF0009774
MOV009775,O0392,I0136,Sale,11,2026-07-02,REF0009775
MOV009776,O0413,I0020,Transfer,14,2025-12-13,REF0009776
MOV009777,O0083,I0034,Sale,8,2026-08-25,REF0009777
MOV009778,O0383,I0133,Transfer,25,2026-08-11,REF0009778
MOV009779,O0347,I0116,Sale,10,2026-01-22,REF0009779
MOV009780,O0065,I0026,Sale,8,2025-10-16,REF0009780
MOV009781,O0181,I0266,Stock In,29,2026-01-09,REF0009781
MOV009782,O0297,I0097,Stock In,24,2025-09-08,REF0009782
MOV009783,O0144,I0064,Stock In,29,2026-03-26,REF0009783
MOV009784,O0283,I0095,Transfer,23,2026-05-29,REF0009784
MOV009785,O0192,I0271,Stock In,12,2026-07-24,REF0009785
MOV009786,O0019,I0009,Return,7,2026-02-16,REF0009786
MOV009787,O0487,I0021,Sale,20,2025-09-03,REF0009787
MOV009788,O0182,I0271,Stock In,2,2026-01-30,REF0009788
MOV009789,O0184,I0271,Return,15,2025-10-27,REF0009789
MOV009790,O0190,I0274,Stock In,17,2026-01-31,REF0009790
MOV009791,O0005,I0002,Stock In,12,2026-07-02,REF0009791
MOV009792,O0335,I0111,Sale,22,2026-05-04,REF0009792
MOV009793,O0286,I0098,Transfer,28,2026-06-02,REF0009793
MOV009794,O0234,I0078,Transfer,14,2026-06-02,REF0009794
MOV009795,O0125,I0050,Sale,28,2025-10-04,REF0009795
MOV009796,O0469,I0024,Sale,24,2026-07-04,REF0009796
MOV009797,O0266,I0091,Stock In,29,2025-09-26,REF0009797
MOV009798,O0010,I0193,Stock In,14,2026-04-26,REF0009798
MOV009799,O0175,I0063,Stock In,7,2026-06-19,REF0009799
MOV009800,O0184,I0276,Stock In,30,2026-03-22,REF0009800
MOV009801,O0202,I0072,Sale,21,2026-03-13,REF0009801
MOV009802,O0083,I0037,Stock In,15,2026-06-23,REF0009802
MOV009803,O0293,I0093,Stock In,6,2026-05-22,REF0009803
MOV009804,O0215,I0073,Transfer,28,2026-08-03,REF0009804
MOV009805,O0333,I0113,Sale,20,2026-07-12,REF0009805
MOV009806,O0153,I0063,Stock In,24,2025-09-20,REF0009806
MOV009807,O0012,I0001,Sale,2,2026-05-18,REF0009807
MOV009808,O0011,I0201,Stock In,16,2026-03-08,REF0009808
MOV009809,O0176,I0062,Stock In,4,2025-10-08,REF0009809
MOV009810,O0065,I0030,Sale,17,2026-01-19,REF0009810
MOV009811,O0404,I0139,Sale,5,2026-07-23,REF0009811
MOV009812,O0425,I0034,Return,3,2026-04-20,REF0009812
MOV009813,O0297,I0099,Sale,20,2026-06-06,REF0009813
MOV009814,O0303,I0094,Stock In,12,2026-08-17,REF0009814
MOV009815,O0413,I0018,Sale,9,2026-04-29,REF0009815
MOV009816,O0009,I0168,Sale,28,2026-03-05,REF0009816
MOV009817,O0360,I0121,Sale,21,2026-08-26,REF0009817
MOV009818,O0231,I0077,Sale,7,2026-05-27,REF0009818
MOV009819,O0403,I0141,Stock In,3,2026-04-15,REF0009819
MOV009820,O0443,I0075,Sale,2,2026-02-22,REF0009820
MOV009821,O0172,I0063,Sale,7,2025-09-01,REF0009821
MOV009822,O0073,I0016,Sale,17,2025-09-17,REF0009822
MOV009823,O0328,I0109,Stock In,1,2026-02-03,REF0009823
MOV009824,O0217,I0074,Sale,12,2025-11-04,REF0009824
MOV009825,O0001,I0202,Sale,5,2025-10-09,REF0009825
MOV009826,O0039,I0166,Sale,8,2025-11-29,REF0009826
MOV009827,O0059,I0020,Stock In,16,2026-07-29,REF0009827
MOV009828,O0270,I0089,Return,30,2026-07-24,REF0009828
MOV009829,O0153,I0060,Sale,12,2026-06-06,REF0009829
MOV009830,O0225,I0081,Sale,26,2025-11-21,REF0009830
MOV009831,O0261,I0089,Sale,26,2025-09-01,REF0009831
MOV009832,O0212,I0073,Sale,9,2026-04-02,REF0009832
MOV009833,O0492,I0139,Stock In,9,2026-07-20,REF0009833
MOV009834,O0491,I0140,Sale,25,2026-08-23,REF0009834
MOV009835,O0203,I0075,Sale,10,2025-09-02,REF0009835
MOV009836,O0100,I0025,Sale,5,2026-02-18,REF0009836
MOV009837,O0191,I0268,Transfer,3,2026-08-06,REF0009837
MOV009838,O0336,I0113,Adjustment,8,2026-07-10,REF0009838
MOV009839,O0190,I0267,Transfer,26,2026-02-15,REF0009839
MOV009840,O0045,I0023,Stock In,8,2026-05-03,REF0009840
MOV009841,O0291,I0096,Sale,22,2026-06-06,REF0009841
MOV009842,O0033,I0159,Sale,17,2025-12-13,REF0009842
MOV009843,O0196,I0070,Sale,30,2026-08-04,REF0009843
MOV009844,O0259,I0092,Sale,3,2026-05-10,REF0009844
MOV009845,O0157,I0059,Sale,27,2025-12-18,REF0009845
MOV009846,O0060,I0022,Stock In,25,2025-12-17,REF0009846
MOV009847,O0015,I0002,Transfer,2,2025-11-26,REF0009847
MOV009848,O0032,I0003,Stock In,3,2026-03-07,REF0009848
MOV009849,O0442,I0076,Sale,5,2026-02-10,REF0009849
MOV009850,O0278,I0089,Sale,20,2026-08-01,REF0009850
MOV009851,O0419,I0020,Stock In,25,2026-01-26,REF0009851
MOV009852,O0251,I0089,Sale,8,2026-04-14,REF0009852
MOV009853,O0009,I0003,Transfer,3,2025-09-27,REF0009853
MOV009854,O0309,I0095,Sale,18,2026-05-28,REF0009854
MOV009855,O0487,I0021,Sale,21,2026-05-23,REF0009855
MOV009856,O0156,I0060,Sale,24,2025-11-30,REF0009856
MOV009857,O0461,I0022,Stock In,23,2026-03-09,REF0009857
MOV009858,O0325,I0109,Stock In,17,2026-03-20,REF0009858
MOV009859,O0425,I0035,Stock In,15,2025-10-21,REF0009859
MOV009860,O0139,I0055,Stock In,21,2026-08-05,REF0009860
MOV009861,O0416,I0024,Sale,30,2026-05-01,REF0009861
MOV009862,O0313,I0105,Sale,18,2026-07-24,REF0009862
MOV009863,O0196,I0263,Adjustment,13,2026-02-27,REF0009863
MOV009864,O0100,I0024,Adjustment,30,2026-02-14,REF0009864
MOV009865,O0405,I0139,Sale,3,2026-04-22,REF0009865
MOV009866,O0300,I0099,Stock In,21,2025-09-27,REF0009866
MOV009867,O0208,I0072,Sale,15,2025-10-12,REF0009867
MOV009868,O0033,I0159,Return,30,2026-07-06,REF0009868
MOV009869,O0007,I0004,Return,10,2026-06-12,REF0009869
MOV009870,O0183,I0268,Sale,22,2025-11-19,REF0009870
MOV009871,O0111,I0044,Sale,18,2026-02-28,REF0009871
MOV009872,O0461,I0023,Sale,30,2025-11-20,REF0009872
MOV009873,O0176,I0058,Sale,4,2025-09-25,REF0009873
MOV009874,O0246,I0084,Return,14,2025-10-23,REF0009874
MOV009875,O0343,I0114,Stock In,11,2026-08-17,REF0009875
MOV009876,O0091,I0022,Stock In,4,2026-04-30,REF0009876
MOV009877,O0493,I0140,Stock In,8,2026-08-24,REF0009877
MOV009878,O0196,I0068,Sale,20,2026-06-17,REF0009878
MOV009879,O0064,I0027,Sale,9,2025-10-02,REF0009879
MOV009880,O0199,I0263,Stock In,15,2026-05-22,REF0009880
MOV009881,O0024,I0015,Sale,12,2026-08-25,REF0009881
MOV009882,O0336,I0109,Stock In,20,2026-08-18,REF0009882
MOV009883,O0013,I0004,Sale,10,2026-04-12,REF0009883
MOV009884,O0310,I0096,Sale,27,2026-07-25,REF0009884
MOV009885,O0305,I0095,Sale,21,2025-09-04,REF0009885
MOV009886,O0434,I0055,Adjustment,20,2026-08-30,REF0009886
MOV009887,O0194,I0066,Transfer,20,2026-04-13,REF0009887
MOV009888,O0238,I0077,Adjustment,27,2026-07-17,REF0009888
MOV009889,O0189,I0277,Transfer,9,2026-06-14,REF0009889
MOV009890,O0058,I0025,Transfer,19,2026-05-13,REF0009890
MOV009891,O0257,I0092,Stock In,1,2026-08-17,REF0009891
MOV009892,O0479,I0102,Sale,9,2025-10-11,REF0009892
MOV009893,O0081,I0033,Sale,16,2026-01-03,REF0009893
MOV009894,O0188,I0271,Sale,28,2025-11-13,REF0009894
MOV009895,O0138,I0053,Sale,7,2025-11-12,REF0009895
MOV009896,O0286,I0095,Stock In,14,2025-12-08,REF0009896
MOV009897,O0039,I0003,Sale,7,2025-12-15,REF0009897
MOV009898,O0015,I0202,Transfer,25,2025-11-24,REF0009898
MOV009899,O0091,I0022,Sale,22,2026-02-07,REF0009899
MOV009900,O0295,I0098,Transfer,6,2025-09-01,REF0009900
MOV009901,O0182,I0070,Sale,11,2025-12-16,REF0009901
MOV009902,O0153,I0060,Stock In,23,2026-01-26,REF0009902
MOV009903,O0260,I0089,Sale,2,2026-02-14,REF0009903
MOV009904,O0351,I0118,Stock In,13,2025-12-01,REF0009904
MOV009905,O0194,I0277,Transfer,9,2026-02-27,REF0009905
MOV009906,O0050,I0024,Transfer,5,2025-09-17,REF0009906
MOV009907,O0026,I0010,Transfer,29,2025-11-18,REF0009907
MOV009908,O0483,I0021,Stock In,18,2026-03-19,REF0009908
MOV009909,O0466,I0021,Adjustment,28,2025-12-01,REF0009909
MOV009910,O0481,I0018,Sale,22,2026-08-15,REF0009910
MOV009911,O0101,I0042,Sale,27,2026-08-23,REF0009911
MOV009912,O0113,I0048,Adjustment,6,2025-09-11,REF0009912
MOV009913,O0192,I0066,Transfer,7,2026-01-19,REF0009913
MOV009914,O0178,I0065,Sale,21,2026-02-08,REF0009914
MOV009915,O0489,I0025,Adjustment,11,2026-08-10,REF0009915
MOV009916,O0248,I0085,Sale,28,2025-10-12,REF0009916
MOV009917,O0442,I0076,Sale,28,2026-08-19,REF0009917
MOV009918,O0185,I0066,Sale,5,2026-05-15,REF0009918
MOV009919,O0461,I0022,Sale,14,2026-04-10,REF0009919
MOV009920,O0257,I0090,Sale,20,2025-10-08,REF0009920
MOV009921,O0354,I0120,Sale,3,2025-10-17,REF0009921
MOV009922,O0001,I0172,Return,18,2026-03-18,REF0009922
MOV009923,O0191,I0277,Sale,24,2026-06-26,REF0009923
MOV009924,O0413,I0020,Stock In,26,2025-11-18,REF0009924
MOV009925,O0104,I0039,Stock In,11,2025-09-26,REF0009925
MOV009926,O0460,I0051,Stock In,16,2026-04-06,REF0009926
MOV009927,O0305,I0099,Adjustment,11,2026-08-28,REF0009927
MOV009928,O0153,I0058,Sale,11,2025-09-12,REF0009928
MOV009929,O0085,I0032,Sale,13,2025-12-23,REF0009929
MOV009930,O0265,I0089,Sale,29,2026-01-17,REF0009930
MOV009931,O0141,I0064,Sale,25,2026-07-28,REF0009931
MOV009932,O0187,I0066,Stock In,8,2026-04-22,REF0009932
MOV009933,O0466,I0025,Transfer,7,2026-01-20,REF0009933
MOV009934,O0270,I0089,Stock In,1,2026-02-03,REF0009934
MOV009935,O0254,I0086,Stock In,5,2026-07-22,REF0009935
MOV009936,O0199,I0270,Sale,1,2025-11-27,REF0009936
MOV009937,O0294,I0093,Adjustment,16,2026-06-27,REF0009937
MOV009938,O0154,I0061,Stock In,15,2026-06-21,REF0009938
MOV009939,O0150,I0062,Return,12,2025-11-05,REF0009939
MOV009940,O0187,I0071,Stock In,6,2026-02-15,REF0009940
MOV009941,O0103,I0043,Stock In,20,2026-08-09,REF0009941
MOV009942,O0478,I0100,Stock In,21,2026-07-01,REF0009942
MOV009943,O0428,I0034,Transfer,21,2026-01-29,REF0009943
MOV009944,O0200,I0263,Adjustment,14,2026-05-26,REF0009944
MOV009945,O0435,I0056,Sale,24,2025-12-04,REF0009945
MOV009946,O0106,I0038,Sale,15,2026-05-21,REF0009946
MOV009947,O0048,I0022,Stock In,3,2026-06-23,REF0009947
MOV009948,O0093,I0019,Sale,24,2025-11-05,REF0009948
MOV009949,O0113,I0047,Transfer,18,2026-02-15,REF0009949
MOV009950,O0489,I0024,Adjustment,19,2026-07-18,REF0009950
MOV009951,O0368,I0125,Stock In,28,2025-11-08,REF0009951
MOV009952,O0372,I0127,Stock In,10,2025-10-10,REF0009952
MOV009953,O0250,I0084,Sale,6,2026-01-21,REF0009953
MOV009954,O0444,I0075,Transfer,15,2025-11-22,REF0009954
MOV009955,O0015,I0008,Sale,14,2025-09-28,REF0009955
MOV009956,O0110,I0043,Sale,28,2026-05-31,REF0009956
MOV009957,O0192,I0264,Adjustment,26,2026-06-12,REF0009957
MOV009958,O0315,I0107,Stock In,4,2026-05-07,REF0009958
MOV009959,O0500,I0140,Sale,25,2026-05-17,REF0009959
MOV009960,O0048,I0022,Return,29,2026-07-29,REF0009960
MOV009961,O0488,I0018,Sale,4,2025-11-20,REF0009961
MOV009962,O0413,I0021,Return,28,2026-06-30,REF0009962
MOV009963,O0031,I0202,Stock In,22,2026-07-31,REF0009963
MOV009964,O0300,I0099,Adjustment,10,2026-01-28,REF0009964
MOV009965,O0066,I0031,Stock In,29,2025-09-08,REF0009965
MOV009966,O0254,I0091,Sale,21,2025-09-25,REF0009966
MOV009967,O0056,I0020,Sale,12,2026-01-11,REF0009967
MOV009968,O0182,I0268,Transfer,29,2026-01-08,REF0009968
MOV009969,O0193,I0272,Sale,24,2026-07-03,REF0009969
MOV009970,O0118,I0044,Sale,8,2026-06-07,REF0009970
MOV009971,O0096,I0022,Transfer,9,2025-09-17,REF0009971
MOV009972,O0031,I0166,Stock In,21,2026-06-13,REF0009972
MOV009973,O0013,I0201,Sale,4,2026-05-08,REF0009973
MOV009974,O0432,I0054,Transfer,19,2026-07-23,REF0009974
MOV009975,O0004,I0161,Stock In,22,2026-05-14,REF0009975
MOV009976,O0470,I0025,Sale,3,2026-05-16,REF0009976
MOV009977,O0412,I0023,Sale,17,2026-04-16,REF0009977
MOV009978,O0028,I0011,Sale,18,2025-11-29,REF0009978
MOV009979,O0275,I0091,Stock In,25,2026-03-29,REF0009979
MOV009980,O0020,I0201,Sale,9,2026-07-30,REF0009980
MOV009981,O0475,I0103,Stock In,11,2026-06-29,REF0009981
MOV009982,O0013,I0002,Stock In,10,2026-07-10,REF0009982
MOV009983,O0085,I0033,Transfer,10,2026-04-03,REF0009983
MOV009984,O0004,I0007,Stock In,29,2025-12-27,REF0009984
MOV009985,O0217,I0074,Transfer,4,2026-06-11,REF0009985
MOV009986,O0058,I0025,Stock In,7,2025-12-28,REF0009986
MOV009987,O0131,I0054,Sale,21,2025-09-13,REF0009987
MOV009988,O0148,I0063,Sale,24,2025-11-15,REF0009988
MOV009989,O0153,I0064,Sale,1,2026-03-31,REF0009989
MOV009990,O0158,I0060,Return,14,2025-10-13,REF0009990
MOV009991,O0003,I0200,Sale,3,2025-12-05,REF0009991
MOV009992,O0193,I0274,Sale,9,2025-11-01,REF0009992
MOV009993,O0005,I0198,Sale,1,2026-05-23,REF0009993
MOV009994,O0311,I0105,Sale,14,2025-09-13,REF0009994
MOV009995,O0173,I0065,Sale,16,2026-04-24,REF0009995
MOV009996,O0179,I0063,Stock In,17,2025-09-22,REF0009996
MOV009997,O0008,I0197,Transfer,6,2026-03-14,REF0009997
MOV009998,O0194,I0274,Return,29,2025-11-26,REF0009998
MOV009999,O0199,I0270,Sale,18,2026-06-30,REF0009999
MOV010000,O0168,I0060,Stock In,26,2025-10-20,REF0010000
MOV010001,O0037,I0191,Sale,4,2025-10-18,REF0010001
MOV010002,O0386,I0132,Sale,3,2025-12-18,REF0010002
MOV010003,O0016,I0004,Sale,30,2026-03-23,REF0010003
MOV010004,O0320,I0108,Sale,20,2026-08-24,REF0010004
MOV010005,O0449,I0073,Stock In,24,2026-04-08,REF0010005
MOV010006,O0292,I0099,Sale,15,2025-11-21,REF0010006
MOV010007,O0249,I0084,Stock In,5,2025-10-29,REF0010007
MOV010008,O0370,I0123,Sale,6,2026-06-27,REF0010008
MOV010009,O0417,I0018,Sale,26,2025-09-20,REF0010009
MOV010010,O0199,I0071,Stock In,30,2026-04-30,REF0010010
MOV010011,O0015,I0158,Adjustment,8,2025-09-16,REF0010011
MOV010012,O0119,I0044,Stock In,21,2026-06-13,REF0010012
MOV010013,O0195,I0275,Sale,20,2026-04-13,REF0010013
MOV010014,O0368,I0124,Transfer,18,2025-11-03,REF0010014
MOV010015,O0037,I0193,Sale,24,2026-04-05,REF0010015
MOV010016,O0064,I0027,Stock In,6,2026-08-15,REF0010016
MOV010017,O0469,I0023,Sale,29,2026-07-07,REF0010017
MOV010018,O0096,I0024,Sale,2,2026-05-17,REF0010018
MOV010019,O0093,I0025,Sale,8,2026-03-07,REF0010019
MOV010020,O0461,I0020,Stock In,14,2026-08-11,REF0010020
MOV010021,O0004,I0158,Sale,6,2026-05-31,REF0010021
MOV010022,O0375,I0128,Sale,24,2026-08-04,REF0010022
MOV010023,O0260,I0090,Return,11,2026-01-16,REF0010023
MOV010024,O0299,I0097,Stock In,11,2026-07-04,REF0010024
MOV010025,O0372,I0129,Return,19,2025-09-22,REF0010025
MOV010026,O0168,I0062,Sale,2,2026-05-08,REF0010026
MOV010027,O0022,I0016,Sale,17,2025-11-15,REF0010027
MOV010028,O0142,I0064,Sale,30,2026-05-18,REF0010028
MOV010029,O0293,I0097,Adjustment,16,2025-11-06,REF0010029
MOV010030,O0270,I0090,Stock In,1,2026-06-22,REF0010030
MOV010031,O0196,I0264,Adjustment,11,2025-12-15,REF0010031
MOV010032,O0412,I0021,Stock In,16,2025-12-16,REF0010032
MOV010033,O0267,I0087,Sale,26,2025-09-09,REF0010033
MOV010034,O0468,I0025,Sale,23,2025-10-09,REF0010034
MOV010035,O0472,I0101,Sale,23,2026-05-09,REF0010035
MOV010036,O0270,I0092,Sale,29,2026-06-21,REF0010036
MOV010037,O0060,I0024,Sale,10,2025-10-06,REF0010037
MOV010038,O0200,I0264,Sale,1,2026-05-06,REF0010038
MOV010039,O0030,I0011,Stock In,11,2026-05-14,REF0010039
MOV010040,O0093,I0019,Sale,11,2026-02-15,REF0010040
MOV010041,O0189,I0070,Transfer,8,2026-01-22,REF0010041
MOV010042,O0463,I0019,Sale,12,2026-01-21,REF0010042
MOV010043,O0188,I0268,Stock In,27,2025-09-06,REF0010043
MOV010044,O0256,I0086,Sale,18,2025-12-06,REF0010044
MOV010045,O0185,I0275,Sale,30,2026-07-21,REF0010045
MOV010046,O0051,I0025,Stock In,8,2026-07-18,REF0010046
MOV010047,O0148,I0058,Adjustment,14,2026-03-03,REF0010047
MOV010048,O0052,I0025,Sale,21,2026-06-09,REF0010048
MOV010049,O0010,I0001,Return,22,2025-09-01,REF0010049
MOV010050,O0484,I0020,Sale,7,2026-01-24,REF0010050
MOV010051,O0013,I0009,Return,27,2025-09-08,REF0010051
MOV010052,O0143,I0061,Sale,21,2025-12-22,REF0010052
MOV010053,O0278,I0086,Stock In,29,2026-04-06,REF0010053
MOV010054,O0184,I0066,Transfer,23,2026-02-07,REF0010054
MOV010055,O0440,I0057,Stock In,29,2025-10-14,REF0010055
MOV010056,O0142,I0062,Sale,21,2025-11-14,REF0010056
MOV010057,O0464,I0022,Sale,1,2025-12-10,REF0010057
MOV010058,O0274,I0086,Transfer,20,2026-07-01,REF0010058
MOV010059,O0031,I0194,Adjustment,29,2026-02-24,REF0010059
MOV010060,O0266,I0086,Sale,17,2026-03-29,REF0010060
MOV010061,O0249,I0085,Stock In,24,2026-02-22,REF0010061
MOV010062,O0011,I0194,Sale,22,2025-11-19,REF0010062
MOV010063,O0042,I0023,Sale,6,2026-07-31,REF0010063
MOV010064,O0329,I0109,Stock In,13,2026-07-31,REF0010064
MOV010065,O0012,I0003,Stock In,24,2026-02-19,REF0010065
MOV010066,O0363,I0125,Stock In,24,2026-04-05,REF0010066
MOV010067,O0429,I0034,Sale,14,2025-12-19,REF0010067
MOV010068,O0010,I0197,Stock In,27,2026-03-05,REF0010068
MOV010069,O0036,I0188,Sale,3,2025-10-17,REF0010069
MOV010070,O0030,I0013,Sale,18,2026-07-14,REF0010070
MOV010071,O0275,I0090,Sale,22,2025-10-28,REF0010071
MOV010072,O0020,I0001,Sale,30,2026-05-08,REF0010072
MOV010073,O0298,I0093,Adjustment,29,2026-02-19,REF0010073
MOV010074,O0060,I0018,Stock In,29,2025-10-03,REF0010074
MOV010075,O0199,I0268,Stock In,14,2025-10-26,REF0010075
MOV010076,O0298,I0093,Sale,9,2026-01-02,REF0010076
MOV010077,O0103,I0042,Stock In,4,2026-01-30,REF0010077
MOV010078,O0198,I0272,Stock In,13,2026-08-13,REF0010078
MOV010079,O0014,I0160,Sale,17,2026-07-23,REF0010079
MOV010080,O0094,I0023,Return,1,2025-10-04,REF0010080
MOV010081,O0048,I0024,Stock In,18,2026-05-08,REF0010081
MOV010082,O0032,I0003,Return,26,2026-05-27,REF0010082
MOV010083,O0188,I0067,Transfer,27,2025-10-07,REF0010083
MOV010084,O0107,I0039,Sale,30,2025-10-27,REF0010084
MOV010085,O0386,I0133,Sale,22,2025-09-21,REF0010085
MOV010086,O0431,I0056,Stock In,30,2026-05-13,REF0010086
MOV010087,O0280,I0089,Sale,30,2026-07-04,REF0010087
MOV010088,O0177,I0064,Transfer,6,2025-12-16,REF0010088
MOV010089,O0355,I0118,Stock In,21,2026-02-20,REF0010089
MOV010090,O0264,I0092,Sale,14,2026-06-14,REF0010090
MOV010091,O0166,I0062,Stock In,13,2026-03-17,REF0010091
MOV010092,O0016,I0199,Sale,1,2026-08-20,REF0010092
MOV010093,O0211,I0074,Sale,4,2025-10-02,REF0010093
MOV010094,O0405,I0141,Return,5,2026-04-01,REF0010094
MOV010095,O0186,I0069,Stock In,30,2026-01-06,REF0010095
MOV010096,O0068,I0028,Return,24,2026-07-03,REF0010096
MOV010097,O0360,I0120,Adjustment,20,2026-02-15,REF0010097
MOV010098,O0409,I0141,Stock In,12,2026-03-12,REF0010098
MOV010099,O0190,I0268,Sale,24,2026-03-19,REF0010099
MOV010100,O0439,I0053,Sale,26,2026-07-15,REF0010100
MOV010101,O0181,I0069,Sale,11,2026-03-17,REF0010101
MOV010102,O0310,I0099,Sale,13,2025-12-23,REF0010102
MOV010103,O0192,I0269,Sale,4,2026-01-15,REF0010103
MOV010104,O0376,I0129,Stock In,2,2026-08-09,REF0010104
MOV010105,O0181,I0277,Sale,23,2026-03-26,REF0010105
MOV010106,O0402,I0141,Adjustment,10,2026-07-29,REF0010106
MOV010107,O0033,I0002,Stock In,30,2026-03-05,REF0010107
MOV010108,O0186,I0264,Adjustment,24,2026-08-18,REF0010108
MOV010109,O0426,I0037,Stock In,8,2026-04-14,REF0010109
MOV010110,O0190,I0270,Sale,23,2026-01-07,REF0010110
MOV010111,O0309,I0097,Sale,17,2026-05-18,REF0010111
MOV010112,O0002,I0199,Sale,5,2025-12-23,REF0010112
MOV010113,O0392,I0134,Sale,9,2026-05-28,REF0010113
MOV010114,O0296,I0095,Sale,30,2026-01-27,REF0010114
MOV010115,O0482,I0019,Sale,7,2026-04-23,REF0010115
MOV010116,O0403,I0139,Stock In,28,2026-08-21,REF0010116
MOV010117,O0038,I0191,Sale,13,2025-12-17,REF0010117
MOV010118,O0388,I0131,Stock In,14,2026-07-24,REF0010118
MOV010119,O0269,I0090,Transfer,12,2026-07-08,REF0010119
MOV010120,O0103,I0042,Sale,22,2026-03-11,REF0010120
MOV010121,O0368,I0122,Sale,23,2026-03-26,REF0010121
MOV010122,O0346,I0117,Sale,22,2026-06-29,REF0010122
MOV010123,O0327,I0112,Stock In,11,2026-08-17,REF0010123
MOV010124,O0189,I0268,Sale,14,2025-10-15,REF0010124
MOV010125,O0079,I0012,Transfer,21,2026-08-28,REF0010125
MOV010126,O0489,I0023,Adjustment,8,2025-12-26,REF0010126
MOV010127,O0081,I0033,Stock In,12,2025-09-11,REF0010127
MOV010128,O0005,I0003,Sale,22,2026-05-18,REF0010128
MOV010129,O0453,I0050,Sale,23,2026-02-20,REF0010129
MOV010130,O0081,I0035,Sale,16,2025-12-09,REF0010130
MOV010131,O0208,I0072,Sale,28,2025-12-11,REF0010131
MOV010132,O0187,I0275,Sale,2,2025-11-09,REF0010132
MOV010133,O0037,I0159,Stock In,12,2026-07-30,REF0010133
MOV010134,O0106,I0042,Sale,23,2025-10-04,REF0010134
MOV010135,O0475,I0104,Return,3,2025-09-19,REF0010135
MOV010136,O0191,I0265,Stock In,8,2026-05-13,REF0010136
MOV010137,O0035,I0159,Transfer,13,2026-04-25,REF0010137
MOV010138,O0031,I0197,Sale,17,2026-03-13,REF0010138
MOV010139,O0009,I0002,Sale,25,2026-07-30,REF0010139
MOV010140,O0143,I0062,Adjustment,27,2026-06-19,REF0010140
MOV010141,O0489,I0019,Sale,6,2026-03-10,REF0010141
MOV010142,O0154,I0060,Adjustment,13,2025-11-30,REF0010142
MOV010143,O0012,I0161,Sale,9,2026-01-28,REF0010143
MOV010144,O0294,I0096,Sale,6,2026-08-31,REF0010144
MOV010145,O0010,I0005,Return,2,2026-04-10,REF0010145
MOV010146,O0368,I0123,Stock In,11,2026-04-06,REF0010146
MOV010147,O0014,I0172,Sale,19,2026-02-26,REF0010147
MOV010148,O0034,I0170,Sale,14,2025-09-10,REF0010148
MOV010149,O0340,I0112,Transfer,28,2025-11-14,REF0010149
MOV010150,O0256,I0091,Adjustment,19,2025-12-04,REF0010150
MOV010151,O0176,I0058,Sale,3,2026-02-02,REF0010151
MOV010152,O0020,I0003,Sale,22,2026-01-22,REF0010152
MOV010153,O0296,I0098,Return,5,2025-09-18,REF0010153
MOV010154,O0042,I0022,Return,3,2026-07-14,REF0010154
MOV010155,O0429,I0036,Sale,20,2025-10-11,REF0010155
MOV010156,O0252,I0092,Return,11,2026-04-21,REF0010156
MOV010157,O0199,I0068,Stock In,14,2025-12-11,REF0010157
MOV010158,O0007,I0161,Stock In,4,2026-06-30,REF0010158
MOV010159,O0108,I0041,Sale,18,2025-10-05,REF0010159
MOV010160,O0018,I0194,Stock In,26,2026-03-29,REF0010160
MOV010161,O0198,I0264,Sale,8,2025-12-09,REF0010161
MOV010162,O0285,I0093,Sale,14,2026-04-21,REF0010162
MOV010163,O0440,I0054,Sale,14,2026-07-28,REF0010163
MOV010164,O0436,I0054,Sale,8,2025-12-12,REF0010164
MOV010165,O0051,I0018,Adjustment,4,2025-11-30,REF0010165
MOV010166,O0477,I0104,Transfer,22,2026-06-09,REF0010166
MOV010167,O0274,I0087,Stock In,30,2026-06-04,REF0010167
MOV010168,O0192,I0275,Adjustment,5,2026-01-05,REF0010168
MOV010169,O0195,I0270,Sale,12,2026-01-18,REF0010169
MOV010170,O0018,I0195,Stock In,19,2025-09-17,REF0010170
MOV010171,O0039,I0168,Sale,25,2026-03-10,REF0010171
MOV010172,O0192,I0273,Adjustment,1,2025-12-20,REF0010172
MOV010173,O0497,I0139,Sale,5,2026-06-26,REF0010173
MOV010174,O0060,I0023,Transfer,17,2026-01-24,REF0010174
MOV010175,O0232,I0081,Sale,4,2025-10-26,REF0010175
