outlet_id,item_id,inventory_id,minimum_stock,maximum_stock,current_stock,reorder_level,stock_status,last_updated
O0072,I0013,INV000851,17,87,15,26,Low Stock,2026-08-31
O0072,I0011,INV000852,22,67,30,31,Low Stock,2026-08-31
O0072,I0012,INV000853,21,91,57,24,Healthy,2026-08-31
O0072,I0015,INV000854,24,113,32,26,Healthy,2026-08-31
O0072,I0016,INV000855,24,86,29,28,Healthy,2026-08-31
O0072,I0014,INV000856,17,72,119,19,Healthy,2026-08-31
O0073,I0016,INV000857,20,69,68,28,Healthy,2026-08-31
O0073,I0010,INV000858,18,45,11,24,Critical,2026-08-31
O0073,I0012,INV000859,21,65,93,29,Healthy,2026-08-31
O0073,I0015,INV000860,22,85,93,31,Healthy,2026-08-31
O0073,I0014,INV000861,20,80,113,20,Healthy,2026-08-31
O0073,I0013,INV000862,26,53,38,29,Healthy,2026-08-31
O0073,I0017,INV000863,8,88,63,8,Healthy,2026-08-31
O0073,I0011,INV000864,15,51,46,22,Healthy,2026-08-31
O0074,I0013,INV000865,9,37,18,11,Healthy,2026-08-31
O0074,I0014,INV000866,10,43,113,16,Healthy,2026-08-31
O0074,I0011,INV000867,28,69,10,32,Critical,2026-08-31
O0074,I0010,INV000868,19,77,94,20,Healthy,2026-08-31
O0074,I0012,INV000869,21,83,112,25,Healthy,2026-08-31
O0074,I0017,INV000870,22,76,9,29,Critical,2026-08-31
O0074,I0016,INV000871,30,100,60,39,Healthy,2026-08-31
O0074,I0015,INV000872,22,82,1,31,Critical,2026-08-31
O0075,I0011,INV000873,8,77,16,8,Healthy,2026-08-31
O0075,I0014,INV000874,24,65,37,25,Healthy,2026-08-31
O0075,I0016,INV000875,17,54,94,20,Healthy,2026-08-31
O0075,I0015,INV000876,18,51,90,18,Healthy,2026-08-31
O0075,I0013,INV000877,21,51,2,23,Critical,2026-08-31
O0075,I0017,INV000878,14,110,24,19,Healthy,2026-08-31
O0075,I0010,INV000879,8,53,93,10,Healthy,2026-08-31
O0075,I0012,INV000880,25,70,116,33,Healthy,2026-08-31
O0076,I0012,INV000881,19,86,74,20,Healthy,2026-08-31
O0076,I0010,INV000882,12,107,15,16,Low Stock,2026-08-31
O0076,I0011,INV000883,23,112,83,30,Healthy,2026-08-31
O0076,I0016,INV000884,12,90,86,12,Healthy,2026-08-31
O0076,I0015,INV000885,8,82,49,11,Healthy,2026-08-31
O0076,I0014,INV000886,29,109,85,37,Healthy,2026-08-31
O0076,I0013,INV000887,9,107,72,10,Healthy,2026-08-31
O0076,I0017,INV000888,20,60,34,27,Healthy,2026-08-31
O0077,I0013,INV000889,21,87,31,30,Healthy,2026-08-31
O0077,I0014,INV000890,23,81,89,30,Healthy,2026-08-31
O0077,I0011,INV000891,9,96,77,14,Healthy,2026-08-31
O0077,I0010,INV000892,19,80,21,28,Low Stock,2026-08-31
O0077,I0017,INV000893,28,104,33,32,Healthy,2026-08-31
O0077,I0016,INV000894,23,56,52,30,Healthy,2026-08-31
O0077,I0015,INV000895,22,63,85,27,Healthy,2026-08-31
O0077,I0012,INV000896,15,53,70,17,Healthy,2026-08-31
O0078,I0012,INV000897,12,107,34,20,Healthy,2026-08-31
O0078,I0017,INV000898,16,51,8,19,Critical,2026-08-31
O0078,I0015,INV000899,14,91,75,14,Healthy,2026-08-31
O0078,I0014,INV000900,24,79,90,24,Healthy,2026-08-31
O0078,I0010,INV000901,13,42,27,19,Healthy,2026-08-31
O0078,I0013,INV000902,10,98,57,13,Healthy,2026-08-31
O0078,I0011,INV000903,18,98,46,24,Healthy,2026-08-31
O0078,I0016,INV000904,25,98,29,33,Low Stock,2026-08-31
O0079,I0013,INV000905,15,61,14,15,Low Stock,2026-08-31
O0079,I0015,INV000906,19,89,48,22,Healthy,2026-08-31
O0079,I0016,INV000907,30,111,82,37,Healthy,2026-08-31
O0079,I0011,INV000908,24,84,42,28,Healthy,2026-08-31
O0079,I0014,INV000909,29,63,85,29,Healthy,2026-08-31
O0079,I0012,INV000910,9,100,55,10,Healthy,2026-08-31
O0079,I0017,INV000911,18,86,58,23,Healthy,2026-08-31
O0079,I0010,INV000912,15,77,23,18,Healthy,2026-08-31
O0080,I0012,INV000913,23,105,4,31,Critical,2026-08-31
O0080,I0013,INV000914,14,102,70,17,Healthy,2026-08-31
O0080,I0016,INV000915,8,66,116,16,Healthy,2026-08-31
O0080,I0015,INV000916,25,112,97,32,Healthy,2026-08-31
O0080,I0017,INV000917,14,102,76,14,Healthy,2026-08-31
O0080,I0014,INV000918,26,52,54,32,Healthy,2026-08-31
O0080,I0011,INV000919,27,104,65,31,Healthy,2026-08-31
O0080,I0010,INV000920,21,76,117,23,Healthy,2026-08-31
O0081,I0033,INV000921,27,87,26,28,Low Stock,2026-08-31
O0081,I0037,INV000922,21,55,30,26,Healthy,2026-08-31
O0081,I0034,INV000923,30,69,110,39,Healthy,2026-08-31
O0081,I0035,INV000924,9,52,114,10,Healthy,2026-08-31
O0081,I0032,INV000925,28,118,73,31,Healthy,2026-08-31
O0081,I0036,INV000926,8,49,69,13,Healthy,2026-08-31
O0082,I0037,INV000927,11,101,55,11,Healthy,2026-08-31
O0082,I0034,INV000928,8,45,28,13,Healthy,2026-08-31
O0082,I0032,INV000929,24,70,81,31,Healthy,2026-08-31
O0082,I0033,INV000930,27,101,36,28,Healthy,2026-08-31
O0082,I0036,INV000931,10,38,107,11,Healthy,2026-08-31
O0082,I0035,INV000932,18,84,14,22,Low Stock,2026-08-31
O0083,I0033,INV000933,9,95,78,15,Healthy,2026-08-31
O0083,I0036,INV000934,18,47,106,21,Healthy,2026-08-31
O0083,I0037,INV000935,10,87,0,16,Out of Stock,2026-08-31
O0083,I0032,INV000936,12,63,7,15,Critical,2026-08-31
O0083,I0034,INV000937,18,45,96,25,Healthy,2026-08-31
O0083,I0035,INV000938,15,44,24,19,Healthy,2026-08-31
O0084,I0032,INV000939,24,93,3,28,Critical,2026-08-31
O0084,I0033,INV000940,28,114,22,33,Low Stock,2026-08-31
O0084,I0037,INV000941,11,45,32,19,Healthy,2026-08-31
O0084,I0034,INV000942,22,94,109,22,Healthy,2026-08-31
O0084,I0035,INV000943,21,93,32,29,Healthy,2026-08-31
O0084,I0036,INV000944,14,89,48,22,Healthy,2026-08-31
O0085,I0033,INV000945,11,83,76,20,Healthy,2026-08-31
O0085,I0037,INV000946,26,117,51,33,Healthy,2026-08-31
O0085,I0035,INV000947,30,107,98,34,Healthy,2026-08-31
O0085,I0036,INV000948,20,61,29,20,Healthy,2026-08-31
O0085,I0032,INV000949,19,110,38,23,Healthy,2026-08-31
O0085,I0034,INV000950,27,53,15,29,Low Stock,2026-08-31
O0086,I0037,INV000951,14,99,67,17,Healthy,2026-08-31
O0086,I0036,INV000952,14,85,116,17,Healthy,2026-08-31
O0086,I0034,INV000953,24,80,12,31,Critical,2026-08-31
O0086,I0035,INV000954,26,125,89,26,Healthy,2026-08-31
O0086,I0032,INV000955,30,127,93,36,Healthy,2026-08-31
O0086,I0033,INV000956,27,85,78,30,Healthy,2026-08-31
O0087,I0034,INV000957,13,80,33,18,Healthy,2026-08-31
O0087,I0033,INV000958,9,87,73,12,Healthy,2026-08-31
O0087,I0037,INV000959,14,86,10,17,Low Stock,2026-08-31
O0087,I0032,INV000960,13,50,85,22,Healthy,2026-08-31
O0087,I0036,INV000961,30,100,109,36,Healthy,2026-08-31
O0087,I0035,INV000962,23,118,60,24,Healthy,2026-08-31
O0088,I0032,INV000963,8,74,48,13,Healthy,2026-08-31
O0088,I0034,INV000964,18,48,1,18,Critical,2026-08-31
O0088,I0035,INV000965,18,108,20,23,Low Stock,2026-08-31
O0088,I0037,INV000966,12,64,116,21,Healthy,2026-08-31
O0088,I0036,INV000967,27,109,57,36,Healthy,2026-08-31
O0088,I0033,INV000968,15,81,44,18,Healthy,2026-08-31
O0089,I0033,INV000969,15,60,9,23,Critical,2026-08-31
O0089,I0035,INV000970,12,40,111,19,Healthy,2026-08-31
O0089,I0034,INV000971,27,105,78,35,Healthy,2026-08-31
O0089,I0032,INV000972,11,92,67,20,Healthy,2026-08-31
O0089,I0036,INV000973,15,40,3,17,Critical,2026-08-31
O0089,I0037,INV000974,15,55,48,15,Healthy,2026-08-31
O0090,I0034,INV000975,8,54,93,10,Healthy,2026-08-31
O0090,I0033,INV000976,23,96,48,27,Healthy,2026-08-31
O0090,I0037,INV000977,30,86,95,39,Healthy,2026-08-31
O0090,I0032,INV000978,27,94,31,27,Healthy,2026-08-31
O0090,I0035,INV000979,25,109,88,31,Healthy,2026-08-31
O0090,I0036,INV000980,10,57,101,11,Healthy,2026-08-31
O0091,I0022,INV000981,29,78,67,30,Healthy,2026-08-31
O0091,I0020,INV000982,27,112,44,29,Healthy,2026-08-31
O0091,I0023,INV000983,24,52,90,28,Healthy,2026-08-31
O0091,I0021,INV000984,17,64,13,19,Low Stock,2026-08-31
O0091,I0018,INV000985,24,79,14,28,Critical,2026-08-31
O0091,I0019,INV000986,21,97,30,28,Healthy,2026-08-31
O0091,I0024,INV000987,14,51,40,16,Healthy,2026-08-31
O0091,I0025,INV000988,29,91,113,29,Healthy,2026-08-31
O0092,I0019,INV000989,12,100,27,15,Healthy,2026-08-31
O0092,I0023,INV000990,18,88,98,26,Healthy,2026-08-31
O0092,I0020,INV000991,10,97,11,16,Low Stock,2026-08-31
O0092,I0018,INV000992,10,93,74,15,Healthy,2026-08-31
O0092,I0022,INV000993,12,109,65,20,Healthy,2026-08-31
O0092,I0025,INV000994,16,53,37,16,Healthy,2026-08-31
O0092,I0024,INV000995,15,103,4,15,Critical,2026-08-31
O0092,I0021,INV000996,27,72,105,28,Healthy,2026-08-31
O0093,I0022,INV000997,26,113,65,33,Healthy,2026-08-31
O0093,I0018,INV000998,17,45,39,21,Healthy,2026-08-31
O0093,I0019,INV000999,30,92,59,35,Healthy,2026-08-31
O0093,I0021,INV001000,11,66,114,19,Healthy,2026-08-31
O0093,I0020,INV001001,29,126,44,30,Healthy,2026-08-31
O0093,I0024,INV001002,14,101,51,18,Healthy,2026-08-31
O0093,I0023,INV001003,11,60,54,19,Healthy,2026-08-31
O0093,I0025,INV001004,21,98,0,26,Out of Stock,2026-08-31
O0094,I0021,INV001005,20,51,113,26,Healthy,2026-08-31
O0094,I0019,INV001006,18,65,26,26,Low Stock,2026-08-31
O0094,I0025,INV001007,26,105,46,34,Healthy,2026-08-31
O0094,I0024,INV001008,12,87,41,14,Healthy,2026-08-31
O0094,I0020,INV001009,13,41,49,17,Healthy,2026-08-31
O0094,I0022,INV001010,27,70,87,27,Healthy,2026-08-31
O0094,I0023,INV001011,26,98,4,32,Critical,2026-08-31
O0094,I0018,INV001012,14,111,103,17,Healthy,2026-08-31
O0095,I0022,INV001013,19,74,22,26,Low Stock,2026-08-31
O0095,I0018,INV001014,22,101,3,31,Critical,2026-08-31
O0095,I0024,INV001015,29,89,31,34,Low Stock,2026-08-31
O0095,I0023,INV001016,16,109,59,25,Healthy,2026-08-31
O0095,I0021,INV001017,13,103,19,22,Low Stock,2026-08-31
O0095,I0020,INV001018,17,48,20,24,Low Stock,2026-08-31
O0095,I0019,INV001019,10,57,82,17,Healthy,2026-08-31
O0095,I0025,INV001020,28,88,34,30,Healthy,2026-08-31
O0096,I0019,INV001021,30,110,61,39,Healthy,2026-08-31
O0096,I0021,INV001022,14,97,108,17,Healthy,2026-08-31
O0096,I0024,INV001023,24,71,5,31,Critical,2026-08-31
O0096,I0020,INV001024,27,91,70,29,Healthy,2026-08-31
O0096,I0022,INV001025,10,54,83,19,Healthy,2026-08-31
O0096,I0025,INV001026,28,106,23,28,Low Stock,2026-08-31
O0096,I0018,INV001027,20,56,104,23,Healthy,2026-08-31
O0096,I0023,INV001028,30,123,53,32,Healthy,2026-08-31
O0097,I0023,INV001029,20,105,25,20,Healthy,2026-08-31
O0097,I0022,INV001030,9,83,80,16,Healthy,2026-08-31
O0097,I0019,INV001031,24,60,101,30,Healthy,2026-08-31
O0097,I0020,INV001032,15,47,8,19,Critical,2026-08-31
O0097,I0024,INV001033,24,64,66,30,Healthy,2026-08-31
O0097,I0018,INV001034,13,67,11,13,Low Stock,2026-08-31
O0097,I0021,INV001035,14,96,91,17,Healthy,2026-08-31
O0097,I0025,INV001036,28,101,106,34,Healthy,2026-08-31
O0098,I0018,INV001037,20,57,67,24,Healthy,2026-08-31
O0098,I0024,INV001038,26,109,52,30,Healthy,2026-08-31
O0098,I0025,INV001039,23,101,79,24,Healthy,2026-08-31
O0098,I0022,INV001040,20,46,60,22,Healthy,2026-08-31
O0098,I0021,INV001041,18,81,106,20,Healthy,2026-08-31
O0098,I0019,INV001042,27,110,50,29,Healthy,2026-08-31
O0098,I0023,INV001043,27,84,56,30,Healthy,2026-08-31
O0098,I0020,INV001044,14,67,109,15,Healthy,2026-08-31
O0099,I0020,INV001045,26,68,61,27,Healthy,2026-08-31
O0099,I0024,INV001046,13,40,21,20,Healthy,2026-08-31
O0099,I0021,INV001047,19,91,24,20,Healthy,2026-08-31
O0099,I0025,INV001048,18,74,110,23,Healthy,2026-08-31
O0099,I0019,INV001049,27,79,119,33,Healthy,2026-08-31
O0099,I0022,INV001050,25,116,34,26,Healthy,2026-08-31
O0099,I0023,INV001051,26,54,17,27,Low Stock,2026-08-31
O0099,I0018,INV001052,13,80,54,13,Healthy,2026-08-31
O0100,I0019,INV001053,30,73,99,39,Healthy,2026-08-31
O0100,I0024,INV001054,23,98,115,25,Healthy,2026-08-31
O0100,I0022,INV001055,23,49,100,32,Healthy,2026-08-31
O0100,I0018,INV001056,27,77,94,36,Healthy,2026-08-31
O0100,I0025,INV001057,11,80,59,19,Healthy,2026-08-31
O0100,I0020,INV001058,12,42,43,19,Healthy,2026-08-31
O0100,I0021,INV001059,28,88,113,37,Healthy,2026-08-31
O0100,I0023,INV001060,13,78,61,15,Healthy,2026-08-31
O0101,I0042,INV001061,10,65,56,17,Healthy,2026-08-31
O0101,I0038,INV001062,30,112,80,33,Healthy,2026-08-31
O0101,I0043,INV001063,22,87,61,31,Healthy,2026-08-31
O0101,I0039,INV001064,23,53,88,26,Healthy,2026-08-31
O0101,I0040,INV001065,29,106,69,32,Healthy,2026-08-31
O0101,I0041,INV001066,13,83,119,15,Healthy,2026-08-31
O0102,I0038,INV001067,18,115,70,19,Healthy,2026-08-31
O0102,I0039,INV001068,9,39,41,16,Healthy,2026-08-31
O0102,I0040,INV001069,14,90,99,21,Healthy,2026-08-31
O0102,I0043,INV001070,30,107,52,39,Healthy,2026-08-31
O0102,I0041,INV001071,15,80,106,19,Healthy,2026-08-31
O0102,I0042,INV001072,24,84,31,29,Healthy,2026-08-31
O0103,I0043,INV001073,20,57,86,21,Healthy,2026-08-31
O0103,I0038,INV001074,14,79,89,17,Healthy,2026-08-31
O0103,I0039,INV001075,18,63,41,26,Healthy,2026-08-31
O0103,I0041,INV001076,28,65,0,37,Out of Stock,2026-08-31
O0103,I0042,INV001077,17,110,70,24,Healthy,2026-08-31
O0103,I0040,INV001078,26,97,6,28,Critical,2026-08-31
O0104,I0040,INV001079,29,57,38,34,Healthy,2026-08-31
O0104,I0042,INV001080,19,64,2,27,Critical,2026-08-31
O0104,I0043,INV001081,13,55,50,14,Healthy,2026-08-31
O0104,I0038,INV001082,12,103,48,18,Healthy,2026-08-31
O0104,I0039,INV001083,22,59,69,29,Healthy,2026-08-31
O0104,I0041,INV001084,15,79,6,22,Critical,2026-08-31
O0105,I0039,INV001085,14,55,38,21,Healthy,2026-08-31
O0105,I0038,INV001086,27,65,20,30,Low Stock,2026-08-31
O0105,I0042,INV001087,15,43,43,24,Healthy,2026-08-31
O0105,I0043,INV001088,15,109,65,15,Healthy,2026-08-31
O0105,I0041,INV001089,14,86,40,19,Healthy,2026-08-31
O0105,I0040,INV001090,26,67,87,29,Healthy,2026-08-31
O0106,I0042,INV001091,17,46,69,23,Healthy,2026-08-31
O0106,I0041,INV001092,20,95,73,20,Healthy,2026-08-31
O0106,I0043,INV001093,16,89,66,20,Healthy,2026-08-31
O0106,I0040,INV001094,29,92,103,36,Healthy,2026-08-31
O0106,I0039,INV001095,10,95,9,11,Low Stock,2026-08-31
O0106,I0038,INV001096,10,60,103,17,Healthy,2026-08-31
O0107,I0042,INV001097,29,113,111,31,Healthy,2026-08-31
O0107,I0040,INV001098,14,90,0,19,Out of Stock,2026-08-31
O0107,I0039,INV001099,27,86,52,31,Healthy,2026-08-31
O0107,I0038,INV001100,18,105,82,24,Healthy,2026-08-31
O0107,I0043,INV001101,17,70,42,20,Healthy,2026-08-31
O0107,I0041,INV001102,23,52,50,25,Healthy,2026-08-31
O0108,I0043,INV001103,12,84,37,13,Healthy,2026-08-31
O0108,I0042,INV001104,20,91,92,25,Healthy,2026-08-31
O0108,I0041,INV001105,24,80,77,24,Healthy,2026-08-31
O0108,I0038,INV001106,21,80,41,26,Healthy,2026-08-31
O0108,I0040,INV001107,20,70,118,25,Healthy,2026-08-31
O0108,I0039,INV001108,11,108,9,12,Low Stock,2026-08-31
O0109,I0038,INV001109,10,103,97,15,Healthy,2026-08-31
O0109,I0041,INV001110,18,81,9,23,Critical,2026-08-31
O0109,I0043,INV001111,23,85,57,25,Healthy,2026-08-31
O0109,I0040,INV001112,19,59,104,27,Healthy,2026-08-31
O0109,I0042,INV001113,12,104,5,15,Critical,2026-08-31
O0109,I0039,INV001114,23,71,75,25,Healthy,2026-08-31
O0110,I0043,INV001115,18,60,105,19,Healthy,2026-08-31
O0110,I0040,INV001116,23,66,9,25,Critical,2026-08-31
O0110,I0042,INV001117,28,124,29,28,Healthy,2026-08-31
O0110,I0039,INV001118,24,78,84,25,Healthy,2026-08-31
O0110,I0041,INV001119,13,70,41,13,Healthy,2026-08-31
O0110,I0038,INV001120,8,36,61,10,Healthy,2026-08-31
O0111,I0045,INV001121,17,47,113,21,Healthy,2026-08-31
O0111,I0047,INV001122,17,71,77,24,Healthy,2026-08-31
O0111,I0048,INV001123,19,68,63,21,Healthy,2026-08-31
O0111,I0046,INV001124,23,102,17,23,Low Stock,2026-08-31
O0111,I0044,INV001125,25,107,53,25,Healthy,2026-08-31
O0112,I0045,INV001126,9,36,112,10,Healthy,2026-08-31
O0112,I0047,INV001127,9,50,39,12,Healthy,2026-08-31
O0112,I0046,INV001128,12,59,101,17,Healthy,2026-08-31
O0112,I0048,INV001129,15,110,92,19,Healthy,2026-08-31
O0112,I0044,INV001130,23,91,110,26,Healthy,2026-08-31
O0113,I0044,INV001131,22,84,60,30,Healthy,2026-08-31
O0113,I0048,INV001132,13,99,40,22,Healthy,2026-08-31
O0113,I0047,INV001133,25,53,61,28,Healthy,2026-08-31
O0113,I0045,INV001134,28,107,32,36,Low Stock,2026-08-31
O0113,I0046,INV001135,13,49,75,15,Healthy,2026-08-31
O0114,I0046,INV001136,23,105,30,30,Low Stock,2026-08-31
O0114,I0045,INV001137,27,106,92,32,Healthy,2026-08-31
O0114,I0044,INV001138,19,49,37,21,Healthy,2026-08-31
O0114,I0047,INV001139,14,107,115,21,Healthy,2026-08-31
O0114,I0048,INV001140,27,92,9,27,Critical,2026-08-31
O0115,I0044,INV001141,29,59,23,36,Low Stock,2026-08-31
O0115,I0045,INV001142,19,65,31,26,Healthy,2026-08-31
O0115,I0048,INV001143,28,107,63,31,Healthy,2026-08-31
O0115,I0047,INV001144,14,79,64,16,Healthy,2026-08-31
O0115,I0046,INV001145,9,100,71,13,Healthy,2026-08-31
O0116,I0046,INV001146,16,78,41,18,Healthy,2026-08-31
O0116,I0048,INV001147,27,90,56,31,Healthy,2026-08-31
O0116,I0045,INV001148,22,121,26,22,Healthy,2026-08-31
O0116,I0044,INV001149,20,85,76,21,Healthy,2026-08-31
O0116,I0047,INV001150,22,108,86,26,Healthy,2026-08-31
O0117,I0048,INV001151,19,108,21,19,Healthy,2026-08-31
O0117,I0047,INV001152,10,90,40,15,Healthy,2026-08-31
O0117,I0045,INV001153,30,100,111,33,Healthy,2026-08-31
O0117,I0044,INV001154,21,59,86,29,Healthy,2026-08-31
O0117,I0046,INV001155,17,84,80,21,Healthy,2026-08-31
O0118,I0048,INV001156,16,102,72,16,Healthy,2026-08-31
O0118,I0044,INV001157,26,114,43,29,Healthy,2026-08-31
O0118,I0046,INV001158,17,52,76,26,Healthy,2026-08-31
O0118,I0047,INV001159,14,50,12,16,Low Stock,2026-08-31
O0118,I0045,INV001160,25,106,47,31,Healthy,2026-08-31
O0119,I0044,INV001161,13,53,12,20,Low Stock,2026-08-31
O0119,I0046,INV001162,15,114,79,21,Healthy,2026-08-31
O0119,I0045,INV001163,23,117,93,31,Healthy,2026-08-31
O0119,I0048,INV001164,14,79,75,22,Healthy,2026-08-31
O0119,I0047,INV001165,30,109,106,33,Healthy,2026-08-31
O0120,I0047,INV001166,29,59,17,29,Low Stock,2026-08-31
O0120,I0046,INV001167,15,98,84,15,Healthy,2026-08-31
O0120,I0048,INV001168,14,54,52,14,Healthy,2026-08-31
O0120,I0045,INV001169,15,102,7,19,Critical,2026-08-31
O0120,I0044,INV001170,25,75,53,27,Healthy,2026-08-31
O0121,I0050,INV001171,18,111,21,25,Low Stock,2026-08-31
O0121,I0051,INV001172,14,40,99,15,Healthy,2026-08-31
O0121,I0049,INV001173,13,66,81,14,Healthy,2026-08-31
O0121,I0052,INV001174,18,89,84,22,Healthy,2026-08-31
O0122,I0051,INV001175,15,77,27,24,Healthy,2026-08-31
O0122,I0050,INV001176,8,41,53,12,Healthy,2026-08-31
O0122,I0052,INV001177,21,120,14,23,Low Stock,2026-08-31
O0122,I0049,INV001178,23,49,25,28,Low Stock,2026-08-31
O0123,I0052,INV001179,28,96,38,32,Healthy,2026-08-31
O0123,I0050,INV001180,15,89,42,18,Healthy,2026-08-31
O0123,I0051,INV001181,15,90,69,18,Healthy,2026-08-31
O0123,I0049,INV001182,28,68,112,29,Healthy,2026-08-31
O0124,I0051,INV001183,26,92,28,29,Low Stock,2026-08-31
O0124,I0052,INV001184,25,84,37,29,Healthy,2026-08-31
O0124,I0049,INV001185,22,89,116,26,Healthy,2026-08-31
O0124,I0050,INV001186,16,85,14,25,Low Stock,2026-08-31
O0125,I0050,INV001187,21,60,3,29,Critical,2026-08-31
O0125,I0051,INV001188,27,106,49,30,Healthy,2026-08-31
O0125,I0052,INV001189,21,63,64,23,Healthy,2026-08-31
O0125,I0049,INV001190,30,59,81,32,Healthy,2026-08-31
O0126,I0050,INV001191,21,57,30,24,Healthy,2026-08-31
O0126,I0052,INV001192,21,71,84,22,Healthy,2026-08-31
O0126,I0049,INV001193,19,101,104,28,Healthy,2026-08-31
O0126,I0051,INV001194,26,101,114,35,Healthy,2026-08-31
O0127,I0052,INV001195,8,105,71,9,Healthy,2026-08-31
O0127,I0051,INV001196,29,80,99,36,Healthy,2026-08-31
O0127,I0049,INV001197,10,52,28,15,Healthy,2026-08-31
O0127,I0050,INV001198,30,68,20,39,Low Stock,2026-08-31
O0128,I0049,INV001199,13,107,4,15,Critical,2026-08-31
O0128,I0052,INV001200,19,68,54,26,Healthy,2026-08-31
O0128,I0051,INV001201,21,103,54,26,Healthy,2026-08-31
O0128,I0050,INV001202,12,103,12,17,Low Stock,2026-08-31
O0129,I0049,INV001203,9,106,87,17,Healthy,2026-08-31
O0129,I0051,INV001204,22,98,41,25,Healthy,2026-08-31
O0129,I0050,INV001205,19,80,80,28,Healthy,2026-08-31
O0129,I0052,INV001206,21,56,70,22,Healthy,2026-08-31
O0130,I0050,INV001207,9,64,13,12,Healthy,2026-08-31
O0130,I0049,INV001208,24,50,20,33,Low Stock,2026-08-31
O0130,I0051,INV001209,30,55,62,31,Healthy,2026-08-31
O0130,I0052,INV001210,15,107,58,24,Healthy,2026-08-31
O0131,I0054,INV001211,21,120,64,30,Healthy,2026-08-31
O0131,I0057,INV001212,28,90,92,32,Healthy,2026-08-31
O0131,I0056,INV001213,10,83,90,19,Healthy,2026-08-31
O0131,I0055,INV001214,13,38,58,22,Healthy,2026-08-31
O0131,I0053,INV001215,17,74,8,17,Critical,2026-08-31
O0132,I0053,INV001216,14,75,9,23,Critical,2026-08-31
O0132,I0054,INV001217,27,107,10,33,Critical,2026-08-31
O0132,I0056,INV001218,22,100,101,31,Healthy,2026-08-31
O0132,I0057,INV001219,8,48,37,13,Healthy,2026-08-31
O0132,I0055,INV001220,22,111,55,25,Healthy,2026-08-31
O0133,I0053,INV001221,14,85,81,20,Healthy,2026-08-31
O0133,I0054,INV001222,20,73,77,26,Healthy,2026-08-31
O0133,I0057,INV001223,17,106,36,22,Healthy,2026-08-31
O0133,I0055,INV001224,12,65,39,16,Healthy,2026-08-31
O0133,I0056,INV001225,9,96,58,9,Healthy,2026-08-31
O0134,I0057,INV001226,30,122,13,34,Critical,2026-08-31
O0134,I0053,INV001227,23,91,102,32,Healthy,2026-08-31
O0134,I0056,INV001228,10,47,74,14,Healthy,2026-08-31
O0134,I0055,INV001229,28,107,22,34,Low Stock,2026-08-31
O0134,I0054,INV001230,13,65,110,21,Healthy,2026-08-31
O0135,I0053,INV001231,20,55,35,28,Healthy,2026-08-31
O0135,I0054,INV001232,30,101,96,32,Healthy,2026-08-31
O0135,I0057,INV001233,28,105,67,36,Healthy,2026-08-31
O0135,I0056,INV001234,10,50,17,11,Healthy,2026-08-31
O0135,I0055,INV001235,30,80,83,35,Healthy,2026-08-31
O0136,I0053,INV001236,24,53,51,33,Healthy,2026-08-31
O0136,I0056,INV001237,22,72,72,24,Healthy,2026-08-31
O0136,I0055,INV001238,25,68,12,31,Critical,2026-08-31
O0136,I0054,INV001239,19,104,45,26,Healthy,2026-08-31
O0136,I0057,INV001240,22,74,114,25,Healthy,2026-08-31
O0137,I0053,INV001241,15,94,20,15,Healthy,2026-08-31
O0137,I0056,INV001242,14,43,45,14,Healthy,2026-08-31
O0137,I0054,INV001243,29,112,110,35,Healthy,2026-08-31
O0137,I0055,INV001244,15,112,20,18,Healthy,2026-08-31
O0137,I0057,INV001245,17,104,108,24,Healthy,2026-08-31
O0138,I0055,INV001246,17,43,72,24,Healthy,2026-08-31
O0138,I0056,INV001247,20,114,118,22,Healthy,2026-08-31
O0138,I0057,INV001248,20,53,12,28,Critical,2026-08-31
O0138,I0053,INV001249,16,52,64,23,Healthy,2026-08-31
O0138,I0054,INV001250,29,64,95,33,Healthy,2026-08-31
O0139,I0055,INV001251,10,46,66,19,Healthy,2026-08-31
O0139,I0054,INV001252,22,58,104,22,Healthy,2026-08-31
O0139,I0056,INV001253,10,75,104,12,Healthy,2026-08-31
O0139,I0057,INV001254,12,54,62,17,Healthy,2026-08-31
O0139,I0053,INV001255,26,86,99,33,Healthy,2026-08-31
O0140,I0054,INV001256,10,90,40,15,Healthy,2026-08-31
O0140,I0053,INV001257,29,94,49,38,Healthy,2026-08-31
O0140,I0055,INV001258,28,107,43,34,Healthy,2026-08-31
O0140,I0057,INV001259,30,60,46,36,Healthy,2026-08-31
O0140,I0056,INV001260,30,94,98,31,Healthy,2026-08-31
O0141,I0058,INV001261,25,124,10,28,Critical,2026-08-31
O0141,I0061,INV001262,8,38,70,17,Healthy,2026-08-31
O0141,I0065,INV001263,19,95,33,22,Healthy,2026-08-31
O0141,I0062,INV001264,13,80,97,13,Healthy,2026-08-31
O0141,I0059,INV001265,13,53,74,22,Healthy,2026-08-31
O0141,I0064,INV001266,14,60,58,20,Healthy,2026-08-31
O0141,I0060,INV001267,17,79,102,18,Healthy,2026-08-31
O0141,I0063,INV001268,11,37,84,15,Healthy,2026-08-31
O0142,I0062,INV001269,12,73,40,19,Healthy,2026-08-31
O0142,I0061,INV001270,27,70,99,28,Healthy,2026-08-31
O0142,I0064,INV001271,10,100,5,18,Critical,2026-08-31
O0142,I0058,INV001272,10,51,2,16,Critical,2026-08-31
