performance_id,outlet_id,period,revenue,previous_revenue,target_revenue,orders,customers,revenue_growth,target_achievement,aov,health_score,performance_status
P00273,O0273,2026-08,2685.0099999999998,3100.45,2936.34,11,11,-13.4,91.44,244.09,72,Good
P00274,O0274,2026-08,3795.73,5012.99,3762.7,14,14,-24.28,100.88,271.12,76,Good
P00275,O0275,2026-08,4648.87,5212.2300000000005,4641.16,19,19,-10.81,100.17,244.68,74,Good
P00276,O0276,2026-08,3252.81,3740.62,3493.41,13,13,-13.04,93.11,250.22,65,Average
P00277,O0277,2026-08,2628.13,5360.6,2620.14,15,15,-50.97,100.3,175.21,75,Good
P00278,O0278,2026-08,6005.53,3591.66,6481.43,23,23,67.21,92.66,261.11,81,Good
P00279,O0279,2026-08,4327.11,4230.86,4158.76,20,20,2.27,104.05,216.36,89,Excellent
P00280,O0280,2026-08,3993.54,6143.1,4071.1,14,14,-34.99,98.09,285.25,69,Average
P00281,O0281,2026-08,7085.63,5014.17,7251.24,21,21,41.31,97.72,337.41,94,Excellent
P00282,O0282,2026-08,5416.37,12550.05,5223.31,15,15,-56.84,103.7,361.09,74,Good
P00283,O0283,2026-08,6322.9400000000005,6571.96,6412.83,18,18,-3.79,98.6,351.27,83,Good
P00284,O0284,2026-08,5242.13,5006.63,5341.38,10,10,4.7,98.14,524.21,80,Good
P00285,O0285,2026-08,9242.76,6371.48,9768.48,20,20,45.06,94.62,462.14,83,Good
P00286,O0286,2026-08,5916.65,5351.92,5844.59,14,14,10.55,101.23,422.62,81,Good
P00287,O0287,2026-08,7962.62,5859.12,8564.29,17,17,35.9,92.97,468.39,91,Excellent
P00288,O0288,2026-08,8517.98,8523.26,8450.73,18,18,-0.06,100.8,473.22,74,Good
P00289,O0289,2026-08,3737.3999999999996,7738.28,3686.32,10,10,-51.7,101.39,373.74,76,Good
P00290,O0290,2026-08,7294.85,6889.64,7281.55,17,17,5.88,100.18,429.11,77,Good
P00291,O0291,2026-08,5338.14,7339.11,5856.3,10,10,-27.26,91.15,533.81,72,Good
P00292,O0292,2026-08,9626.9,9372.25,9579.47,21,21,2.72,100.5,458.42,86,Excellent
P00293,O0293,2026-08,6328.51,7876.33,6233.61,15,15,-19.65,101.52,421.9,82,Good
P00294,O0294,2026-08,3031.58,6435.15,2885.3,7,7,-52.89,105.07,433.08,71,Good
P00295,O0295,2026-08,5669.35,6747.66,6212.71,11,11,-15.98,91.25,515.4,72,Good
P00296,O0296,2026-08,5434.08,8066.29,5808.22,17,17,-32.63,93.56,319.65,60,Average
P00297,O0297,2026-08,5216.5199999999995,5609.64,5510.51,13,13,-7.01,94.66,401.27,73,Good
P00298,O0298,2026-08,5264.21,8671.08,5834.75,12,12,-39.29,90.22,438.68,63,Average
P00299,O0299,2026-08,7729.87,8118.25,7604.11,17,17,-4.78,101.65,454.7,80,Good
P00300,O0300,2026-08,7455.889999999999,10050.48,8019.06,17,17,-25.82,92.98,438.58,68,Average
P00301,O0301,2026-08,6043.11,10755.68,6685.94,14,14,-43.81,90.39,431.65,60,Average
P00302,O0302,2026-08,7273.11,7034.49,7353.95,17,17,3.39,98.9,427.83,77,Good
P00303,O0303,2026-08,5658.11,8070.27,5614.4,17,17,-29.89,100.78,332.83,78,Good
P00304,O0304,2026-08,10404.33,8046.87,10342.4,23,23,29.3,100.6,452.36,93,Excellent
P00305,O0305,2026-08,6290.79,5676.41,6264.25,19,19,10.82,100.42,331.09,79,Good
P00306,O0306,2026-08,3178.24,7115.679999999999,3122.88,10,10,-55.33,101.77,317.82,64,Average
P00307,O0307,2026-08,8679.45,10909.97,8982.38,21,21,-20.44,96.63,413.31,65,Average
P00308,O0308,2026-08,10970.449999999999,5188.15,10943.44,21,21,111.45,100.25,522.4,89,Excellent
P00309,O0309,2026-08,5943.21,5239.74,5702.69,16,16,13.43,104.22,371.45,87,Excellent
P00310,O0310,2026-08,5032.77,7323.0599999999995,5215.55,15,15,-31.28,96.5,335.52,71,Good
P00311,O0311,2026-08,6733.799999999999,6413.85,7412.17,10,10,4.99,90.85,673.38,76,Good
P00312,O0312,2026-08,4450.52,5322.88,4859.25,9,9,-16.39,91.59,494.5,72,Good
P00313,O0313,2026-08,7615.63,4780.71,7648.43,13,13,59.3,99.57,585.82,99,Excellent
P00314,O0314,2026-08,3426.75,5706.6,3764.77,8,8,-39.95,91.02,428.34,57,Poor
P00315,O0315,2026-08,5929.55,4057.92,6444.82,14,14,46.12,92.0,423.54,80,Good
P00316,O0316,2026-08,3745.68,4948.24,4082.5,6,6,-24.3,91.75,624.28,74,Good
P00317,O0317,2026-08,3505.51,6542.6900000000005,3425.13,7,7,-46.42,102.35,500.79,74,Good
P00318,O0318,2026-08,5074.5599999999995,5362.77,5022.47,10,10,-5.37,101.04,507.46,82,Good
P00319,O0319,2026-08,7105.200000000001,5862.77,7860.49,12,12,21.19,90.39,592.1,85,Excellent
P00320,O0320,2026-08,3361.4,5777.47,3459.6,7,7,-41.82,97.16,480.2,70,Good
P00321,O0321,2026-08,3472.4399999999996,4005.3,3462.3,9,9,-13.3,100.29,385.83,76,Good
P00322,O0322,2026-08,4058.12,1868.3700000000001,4307.93,13,13,117.2,94.2,312.16,90,Excellent
P00323,O0323,2026-08,2267.96,4518.1,2197.94,9,9,-49.8,103.19,252.0,62,Average
P00324,O0324,2026-08,4090.1,5958.98,4073.2,15,15,-31.36,100.41,272.67,78,Good
P00325,O0325,2026-08,5321.719999999999,4105.54,5896.28,14,14,29.62,90.26,380.12,84,Good
P00326,O0326,2026-08,3351.5,3092.2999999999997,3552.21,10,10,8.38,94.35,335.15,71,Good
P00327,O0327,2026-08,5304.32,3612.9700000000003,5689.2,15,15,46.81,93.23,353.62,95,Excellent
P00328,O0328,2026-08,1891.1399999999999,3597.14,1875.21,9,9,-47.43,100.85,210.13,72,Good
P00329,O0329,2026-08,2128.96,3065.25,2268.68,7,7,-30.55,93.84,304.14,75,Good
P00330,O0330,2026-08,4023.73,4674.42,4037.33,13,13,-13.92,99.66,309.52,72,Good
P00331,O0331,2026-08,4675.02,3548.83,4502.45,14,14,31.73,103.83,333.93,90,Excellent
P00332,O0332,2026-08,4133.52,4148.71,4380.18,14,14,-0.37,94.37,295.25,77,Good
P00333,O0333,2026-08,3518.3700000000003,3642.94,3522.74,13,13,-3.42,99.88,270.64,76,Good
P00334,O0334,2026-08,2858.88,4679.08,2808.98,10,10,-38.9,101.78,285.89,74,Good
P00335,O0335,2026-08,4341.66,3178.1400000000003,4654.59,15,15,36.61,93.28,289.44,83,Good
P00336,O0336,2026-08,3434.85,3111.16,3385.79,11,11,10.4,101.45,312.26,83,Good
P00337,O0337,2026-08,2658.02,3454.64,2526.1,8,8,-23.06,105.22,332.25,78,Good
P00338,O0338,2026-08,3327.05,4953.8,3644.59,10,10,-32.84,91.29,332.71,60,Average
P00339,O0339,2026-08,4998.89,3486.93,5147.57,14,14,43.36,97.11,357.06,91,Excellent
P00340,O0340,2026-08,3444.0099999999998,2886.2999999999997,3513.67,13,13,19.32,98.02,264.92,84,Good
P00341,O0341,2026-08,3841.59,5357.45,4105.18,6,6,-28.29,93.58,640.26,72,Good
P00342,O0342,2026-08,3308.99,3270.56,3595.91,7,7,1.18,92.02,472.71,73,Good
P00343,O0343,2026-08,6785.68,5141.03,6571.25,13,13,31.99,103.26,521.98,84,Good
P00344,O0344,2026-08,4682.2,1439.74,5072.94,11,11,225.21,92.3,425.65,92,Excellent
P00345,O0345,2026-08,7316.3099999999995,6224.299999999999,7450.33,14,14,17.54,98.2,522.59,84,Good
P00346,O0346,2026-08,8039.900000000001,4091.54,7856.02,13,13,96.5,102.34,618.45,94,Excellent
P00347,O0347,2026-08,5189.58,1679.99,5031.36,11,11,208.91,103.14,471.78,87,Excellent
P00348,O0348,2026-08,3538.17,6101.639999999999,3431.43,8,8,-42.01,103.11,442.27,71,Good
P00349,O0349,2026-08,4677.2300000000005,5323.639999999999,4994.82,10,10,-12.14,93.64,467.72,68,Average
P00350,O0350,2026-08,5636.37,6894.839999999999,5656.87,10,10,-18.25,99.64,563.64,68,Average
P00351,O0351,2026-08,3095.03,4862.78,3076.16,12,12,-36.35,100.61,257.92,75,Good
P00352,O0352,2026-08,3663.19,3121.09,3490.76,10,10,17.37,104.94,366.32,93,Excellent
P00353,O0353,2026-08,1497.46,3880.17,1438.96,7,7,-61.41,104.07,213.92,64,Average
P00354,O0354,2026-08,2300.37,3281.3399999999997,2572.88,5,5,-29.9,89.41,460.07,66,Average
P00355,O0355,2026-08,4437.37,4044.17,4936.43,10,10,9.72,89.89,443.74,74,Good
P00356,O0356,2026-08,4862.45,1506.99,5428.47,11,11,222.66,89.57,442.04,94,Excellent
P00357,O0357,2026-08,2946.47,4721.66,3106.72,7,7,-37.6,94.84,420.92,68,Average
P00358,O0358,2026-08,3243.18,4816.66,3381.76,9,9,-32.67,95.9,360.35,63,Average
P00359,O0359,2026-08,2954.86,2625.31,3150.8,6,6,12.55,93.78,492.48,74,Good
P00360,O0360,2026-08,1680.17,3005.38,1699.35,6,6,-44.09,98.87,280.03,70,Good
P00361,O0361,2026-08,3839.1000000000004,11397.38,3716.74,5,5,-66.32,103.29,767.82,64,Average
P00362,O0362,2026-08,4013.6,5451.6,4260.24,8,8,-26.38,94.21,501.7,68,Average
P00363,O0363,2026-08,3305.45,4714.67,3158.93,7,7,-29.89,104.64,472.21,71,Good
P00364,O0364,2026-08,7147.599999999999,10270.07,6802.71,11,11,-30.4,105.07,649.78,70,Good
P00365,O0365,2026-08,5295.09,6146.339999999999,5656.53,10,10,-13.85,93.61,529.51,76,Good
P00366,O0366,2026-08,9175.7,12089.72,10214.31,10,10,-24.1,89.83,917.57,61,Average
P00367,O0367,2026-08,7250.58,3999.9500000000003,7068.33,9,9,81.27,102.58,805.62,91,Excellent
P00368,O0368,2026-08,5744.5599999999995,9675.46,6430.14,6,6,-40.63,89.34,957.43,56,Poor
P00369,O0369,2026-08,9448.24,6805.6,9193.86,18,18,38.83,102.77,524.9,98,Excellent
P00370,O0370,2026-08,6623.599999999999,9756.74,6822.64,9,9,-32.11,97.08,735.96,77,Good
P00371,O0371,2026-08,1710.69,3526.67,1766.68,5,5,-51.49,96.83,342.14,68,Average
P00372,O0372,2026-08,1253.95,2241.73,1222.5,7,7,-44.06,102.57,179.14,77,Good
P00373,O0373,2026-08,1759.4,1019.79,1737.76,7,7,72.53,101.25,251.34,100,Excellent
P00374,O0374,2026-08,2688.1600000000003,1723.1,2721.91,8,8,56.01,98.76,336.02,85,Excellent
P00375,O0375,2026-08,2679.37,1115.1299999999999,2801.79,9,9,140.27,95.63,297.71,86,Excellent
P00376,O0376,2026-08,3678.17,2483.17,3921.0,11,11,48.12,93.81,334.38,93,Excellent
P00377,O0377,2026-08,4030.84,3892.7000000000003,4239.07,16,16,3.55,95.09,251.93,82,Good
P00378,O0378,2026-08,2580.9900000000002,2077.3500000000004,2603.19,9,9,24.24,99.15,286.78,89,Excellent
P00379,O0379,2026-08,908.42,1787.48,924.08,7,7,-49.18,98.31,129.77,71,Good
P00380,O0380,2026-08,2665.8,2373.56,2668.62,9,9,12.31,99.89,296.2,86,Excellent
P00381,O0381,2026-08,1728.53,2856.73,1901.28,6,6,-39.49,90.91,288.09,65,Average
P00382,O0382,2026-08,4403.25,8404.98,4422.71,13,13,-47.61,99.56,338.71,64,Average
P00383,O0383,2026-08,6643.7,2349.35,6908.02,10,10,182.79,96.17,664.37,90,Excellent
P00384,O0384,2026-08,1966.9300000000003,3223.89,2092.67,5,5,-38.99,93.99,393.39,60,Average
P00385,O0385,2026-08,4819.5599999999995,2862.91,4617.02,13,13,68.34,104.39,370.74,96,Excellent
P00386,O0386,2026-08,3243.67,6649.41,3410.05,4,4,-51.22,95.12,810.92,65,Average
P00387,O0387,2026-08,4390.99,7069.37,4228.38,8,8,-37.89,103.85,548.87,74,Good
P00388,O0388,2026-08,6584.21,4326.4,6284.09,14,14,52.19,104.78,470.3,95,Excellent
P00389,O0389,2026-08,5493.74,2659.05,5633.94,10,10,106.61,97.51,549.37,95,Excellent
P00390,O0390,2026-08,6130.46,3404.7,6256.68,13,13,80.06,97.98,471.57,93,Excellent
P00391,O0391,2026-08,7795.61,5020.05,8720.82,12,12,55.29,89.39,649.63,82,Good
P00392,O0392,2026-08,5438.219999999999,5801.150000000001,5206.53,9,9,-6.26,104.45,604.25,81,Good
P00393,O0393,2026-08,5861.8099999999995,3989.91,6354.71,9,9,46.92,92.24,651.31,90,Excellent
P00394,O0394,2026-08,5367.11,6386.88,5542.13,7,7,-15.97,96.84,766.73,81,Good
P00395,O0395,2026-08,10123.29,8676.24,10452.67,11,11,16.68,96.85,920.3,79,Good
P00396,O0396,2026-08,5783.889999999999,4133.53,6022.24,7,7,39.93,96.04,826.27,86,Excellent
P00397,O0397,2026-08,3981.45,7667.13,4328.76,7,7,-48.07,91.98,568.78,56,Poor
P00398,O0398,2026-08,2401.31,5395.23,2372.55,6,6,-55.49,101.21,400.22,66,Average
P00399,O0399,2026-08,5943.639999999999,5993.83,6427.57,11,11,-0.84,92.47,540.33,73,Good
P00400,O0400,2026-08,7223.18,1189.1200000000001,7013.87,11,11,507.44,102.98,656.65,94,Excellent
P00401,O0401,2026-08,5045.78,3505.66,5188.1,16,16,43.93,97.26,315.36,86,Excellent
P00402,O0402,2026-08,1844.97,2905.9,1994.04,12,12,-36.51,92.52,153.75,59,Poor
P00403,O0403,2026-08,2780.84,2470.52,2646.69,12,12,12.56,105.07,231.74,88,Excellent
P00404,O0404,2026-08,3178.12,1461.94,3262.81,16,16,117.39,97.4,198.63,93,Excellent
P00405,O0405,2026-08,2652.6400000000003,3416.66,2891.01,15,15,-22.36,91.75,176.84,67,Average
P00406,O0406,2026-08,2212.4,2235.96,2122.91,9,9,-1.05,104.22,245.82,89,Excellent
P00407,O0407,2026-08,2350.5,3111.66,2542.57,9,9,-24.46,92.45,261.17,65,Average
P00408,O0408,2026-08,1915.3,1263.58,1992.8,12,12,51.58,96.11,159.61,83,Good
P00409,O0409,2026-08,1823.41,2639.3599999999997,1811.62,9,9,-30.91,100.65,202.6,71,Good
P00410,O0410,2026-08,2129.7,2972.66,2125.78,10,10,-28.36,100.18,212.97,81,Good
P00411,O0411,2026-08,8390.720000000001,9790.52,8859.3,21,21,-14.3,94.71,399.56,68,Average
P00412,O0412,2026-08,11991.11,11308.33,11662.99,24,24,6.04,102.81,499.63,82,Good
P00413,O0413,2026-08,10514.52,9489.82,11512.06,20,20,10.8,91.33,525.73,78,Good
P00414,O0414,2026-08,6528.81,8273.86,6562.15,16,16,-21.09,99.49,408.05,67,Average
P00415,O0415,2026-08,5758.0599999999995,7181.59,5511.79,17,17,-19.82,104.47,338.71,71,Good
P00416,O0416,2026-08,10577.81,9470.289999999999,10832.52,26,26,11.69,97.65,406.84,81,Good
P00417,O0417,2026-08,8362.72,8968.15,8188.66,16,16,-6.75,102.13,522.67,79,Good
P00418,O0418,2026-08,10420.15,8546.619999999999,10192.38,21,21,21.92,102.23,496.2,92,Excellent
P00419,O0419,2026-08,11571.01,6189.29,11869.53,20,20,86.95,97.48,578.55,93,Excellent
P00420,O0420,2026-08,14723.2,11215.39,14877.54,23,23,31.28,98.96,640.14,92,Excellent
P00421,O0421,2026-08,7203.99,6960.9400000000005,7739.21,12,12,3.49,93.08,600.33,78,Good
P00422,O0422,2026-08,5366.54,6647.0,5218.08,10,10,-19.26,102.85,536.65,81,Good
P00423,O0423,2026-08,13193.41,3002.9,12929.45,24,24,339.36,102.04,549.73,90,Excellent
P00424,O0424,2026-08,6982.950000000001,3747.25,7713.03,12,12,86.35,90.53,581.91,90,Excellent
P00425,O0425,2026-08,7555.25,9352.73,8104.88,12,12,-19.22,93.22,629.6,79,Good
P00426,O0426,2026-08,10417.77,10958.43,10478.09,18,18,-4.93,99.42,578.76,81,Good
P00427,O0427,2026-08,9263.8,9717.98,9877.4,16,16,-4.67,93.79,578.99,76,Good
P00428,O0428,2026-08,10481.369999999999,9343.21,10797.95,14,14,12.18,97.07,748.67,86,Excellent
P00429,O0429,2026-08,12622.19,5501.79,14037.56,16,16,129.42,89.92,788.89,90,Excellent
P00430,O0430,2026-08,10181.1,7778.08,11207.83,18,18,30.89,90.84,565.62,87,Excellent
P00431,O0431,2026-08,8176.43,6812.84,9151.49,13,13,20.02,89.35,628.96,79,Good
P00432,O0432,2026-08,6554.92,6514.59,6254.61,12,12,0.62,104.8,546.24,89,Excellent
P00433,O0433,2026-08,3205.9,7886.150000000001,3467.47,9,9,-59.35,92.46,356.21,62,Average
P00434,O0434,2026-08,7518.110000000001,3002.9,8326.09,12,12,150.36,90.3,626.51,81,Good
P00435,O0435,2026-08,7107.29,2662.15,6990.74,9,9,166.98,101.67,789.7,88,Excellent
P00436,O0436,2026-08,3980.01,6303.07,4036.13,8,8,-36.86,98.61,497.5,76,Good
P00437,O0437,2026-08,5445.97,5690.12,5485.48,12,12,-4.29,99.28,453.83,83,Good
P00438,O0438,2026-08,5184.63,7056.8,5591.81,10,10,-26.53,92.72,518.46,73,Good
P00439,O0439,2026-08,5748.11,6867.85,5685.21,12,12,-16.3,101.11,479.01,78,Good
P00440,O0440,2026-08,3986.71,5688.07,4208.01,8,8,-29.91,94.74,498.34,68,Average
P00441,O0441,2026-08,1496.1399999999999,3423.76,1672.04,7,7,-56.3,89.48,213.73,62,Average
P00442,O0442,2026-08,3622.63,5444.96,3760.42,15,15,-33.47,96.34,241.51,68,Average
P00443,O0443,2026-08,3773.14,3679.0,3863.16,12,12,2.56,97.67,314.43,75,Good
P00444,O0444,2026-08,2661.57,3793.44,2910.82,9,9,-29.84,91.44,295.73,65,Average
P00445,O0445,2026-08,4892.91,2605.73,5453.16,13,13,87.78,89.73,376.38,87,Excellent
P00446,O0446,2026-08,4132.860000000001,1787.71,4436.85,16,16,131.18,93.15,258.3,95,Excellent
P00447,O0447,2026-08,3059.7400000000002,4527.97,2922.42,12,12,-32.43,104.7,254.98,72,Good
P00448,O0448,2026-08,3539.49,3670.41,3670.48,15,15,-3.57,96.43,235.97,84,Good
P00449,O0449,2026-08,6259.93,2802.66,6299.82,19,19,123.36,99.37,329.47,89,Excellent
P00450,O0450,2026-08,2555.75,1925.3600000000001,2786.37,11,11,32.74,91.72,232.34,76,Good
P00451,O0451,2026-08,2798.1,7296.59,2816.53,5,5,-61.65,99.35,559.62,72,Good
P00452,O0452,2026-08,2961.63,11786.89,2972.65,6,6,-74.87,99.63,493.6,73,Good
P00453,O0453,2026-08,7723.07,4029.12,7828.81,14,14,91.68,98.65,551.65,86,Excellent
P00454,O0454,2026-08,6885.84,5512.42,6562.82,12,12,24.92,104.92,573.82,93,Excellent
P00455,O0455,2026-08,7870.07,8330.69,8063.23,12,12,-5.53,97.6,655.84,79,Good
P00456,O0456,2026-08,6705.12,2705.9,6944.14,12,12,147.8,96.56,558.76,89,Excellent
P00457,O0457,2026-08,5892.82,8711.84,6248.39,7,7,-32.36,94.31,841.83,67,Average
P00458,O0458,2026-08,10084.66,4361.32,10723.46,14,14,131.23,94.04,720.33,83,Good
P00459,O0459,2026-08,2464.85,4159.13,2695.64,5,5,-40.74,91.44,492.97,65,Average
P00460,O0460,2026-08,5486.07,9449.28,5710.23,8,8,-41.94,96.07,685.76,75,Good
P00461,O0461,2026-08,7493.16,7472.88,7913.06,19,19,0.27,94.69,394.38,69,Average
P00462,O0462,2026-08,11763.539999999999,5250.57,11422.57,23,23,124.04,102.99,511.46,100,Excellent
P00463,O0463,2026-08,9501.8,9494.06,10636.25,19,19,0.08,89.33,500.09,73,Good
P00464,O0464,2026-08,9383.59,8855.45,10125.85,16,16,5.96,92.67,586.47,78,Good
P00465,O0465,2026-08,11529.29,11888.050000000001,11633.87,20,20,-3.02,99.1,576.46,86,Excellent
P00466,O0466,2026-08,6094.97,11163.55,6162.67,17,17,-45.4,98.9,358.53,74,Good
P00467,O0467,2026-08,9278.3,8222.44,9949.14,13,13,12.84,93.26,713.72,73,Good
P00468,O0468,2026-08,6874.95,14955.460000000001,6922.98,17,17,-54.03,99.31,404.41,64,Average
P00469,O0469,2026-08,8781.32,10314.47,8791.51,23,23,-14.86,99.88,381.8,69,Average
P00470,O0470,2026-08,10163.27,11018.710000000001,10557.39,22,22,-7.76,96.27,461.97,68,Average
P00471,O0471,2026-08,4889.14,2103.1,5049.58,13,13,132.47,96.82,376.09,98,Excellent
P00472,O0472,2026-08,5763.92,5831.0599999999995,6257.14,13,13,-1.15,92.12,443.38,82,Good
P00473,O0473,2026-08,2145.69,6924.070000000001,2262.77,6,6,-69.01,94.83,357.62,61,Average
P00474,O0474,2026-08,4849.48,6161.38,5265.58,13,13,-21.29,92.1,373.04,73,Good
P00475,O0475,2026-08,3942.0299999999997,1551.3200000000002,3827.83,11,11,154.11,102.98,358.37,96,Excellent
P00476,O0476,2026-08,3908.16,9809.64,3765.05,9,9,-60.16,103.8,434.24,63,Average
P00477,O0477,2026-08,4128.48,5774.88,4142.34,12,12,-28.51,99.67,344.04,68,Average
P00478,O0478,2026-08,3978.21,6060.12,3942.27,10,10,-34.35,100.91,397.82,65,Average
P00479,O0479,2026-08,3033.52,2234.26,3261.46,7,7,35.77,93.01,433.36,86,Excellent
P00480,O0480,2026-08,6624.25,3212.19,6834.94,14,14,106.22,96.92,473.16,96,Excellent
P00481,O0481,2026-08,9356.49,7429.11,9047.52,21,21,25.94,103.41,445.55,92,Excellent
P00482,O0482,2026-08,11507.17,9156.84,11530.26,17,17,25.67,99.8,676.89,80,Good
P00483,O0483,2026-08,8463.68,7611.18,8885.78,13,13,11.2,95.25,651.05,79,Good
P00484,O0484,2026-08,5002.84,7805.8,5215.88,14,14,-35.91,95.92,357.35,72,Good
P00485,O0485,2026-08,4892.99,8529.75,5022.0,13,13,-42.64,97.43,376.38,75,Good
P00486,O0486,2026-08,8771.13,7844.36,8864.18,20,20,11.81,98.95,438.56,86,Excellent
P00487,O0487,2026-08,5687.96,8466.25,5809.07,14,14,-32.82,97.92,406.28,78,Good
P00488,O0488,2026-08,6956.97,4864.43,7068.31,15,15,43.02,98.42,463.8,86,Excellent
P00489,O0489,2026-08,8454.67,8676.0,8481.82,20,20,-2.55,99.68,422.73,83,Good
P00490,O0490,2026-08,9696.46,8077.16,9396.98,21,21,20.05,103.19,461.74,90,Excellent
P00491,O0491,2026-08,2258.44,2075.42,2483.83,14,14,8.82,90.93,161.32,72,Good
P00492,O0492,2026-08,2161.7599999999998,3341.0,2360.07,8,8,-35.3,91.6,270.22,61,Average
P00493,O0493,2026-08,3986.1200000000003,2924.08,4336.23,22,22,36.32,91.93,181.19,82,Good
P00494,O0494,2026-08,2097.94,2311.88,2260.78,11,11,-9.25,92.8,190.72,69,Average
P00495,O0495,2026-08,2803.58,1264.37,2915.1,12,12,121.74,96.17,233.63,85,Excellent
P00496,O0496,2026-08,3126.4700000000003,2105.69,3141.28,16,16,48.48,99.53,195.4,88,Excellent
P00497,O0497,2026-08,2527.7,1503.9,2444.55,14,14,68.08,103.4,180.55,88,Excellent
P00498,O0498,2026-08,2511.42,1160.8000000000002,2526.21,11,11,116.35,99.41,228.31,96,Excellent
P00499,O0499,2026-08,1551.72,3704.62,1492.61,7,7,-58.11,103.96,221.67,68,Average
P00500,O0500,2026-08,2553.73,2795.85,2644.91,13,13,-8.66,96.55,196.44,69,Average
