campaign_id,franchise_id,campaign_name,campaign_type,start_date,end_date,budget,impressions,clicks,conversions,revenue_generated,roi_pct
CMP00236,F002,Family Meal Combo,Festival,2025-11-22,2025-12-07,49436,95154,12372,502,221646.86,348.35
CMP00237,F027,Family Meal Combo,Loyalty,2026-06-13,2026-06-21,29852,65356,10147,1517,57910.39,93.99
CMP00238,F024,Festive Dinner Promotion,Loyalty,2026-08-26,2026-09-11,65607,14451,2755,777,122292.47,86.4
CMP00239,F024,Student Meal Offer,Social Media,2025-09-27,2025-10-04,19460,139606,25354,192,88083.35,352.64
CMP00240,F027,Delivery Special,Festival,2025-10-10,2025-10-26,69101,113386,13278,463,149521.8,116.38
CMP00241,F036,Loyalty Customer Offer,Search,2026-08-27,2026-09-09,30425,11623,763,58,130763.66,329.79
CMP00242,F004,Family Meal Combo,Loyalty,2026-01-25,2026-02-02,70308,27098,3690,1757,249815.15,255.32
CMP00243,F023,New Menu Launch,Loyalty,2026-02-19,2026-02-24,67228,40024,3114,1908,277377.04,312.59
CMP00244,F013,Loyalty Customer Offer,Local Promotion,2025-10-27,2025-11-12,48406,92648,7837,1738,42979.57,-11.21
CMP00245,F040,Family Feast Weekend,Social Media,2025-09-01,2025-09-13,19798,18686,2427,880,27729.61,40.06
CMP00246,F047,Loyalty Customer Offer,Loyalty,2025-10-17,2025-10-29,27055,71381,10918,461,99844.76,269.04
CMP00247,F012,Family Meal Combo,Local Promotion,2026-07-10,2026-07-13,62777,54523,2743,263,135388.97,115.67
CMP00248,F001,Weekend Pizza Deal,Loyalty,2025-11-05,2025-11-08,47851,135808,3898,369,146124.46,205.37
CMP00249,F038,Festive Dinner Promotion,Social Media,2025-10-10,2025-10-22,71409,89020,2810,1467,248856.18,248.49
CMP00250,F011,Weekend Biryani Offer,Local Promotion,2025-09-21,2025-10-05,16703,125645,12702,685,68621.77,310.83
CMP00251,F014,Student Meal Offer,Loyalty,2026-03-21,2026-03-30,51476,5200,534,301,70117.75,36.21
CMP00252,F012,Family Feast Weekend,Loyalty,2026-06-03,2026-06-18,66504,86156,7220,1372,170084.38,155.75
CMP00253,F039,New Menu Launch,Festival,2026-04-13,2026-04-26,31667,143560,8381,1256,132921.69,319.75
CMP00254,F016,Delivery Special,Search,2026-03-12,2026-03-29,55527,28841,398,237,114106.08,105.5
CMP00255,F006,Chef Special Promotion,Loyalty,2025-09-15,2025-09-23,22311,43856,4165,569,99560.99,346.24
CMP00256,F025,Family Feast Weekend,Loyalty,2025-12-12,2025-12-18,31895,137275,8199,1128,44674.82,40.07
CMP00257,F026,Loyalty Customer Offer,Loyalty,2025-09-13,2025-09-26,66451,19054,1251,937,132059.1,98.73
CMP00258,F034,Festive Dinner Promotion,Festival,2025-10-12,2025-11-02,18221,102559,19135,1599,60371.25,231.33
CMP00259,F044,Weekend Biryani Offer,Social Media,2026-05-23,2026-05-28,42962,5335,301,186,146300.32,240.53
CMP00260,F011,Monsoon Food Festival,Loyalty,2026-01-17,2026-02-03,71274,95639,3843,1518,227051.19,218.56
CMP00261,F005,New Menu Launch,Social Media,2025-12-16,2026-01-03,46024,92179,7335,1565,46763.62,1.61
CMP00262,F017,Weekend Biryani Offer,Local Promotion,2026-07-26,2026-08-13,60802,90433,16821,1871,243865.91,301.08
CMP00263,F016,Family Feast Weekend,Social Media,2026-03-11,2026-03-29,69499,45003,5614,106,303630.9,336.89
CMP00264,F012,Weekend Pizza Deal,Search,2026-06-05,2026-06-23,73071,25314,3369,1070,349507.87,378.31
CMP00265,F002,Lunch Combo Campaign,Festival,2025-12-21,2026-01-11,16173,115140,6834,1415,67689.12,318.53
CMP00266,F030,Weekend Pizza Deal,Social Media,2026-02-03,2026-02-11,18678,83960,3831,810,36317.92,94.44
CMP00267,F017,Family Meal Combo,Social Media,2026-08-26,2026-09-10,15067,65330,8788,1944,21504.89,42.73
CMP00268,F018,Lunch Combo Campaign,Local Promotion,2026-07-01,2026-07-18,31026,128811,7958,565,106818.6,244.29
CMP00269,F035,Loyalty Customer Offer,Local Promotion,2025-12-07,2025-12-21,65258,45795,3534,1071,202458.67,210.24
CMP00270,F036,Student Meal Offer,Festival,2026-05-10,2026-05-28,10638,15982,355,140,18320.95,72.22
CMP00271,F032,Family Meal Combo,Social Media,2026-01-03,2026-01-19,55475,32743,5382,1435,126469.26,127.98
CMP00272,F015,Lunch Combo Campaign,Social Media,2026-07-14,2026-07-19,15974,21691,1882,483,30499.29,90.93
CMP00273,F050,Delivery Special,Search,2026-01-07,2026-01-27,32363,114486,17219,1656,117368.34,262.66
CMP00274,F010,Student Meal Offer,Local Promotion,2025-12-12,2025-12-20,18295,21901,692,229,31288.74,71.02
CMP00275,F011,Lunch Combo Campaign,Local Promotion,2025-10-06,2025-10-19,48394,35052,2480,177,193176.02,299.17
CMP00276,F020,Student Meal Offer,Local Promotion,2026-08-02,2026-08-06,54765,95666,18841,1418,80400.32,46.81
CMP00277,F030,Chef Special Promotion,Social Media,2025-12-03,2025-12-10,35771,76981,5914,939,89581.9,150.43
CMP00278,F038,Weekend Pizza Deal,Search,2026-07-09,2026-07-27,63503,118057,8401,2000,94867.13,49.39
CMP00279,F018,Weekend Pizza Deal,Loyalty,2026-05-28,2026-06-10,48213,99500,3298,1059,155733.71,223.01
CMP00280,F039,Student Meal Offer,Loyalty,2025-09-04,2025-09-09,39439,143036,3881,1133,130752.17,231.53
CMP00281,F050,New Menu Launch,Festival,2026-08-20,2026-09-03,23924,35560,2499,127,87378.99,265.24
CMP00282,F045,Delivery Special,Festival,2025-10-12,2025-10-21,32531,57093,5153,57,46684.95,43.51
CMP00283,F044,Delivery Special,Search,2026-03-10,2026-03-29,16861,15861,732,362,76372.19,352.95
CMP00284,F033,Family Meal Combo,Loyalty,2026-07-19,2026-08-09,66078,133394,21882,1305,62185.25,-5.89
CMP00285,F049,New Menu Launch,Local Promotion,2025-11-06,2025-11-26,23859,14549,776,747,93715.98,292.79
CMP00286,F014,Family Feast Weekend,Festival,2026-05-30,2026-06-09,12475,105285,11422,330,25023.5,100.59
CMP00287,F015,Student Meal Offer,Festival,2026-01-27,2026-02-12,28117,50127,4506,1408,117653.72,318.44
CMP00288,F001,Lunch Combo Campaign,Social Media,2026-07-21,2026-08-05,72345,80046,13422,1624,120565.33,66.65
CMP00289,F027,Weekend Pizza Deal,Social Media,2026-03-29,2026-04-12,43677,73490,5178,1386,120527.26,175.95
CMP00290,F012,Festive Dinner Promotion,Search,2025-12-16,2026-01-05,28915,55577,1245,122,104935.23,262.91
CMP00291,F012,Festive Dinner Promotion,Local Promotion,2026-02-14,2026-02-20,27607,114916,14463,1565,36358.41,31.7
CMP00292,F014,Chef Special Promotion,Loyalty,2026-03-20,2026-03-23,72675,32341,652,612,303389.66,317.46
CMP00293,F049,Student Meal Offer,Festival,2026-05-01,2026-05-19,47373,17160,989,278,167035.29,252.6
CMP00294,F047,Festive Dinner Promotion,Festival,2026-07-07,2026-07-27,33576,22493,3694,601,36412.72,8.45
CMP00295,F039,Family Feast Weekend,Local Promotion,2026-07-16,2026-08-06,31065,61047,860,52,102629.11,230.37
CMP00296,F004,Family Feast Weekend,Social Media,2026-07-25,2026-08-09,38223,88673,5278,1452,175686.29,359.64
CMP00297,F017,Chef Special Promotion,Local Promotion,2026-04-30,2026-05-10,51985,23280,1534,121,97375.93,87.32
CMP00298,F022,Weekend Pizza Deal,Social Media,2025-11-16,2025-12-02,37101,90890,15361,1602,169570.75,357.05
CMP00299,F039,Monsoon Food Festival,Festival,2025-10-23,2025-11-05,61186,65838,4631,1023,94436.01,54.34
CMP00300,F014,Chef Special Promotion,Search,2026-04-16,2026-04-23,41279,131983,4098,105,64509.61,56.28
CMP00301,F003,Family Feast Weekend,Local Promotion,2026-07-31,2026-08-15,31986,43612,1113,236,53631.98,67.67
CMP00302,F025,Family Meal Combo,Social Media,2026-06-04,2026-06-09,30149,115234,19301,98,137571.82,356.31
CMP00303,F037,Delivery Special,Local Promotion,2026-07-25,2026-08-09,44077,145894,16256,1531,32955.68,-25.23
CMP00304,F014,Delivery Special,Festival,2026-04-24,2026-05-06,55663,39431,2087,196,92323.36,65.86
CMP00305,F050,Chef Special Promotion,Social Media,2026-06-18,2026-07-01,19810,78894,11232,851,84470.13,326.4
CMP00306,F036,Lunch Combo Campaign,Festival,2026-02-26,2026-03-04,56618,136169,19895,1018,49485.09,-12.6
CMP00307,F021,Delivery Special,Local Promotion,2025-12-25,2026-01-09,67616,107856,9334,812,313340.25,363.41
CMP00308,F044,Festive Dinner Promotion,Social Media,2026-04-22,2026-05-01,19854,126192,4838,810,14007.81,-29.45
CMP00309,F026,Weekend Biryani Offer,Local Promotion,2026-06-18,2026-06-24,47986,103389,18180,199,75709.94,57.78
CMP00310,F030,Loyalty Customer Offer,Search,2026-08-20,2026-09-02,32583,110263,10703,232,119207.11,265.86
CMP00311,F016,Weekend Pizza Deal,Festival,2025-09-13,2025-09-26,28369,105191,17211,1658,113640.68,300.58
CMP00312,F025,Monsoon Food Festival,Social Media,2026-04-06,2026-04-27,25787,112732,14600,1584,62045.73,140.61
CMP00313,F047,Chef Special Promotion,Search,2026-08-10,2026-08-17,44941,53128,3707,1289,75033.3,66.96
CMP00314,F034,New Menu Launch,Local Promotion,2026-03-06,2026-03-12,17769,74692,5074,275,40440.27,127.59
CMP00315,F042,Lunch Combo Campaign,Search,2026-04-12,2026-04-30,15785,28267,211,172,49378.12,212.82
CMP00316,F039,Loyalty Customer Offer,Local Promotion,2026-06-10,2026-06-21,49649,143506,15344,1770,119379.02,140.45
CMP00317,F017,Family Feast Weekend,Festival,2026-06-16,2026-06-20,70032,73285,13628,1629,258562.77,269.21
CMP00318,F044,Lunch Combo Campaign,Loyalty,2026-06-09,2026-06-17,25312,67532,13067,1323,63988.49,152.8
CMP00319,F017,Festive Dinner Promotion,Loyalty,2026-02-24,2026-03-03,71596,11438,755,603,73076.41,2.07
CMP00320,F043,Family Feast Weekend,Search,2026-05-16,2026-06-05,35256,51074,845,506,49949.34,41.68
CMP00321,F046,Chef Special Promotion,Social Media,2026-02-27,2026-03-16,13912,23740,2367,876,24673.04,77.35
CMP00322,F025,New Menu Launch,Loyalty,2026-05-14,2026-05-20,32237,122459,23420,258,150289.43,366.2
CMP00323,F019,Festive Dinner Promotion,Festival,2025-10-26,2025-10-31,48683,7177,557,284,219993.56,351.89
CMP00324,F044,Festive Dinner Promotion,Festival,2026-08-18,2026-08-25,36608,109114,2653,1929,57045.8,55.83
CMP00325,F043,Lunch Combo Campaign,Search,2026-01-10,2026-01-31,34714,29742,4953,940,39816.28,14.7
CMP00326,F041,Chef Special Promotion,Local Promotion,2026-07-18,2026-07-31,56019,75296,10652,1571,229275.86,309.28
CMP00327,F008,Lunch Combo Campaign,Local Promotion,2026-06-09,2026-06-17,48756,118382,12852,357,35748.32,-26.68
CMP00328,F017,Student Meal Offer,Loyalty,2025-09-04,2025-09-07,32148,85257,4343,1157,50498.61,57.08
CMP00329,F049,Family Feast Weekend,Social Media,2025-12-23,2026-01-12,60046,44440,4303,1869,144306.01,140.33
CMP00330,F003,Delivery Special,Loyalty,2025-11-19,2025-11-22,65747,112430,5087,1014,61451.7,-6.53
CMP00331,F008,Family Feast Weekend,Loyalty,2026-05-23,2026-06-12,49857,132670,13520,638,138203.03,177.2
CMP00332,F027,Festive Dinner Promotion,Loyalty,2026-04-13,2026-04-26,57731,133440,6690,766,230953.6,300.05
CMP00333,F011,Festive Dinner Promotion,Search,2025-11-19,2025-11-30,68362,123606,11117,1650,64920.45,-5.03
CMP00334,F034,Family Meal Combo,Loyalty,2026-04-12,2026-04-26,56896,17392,869,407,135773.63,138.63
CMP00335,F009,Loyalty Customer Offer,Search,2026-03-19,2026-03-23,15008,136673,11449,1590,57464.92,282.9
CMP00336,F035,Festive Dinner Promotion,Loyalty,2025-12-26,2026-01-11,54833,129626,10027,151,114019.21,107.94
CMP00337,F042,Festive Dinner Promotion,Social Media,2026-02-19,2026-03-11,38198,95261,11865,387,30915.96,-19.06
CMP00338,F019,Lunch Combo Campaign,Loyalty,2026-07-19,2026-08-04,73902,32649,3958,129,130993.48,77.25
CMP00339,F044,Student Meal Offer,Festival,2026-01-09,2026-01-18,48426,53616,8525,226,55680.94,14.98
CMP00340,F030,Family Feast Weekend,Festival,2026-02-17,2026-03-09,52209,120153,7979,758,207000.35,296.48
CMP00341,F046,New Menu Launch,Festival,2025-12-15,2025-12-31,17727,114886,7174,860,14457.31,-18.44
CMP00342,F035,Loyalty Customer Offer,Search,2025-10-04,2025-10-23,44268,119158,11000,1611,43856.59,-0.93
CMP00343,F015,New Menu Launch,Loyalty,2025-12-28,2026-01-08,50123,21249,470,219,179973.53,259.06
CMP00344,F042,Family Meal Combo,Local Promotion,2026-05-16,2026-05-30,19007,15628,2135,1455,38222.88,101.1
CMP00345,F025,New Menu Launch,Festival,2025-12-26,2026-01-13,44614,97595,17305,1308,87056.04,95.13
CMP00346,F001,Family Meal Combo,Search,2026-06-18,2026-06-22,13865,112352,18942,1707,53065.6,282.73
CMP00347,F048,Loyalty Customer Offer,Local Promotion,2026-04-22,2026-04-29,32576,105825,974,320,65954.52,102.46
CMP00348,F032,Family Meal Combo,Search,2026-01-27,2026-02-14,62744,120391,17829,649,134328.01,114.09
CMP00349,F009,Loyalty Customer Offer,Loyalty,2025-10-04,2025-10-16,38728,114732,22053,1925,175556.62,353.31
CMP00350,F012,Family Meal Combo,Local Promotion,2025-12-09,2025-12-15,12670,30616,5671,188,60271.43,375.7
CMP00351,F026,Family Feast Weekend,Local Promotion,2025-10-13,2025-10-16,13359,33158,1379,235,37993.64,184.4
CMP00352,F009,Weekend Biryani Offer,Search,2025-12-30,2026-01-08,57538,142566,2844,1024,74076.84,28.74
CMP00353,F024,Monsoon Food Festival,Festival,2026-05-07,2026-05-16,43190,25262,1735,1255,129855.42,200.66
CMP00354,F012,Weekend Pizza Deal,Loyalty,2025-12-15,2025-12-30,71303,25753,3810,1722,166276.92,133.2
CMP00355,F004,New Menu Launch,Local Promotion,2026-06-13,2026-06-26,29841,132594,5404,995,60794.41,103.73
CMP00356,F032,Family Meal Combo,Local Promotion,2026-06-06,2026-06-11,13346,12682,289,23,25857.54,93.75
CMP00357,F017,Monsoon Food Festival,Social Media,2026-01-21,2026-02-04,10032,14462,2038,1747,21114.27,110.47
CMP00358,F044,Student Meal Offer,Search,2026-07-03,2026-07-07,55121,127467,7726,447,118219.81,114.47
CMP00359,F032,Monsoon Food Festival,Festival,2025-12-06,2025-12-18,73469,68423,11855,261,173974.51,136.8
CMP00360,F037,Lunch Combo Campaign,Local Promotion,2025-11-06,2025-11-12,44133,42604,5778,1463,208025.82,371.36
CMP00361,F015,New Menu Launch,Search,2026-08-09,2026-08-22,44623,124161,2806,1362,148016.34,231.7
CMP00362,F022,Festive Dinner Promotion,Search,2026-04-17,2026-05-01,62835,34525,5135,522,176908.05,181.54
CMP00363,F023,Family Feast Weekend,Festival,2026-04-19,2026-04-29,74994,19051,1747,155,187467.34,149.98
CMP00364,F019,New Menu Launch,Social Media,2026-03-01,2026-03-13,31560,129826,23829,632,52038.69,64.89
CMP00365,F049,Monsoon Food Festival,Social Media,2025-09-30,2025-10-03,73160,127441,20568,681,314777.08,330.26
CMP00366,F011,Family Feast Weekend,Search,2025-10-29,2025-11-13,44527,96538,12798,159,131343.82,194.98
CMP00367,F015,Family Meal Combo,Local Promotion,2026-02-01,2026-02-13,71202,44301,1054,434,201292.47,182.71
CMP00368,F038,Weekend Pizza Deal,Search,2026-01-09,2026-01-28,70291,6958,838,818,249842.17,255.44
CMP00369,F017,Weekend Pizza Deal,Social Media,2026-07-05,2026-07-23,12740,50186,2310,341,43378.98,240.49
CMP00370,F006,Family Meal Combo,Local Promotion,2026-06-09,2026-06-25,12795,56280,4718,1883,26127.98,104.2
CMP00371,F048,Weekend Pizza Deal,Search,2025-12-10,2025-12-21,50353,78679,7572,270,237701.29,372.07
CMP00372,F033,Family Feast Weekend,Search,2026-07-19,2026-07-28,65314,136976,6572,118,75586.52,15.73
CMP00373,F001,Student Meal Offer,Search,2025-09-13,2025-09-25,41879,52036,9419,130,152805.87,264.87
CMP00374,F017,Weekend Pizza Deal,Loyalty,2026-03-17,2026-04-03,19358,64818,4578,66,77327.43,299.46
CMP00375,F031,New Menu Launch,Local Promotion,2025-11-20,2025-12-11,37388,133310,10017,1834,74647.94,99.66
CMP00376,F002,Weekend Biryani Offer,Local Promotion,2026-05-23,2026-06-07,41848,126465,15878,688,162807.84,289.05
CMP00377,F026,Family Meal Combo,Social Media,2025-11-22,2025-12-13,66823,91334,17034,837,103750.87,55.26
CMP00378,F005,Chef Special Promotion,Local Promotion,2026-03-25,2026-04-13,31020,61208,9211,1983,114291.39,268.44
CMP00379,F035,Weekend Pizza Deal,Search,2026-03-03,2026-03-06,36169,117804,9580,480,46279.55,27.95
CMP00380,F013,Family Meal Combo,Social Media,2026-05-19,2026-05-25,16090,50841,8658,533,12206.14,-24.14
CMP00381,F011,Weekend Biryani Offer,Search,2025-10-09,2025-10-27,11442,78224,10026,1343,45127.72,294.4
CMP00382,F033,Festive Dinner Promotion,Loyalty,2026-07-25,2026-07-30,64376,38123,5383,1379,58100.77,-9.75
CMP00383,F004,Family Meal Combo,Social Media,2026-01-03,2026-01-19,13649,87879,5509,424,46588.12,241.33
CMP00384,F031,Weekend Biryani Offer,Search,2026-02-04,2026-02-16,12161,119318,8542,1017,45009.66,270.11
CMP00385,F025,Lunch Combo Campaign,Social Media,2025-09-16,2025-10-03,33303,33912,6086,127,150036.41,350.52
CMP00386,F019,Festive Dinner Promotion,Social Media,2026-08-08,2026-08-12,29905,34436,386,234,88721.76,196.68
CMP00387,F020,Family Meal Combo,Search,2025-10-04,2025-10-13,67902,108363,10801,753,60906.09,-10.3
CMP00388,F007,Family Meal Combo,Search,2025-12-25,2026-01-12,32501,114682,22380,629,149814.06,360.95
CMP00389,F031,Student Meal Offer,Search,2026-02-07,2026-02-18,59247,37996,3452,623,234272.17,295.42
CMP00390,F020,Family Feast Weekend,Festival,2026-03-18,2026-04-07,68321,90631,4751,1571,94582.89,38.44
CMP00391,F048,Weekend Pizza Deal,Search,2026-07-09,2026-07-17,72715,112800,16986,624,88930.38,22.3
CMP00392,F047,Weekend Pizza Deal,Local Promotion,2026-08-24,2026-09-10,55983,70451,4594,1660,53420.29,-4.58
CMP00393,F011,Festive Dinner Promotion,Loyalty,2025-10-16,2025-10-31,65963,43056,7012,910,219375.84,232.57
CMP00394,F014,Loyalty Customer Offer,Loyalty,2025-10-10,2025-10-16,66977,54345,10508,1119,55406.39,-17.28
CMP00395,F035,Delivery Special,Social Media,2026-03-04,2026-03-11,55803,17241,1757,691,189368.77,239.35
CMP00396,F012,Chef Special Promotion,Social Media,2025-10-22,2025-10-31,23550,7605,845,362,97370.85,313.46
CMP00397,F047,Loyalty Customer Offer,Search,2026-05-28,2026-06-04,12422,28904,5673,1030,26795.97,115.71
CMP00398,F022,New Menu Launch,Local Promotion,2025-12-13,2025-12-29,28056,121622,16477,427,19780.64,-29.5
CMP00399,F006,Festive Dinner Promotion,Social Media,2025-09-20,2025-10-11,66819,119008,2451,758,314622.08,370.86
CMP00400,F004,Delivery Special,Local Promotion,2026-07-16,2026-07-21,20276,119039,18300,1594,43036.83,112.26
CMP00401,F039,Student Meal Offer,Loyalty,2026-06-09,2026-06-19,52529,112299,232,147,112390.79,113.96
CMP00402,F034,Family Feast Weekend,Search,2025-09-10,2025-09-16,72778,64476,3371,1713,268967.78,269.57
CMP00403,F010,Loyalty Customer Offer,Social Media,2026-03-27,2026-04-03,66744,34295,6386,1806,291567.88,336.85
CMP00404,F007,Delivery Special,Search,2026-04-02,2026-04-23,67014,60020,11398,833,308270.36,360.01
CMP00405,F001,Family Meal Combo,Local Promotion,2025-10-28,2025-11-06,38084,147010,22397,1474,117860.43,209.47
CMP00406,F024,Family Meal Combo,Search,2026-07-19,2026-08-08,73985,146698,20277,1158,213482.89,188.55
CMP00407,F002,Delivery Special,Search,2026-02-01,2026-02-16,71708,58940,886,284,152431.94,112.57
CMP00408,F048,Weekend Pizza Deal,Search,2026-02-07,2026-02-18,11367,43864,501,155,41358.66,263.85
CMP00409,F040,Family Feast Weekend,Local Promotion,2026-05-25,2026-06-10,61872,124692,11463,1834,43477.83,-29.73
CMP00410,F047,Loyalty Customer Offer,Loyalty,2026-07-05,2026-07-24,20725,139480,15248,1625,22990.69,10.93
CMP00411,F015,Family Meal Combo,Festival,2026-06-29,2026-07-12,31654,143992,20797,44,130115.81,311.06
CMP00412,F014,Student Meal Offer,Local Promotion,2026-07-05,2026-07-25,47173,95250,12838,444,110640.87,134.54
CMP00413,F021,Loyalty Customer Offer,Local Promotion,2026-02-26,2026-03-16,19246,47409,7535,1140,31832.9,65.4
CMP00414,F045,Lunch Combo Campaign,Social Media,2026-04-30,2026-05-19,18052,100089,18421,832,71641.23,296.86
CMP00415,F014,Chef Special Promotion,Search,2025-09-18,2025-10-05,63756,57742,8904,1455,86941.72,36.37
CMP00416,F009,Monsoon Food Festival,Search,2026-02-10,2026-02-20,47824,27061,3447,747,156425.2,227.09
CMP00417,F008,Student Meal Offer,Social Media,2025-09-10,2025-09-27,43728,62265,4393,1707,209257.59,378.54
CMP00418,F048,Loyalty Customer Offer,Search,2026-05-05,2026-05-08,34226,72909,12765,647,91904.85,168.52
CMP00419,F026,Student Meal Offer,Loyalty,2026-06-06,2026-06-11,53855,85311,12845,456,142396.17,164.41
CMP00420,F033,Delivery Special,Search,2026-06-20,2026-07-09,71118,30964,2745,1951,313922.53,341.41
CMP00421,F043,Weekend Biryani Offer,Festival,2026-06-05,2026-06-17,43687,46287,8039,1219,124068.02,183.99
CMP00422,F032,Student Meal Offer,Loyalty,2026-03-01,2026-03-19,49582,122224,15526,1594,175212.95,253.38
CMP00423,F003,Family Feast Weekend,Social Media,2025-12-29,2026-01-09,14916,147561,19558,1524,34022.87,128.1
CMP00424,F032,Delivery Special,Social Media,2025-10-26,2025-10-29,37724,64244,6397,270,121225.93,221.35
CMP00425,F022,Monsoon Food Festival,Search,2026-06-10,2026-06-14,62103,34981,6243,1427,288528.71,364.6
CMP00426,F012,Weekend Pizza Deal,Festival,2026-04-02,2026-04-17,32074,116180,17958,363,111053.88,246.24
CMP00427,F037,New Menu Launch,Social Media,2026-07-28,2026-08-05,40560,105003,10278,1709,175203.9,331.96
CMP00428,F030,Weekend Pizza Deal,Social Media,2026-07-24,2026-08-03,58074,69829,489,126,82923.96,42.79
CMP00429,F024,Weekend Pizza Deal,Search,2025-09-20,2025-10-06,34733,25079,271,222,43371.04,24.87
CMP00430,F044,Student Meal Offer,Search,2026-04-08,2026-04-13,64991,71193,10073,1749,213923.04,229.16
CMP00431,F011,Weekend Biryani Offer,Search,2026-04-13,2026-04-18,54216,8689,1008,34,225567.46,316.05
CMP00432,F046,Chef Special Promotion,Local Promotion,2025-09-10,2025-09-29,67726,78902,7484,1798,198401.14,192.95
CMP00433,F013,Delivery Special,Local Promotion,2026-05-03,2026-05-11,20777,14615,998,797,57859.57,178.48
CMP00434,F003,Weekend Biryani Offer,Festival,2026-04-15,2026-04-25,23645,63939,4407,1214,21120.02,-10.68
CMP00435,F039,Lunch Combo Campaign,Social Media,2026-05-01,2026-05-16,32056,136860,3157,855,68902.51,114.94
CMP00436,F024,Weekend Biryani Offer,Loyalty,2026-08-06,2026-08-17,17340,81472,9238,957,37648.05,117.12
CMP00437,F034,Weekend Pizza Deal,Search,2026-06-10,2026-06-17,72995,16970,320,245,91467.28,25.31
CMP00438,F012,New Menu Launch,Social Media,2025-11-14,2025-12-02,11737,16911,253,216,39505.46,236.59
CMP00439,F023,Weekend Biryani Offer,Local Promotion,2026-04-01,2026-04-17,38315,92470,9937,1832,88665.56,131.41
CMP00440,F009,Monsoon Food Festival,Loyalty,2026-08-05,2026-08-16,15116,61090,9018,116,63459.18,319.81
CMP00441,F031,Family Feast Weekend,Search,2026-05-15,2026-06-01,39313,63635,545,537,110234.52,180.4
CMP00442,F005,Chef Special Promotion,Social Media,2025-10-16,2025-10-26,64900,69994,890,848,160099.13,146.69
CMP00443,F001,Festive Dinner Promotion,Festival,2026-05-15,2026-05-25,10173,68616,13476,581,39645.25,289.71
CMP00444,F010,Delivery Special,Local Promotion,2026-04-06,2026-04-14,11219,23760,3437,1478,43591.08,288.55
CMP00445,F030,Chef Special Promotion,Loyalty,2026-05-26,2026-06-12,54914,65108,9615,1441,181469.63,230.46
CMP00446,F006,Weekend Biryani Offer,Social Media,2025-10-18,2025-10-24,50655,43628,5168,527,208720.88,312.04
CMP00447,F036,Family Meal Combo,Festival,2026-04-20,2026-04-28,40029,112667,1323,612,58271.56,45.57
CMP00448,F010,Festive Dinner Promotion,Search,2026-01-26,2026-02-05,69913,148939,26995,855,58834.62,-15.85
CMP00449,F004,Student Meal Offer,Festival,2025-12-08,2025-12-25,30032,73547,3495,1984,95343.82,217.47
CMP00450,F002,Chef Special Promotion,Festival,2025-11-01,2025-11-05,57824,78485,13746,1189,114000.75,97.15
CMP00451,F022,Lunch Combo Campaign,Search,2025-10-26,2025-10-31,61705,58932,3428,1607,198598.69,221.85
CMP00452,F012,Family Feast Weekend,Search,2026-04-04,2026-04-17,47100,119406,2415,1972,132184.3,180.65
CMP00453,F024,Chef Special Promotion,Social Media,2026-07-06,2026-07-23,55179,37181,6835,450,217193.54,293.62
CMP00454,F024,Family Feast Weekend,Social Media,2025-10-31,2025-11-17,70954,122448,11035,1513,102746.23,44.81
CMP00455,F026,Weekend Biryani Offer,Social Media,2026-02-07,2026-02-19,38907,133788,1586,203,147945.45,280.25
CMP00456,F005,Loyalty Customer Offer,Search,2025-12-04,2025-12-12,64568,93476,6817,1484,68963.09,6.81
CMP00457,F037,Student Meal Offer,Social Media,2026-01-09,2026-01-26,30757,143426,19247,112,64021.64,108.15
CMP00458,F040,New Menu Launch,Loyalty,2025-10-20,2025-10-24,33256,148281,14216,818,158970.52,378.02
CMP00459,F003,Delivery Special,Search,2025-10-07,2025-10-28,25539,53941,2181,1362,52183.55,104.33
CMP00460,F003,Chef Special Promotion,Festival,2025-12-25,2026-01-11,27715,55307,3219,641,105910.32,282.14
CMP00461,F015,Delivery Special,Search,2026-01-07,2026-01-24,31125,17574,1237,396,37035.76,18.99
CMP00462,F020,Lunch Combo Campaign,Loyalty,2026-05-05,2026-05-11,46019,131981,9732,1959,144232.64,213.42
CMP00463,F022,Delivery Special,Festival,2026-03-18,2026-03-26,72887,101338,8398,891,214859.22,194.78
CMP00464,F015,Delivery Special,Festival,2025-09-14,2025-09-18,31847,35322,5484,1324,66825.65,109.83
CMP00465,F030,Family Meal Combo,Local Promotion,2026-08-17,2026-08-20,23146,141081,19267,1708,68272.52,194.96
CMP00466,F005,Weekend Biryani Offer,Loyalty,2025-11-10,2025-11-20,50280,145718,29060,1392,158367.86,214.97
CMP00467,F002,Student Meal Offer,Search,2026-02-02,2026-02-23,27359,122126,16437,735,67486.44,146.67
CMP00468,F044,New Menu Launch,Festival,2026-05-04,2026-05-15,28854,134498,21436,500,77091.7,167.18
CMP00469,F019,Monsoon Food Festival,Festival,2025-11-29,2025-12-16,61645,66613,8226,178,70632.49,14.58
CMP00470,F033,Festive Dinner Promotion,Social Media,2026-04-01,2026-04-05,24493,53031,3767,1743,58349.4,138.23
CMP00471,F007,Lunch Combo Campaign,Social Media,2026-08-04,2026-08-20,37311,129382,14605,1057,70751.39,89.63
CMP00472,F024,Delivery Special,Festival,2026-02-08,2026-03-01,71207,141113,4152,378,200839.79,182.05
CMP00473,F005,Loyalty Customer Offer,Search,2026-02-12,2026-03-02,62285,37946,6986,120,157537.71,152.93
