outlet_id,franchise_id,outlet_name,address,city,state,pincode,status
O0277,F028,Madras Tiffin - Civil Lines,"42, Civil Lines",Noida,Uttar Pradesh,330162,Active
O0278,F028,Madras Tiffin - Indirapuram,"103, Indirapuram",Hyderabad,Telangana,384489,Active
O0279,F028,Madras Tiffin - Station Road,"158, Station Road",Pune,Maharashtra,211268,Inactive
O0280,F028,Madras Tiffin - Ring Road,"266, Ring Road",Chandigarh,Chandigarh,340021,Active
O0281,F029,Hakka Wok - Sector 18,"252, Sector 18",Kochi,Kerala,130146,Active
O0282,F029,Hakka Wok - Sector 50,"205, Sector 50",Ahmedabad,Gujarat,114092,Active
O0283,F029,Hakka Wok - Mall Road,"226, Mall Road",Kochi,Kerala,277107,Active
O0284,F029,Hakka Wok - Vaibhav Khand,"155, Vaibhav Khand",Ahmedabad,Gujarat,130432,Active
O0285,F029,Hakka Wok - Station Road,"20, Station Road",Pune,Maharashtra,608976,Active
O0286,F029,Hakka Wok - MG Road,"33, MG Road",Ahmedabad,Gujarat,423036,Active
O0287,F029,Hakka Wok - Sector 18,"223, Sector 18",Lucknow,Uttar Pradesh,255605,Active
O0288,F029,Hakka Wok - Gomti Nagar,"188, Gomti Nagar",Hyderabad,Telangana,551760,Active
O0289,F029,Hakka Wok - Station Road,"213, Station Road",Kolkata,West Bengal,414901,Active
O0290,F029,Hakka Wok - Station Road,"229, Station Road",Ahmedabad,Gujarat,126534,Active
O0291,F030,Wok & Spice - Sector 50,"39, Sector 50",Lucknow,Uttar Pradesh,354496,Active
O0292,F030,Wok & Spice - Sector 18,"288, Sector 18",Noida,Uttar Pradesh,609962,Active
O0293,F030,Wok & Spice - Central Market,"198, Central Market",Delhi,Delhi,375670,Warning
O0294,F030,Wok & Spice - Sector 62,"148, Sector 62",Chandigarh,Chandigarh,415720,Active
O0295,F030,Wok & Spice - Main Market,"296, Main Market",Noida,Uttar Pradesh,326592,Active
O0296,F030,Wok & Spice - Sector 50,"86, Sector 50",Noida,Uttar Pradesh,193994,Warning
O0297,F030,Wok & Spice - Sector 62,"99, Sector 62",Bengaluru,Karnataka,541618,Active
O0298,F030,Wok & Spice - Central Market,"9, Central Market",Mumbai,Maharashtra,144457,Active
O0299,F030,Wok & Spice - City Centre,"45, City Centre",Pune,Maharashtra,497702,Active
O0300,F030,Wok & Spice - Indirapuram,"83, Indirapuram",Jaipur,Rajasthan,337233,Active
O0301,F031,Chinese Bowl - City Centre,"48, City Centre",Pune,Maharashtra,620973,Active
O0302,F031,Chinese Bowl - Main Market,"108, Main Market",Indore,Madhya Pradesh,526050,Active
O0303,F031,Chinese Bowl - Central Market,"70, Central Market",Patna,Bihar,255681,Active
O0304,F031,Chinese Bowl - Sector 50,"136, Sector 50",Lucknow,Uttar Pradesh,414157,Active
O0305,F031,Chinese Bowl - Sector 18,"20, Sector 18",Hyderabad,Telangana,632686,Active
O0306,F031,Chinese Bowl - Sector 50,"81, Sector 50",Patna,Bihar,419391,Active
O0307,F031,Chinese Bowl - Civil Lines,"89, Civil Lines",Bengaluru,Karnataka,225708,Active
O0308,F031,Chinese Bowl - Sector 18,"289, Sector 18",Chandigarh,Chandigarh,596517,Active
O0309,F031,Chinese Bowl - Sector 62,"77, Sector 62",Noida,Uttar Pradesh,594301,Active
O0310,F031,Chinese Bowl - Indirapuram,"141, Indirapuram",Indore,Madhya Pradesh,610782,Active
O0311,F032,Pasta Point - Sector 50,"175, Sector 50",Kolkata,West Bengal,366732,Active
O0312,F032,Pasta Point - Vaibhav Khand,"273, Vaibhav Khand",Jaipur,Rajasthan,432833,Active
O0313,F032,Pasta Point - Central Market,"221, Central Market",Pune,Maharashtra,680917,Active
O0314,F032,Pasta Point - City Centre,"105, City Centre",Hyderabad,Telangana,481848,Active
O0315,F032,Pasta Point - Vaibhav Khand,"199, Vaibhav Khand",Lucknow,Uttar Pradesh,631382,Active
O0316,F032,Pasta Point - Indirapuram,"271, Indirapuram",Delhi,Delhi,308152,Active
O0317,F032,Pasta Point - Main Market,"262, Main Market",Hyderabad,Telangana,595569,Active
O0318,F032,Pasta Point - Civil Lines,"101, Civil Lines",Chandigarh,Chandigarh,365627,Active
O0319,F032,Pasta Point - MG Road,"175, MG Road",Ghaziabad,Uttar Pradesh,562871,Active
O0320,F032,Pasta Point - Sector 62,"224, Sector 62",Chandigarh,Chandigarh,470536,Active
O0321,F033,Cafe Saffron - Civil Lines,"40, Civil Lines",Hyderabad,Telangana,288605,Active
O0322,F033,Cafe Saffron - Indirapuram,"281, Indirapuram",Hyderabad,Telangana,255686,Active
O0323,F033,Cafe Saffron - Central Market,"216, Central Market",Jaipur,Rajasthan,433437,Active
O0324,F033,Cafe Saffron - Indirapuram,"194, Indirapuram",Ahmedabad,Gujarat,140447,Active
O0325,F033,Cafe Saffron - Sector 62,"76, Sector 62",Hyderabad,Telangana,567864,Active
O0326,F033,Cafe Saffron - Sector 62,"70, Sector 62",Chandigarh,Chandigarh,640051,Active
O0327,F033,Cafe Saffron - MG Road,"10, MG Road",Delhi,Delhi,480150,Active
O0328,F033,Cafe Saffron - Vaibhav Khand,"156, Vaibhav Khand",Chandigarh,Chandigarh,548178,Active
O0329,F033,Cafe Saffron - Civil Lines,"91, Civil Lines",Kolkata,West Bengal,270065,Active
O0330,F033,Cafe Saffron - Raj Nagar,"233, Raj Nagar",Chandigarh,Chandigarh,291784,Active
O0331,F034,Desi Cafe - Gomti Nagar,"195, Gomti Nagar",Indore,Madhya Pradesh,196569,Active
O0332,F034,Desi Cafe - Sector 50,"139, Sector 50",Kolkata,West Bengal,666095,Active
O0333,F034,Desi Cafe - Central Market,"226, Central Market",Ghaziabad,Uttar Pradesh,637307,Active
O0334,F034,Desi Cafe - Civil Lines,"190, Civil Lines",Noida,Uttar Pradesh,654524,Active
O0335,F034,Desi Cafe - Raj Nagar,"32, Raj Nagar",Bengaluru,Karnataka,487325,Active
O0336,F034,Desi Cafe - City Centre,"40, City Centre",Jaipur,Rajasthan,490929,Active
O0337,F034,Desi Cafe - Sector 62,"190, Sector 62",Ahmedabad,Gujarat,628418,Active
O0338,F034,Desi Cafe - City Centre,"112, City Centre",Kochi,Kerala,335805,Active
O0339,F034,Desi Cafe - Sector 18,"81, Sector 18",Ahmedabad,Gujarat,447342,Active
O0340,F034,Desi Cafe - Indirapuram,"264, Indirapuram",Lucknow,Uttar Pradesh,477515,Active
O0341,F035,Thali Junction - Mall Road,"266, Mall Road",Lucknow,Uttar Pradesh,487430,Active
O0342,F035,Thali Junction - Gomti Nagar,"113, Gomti Nagar",Patna,Bihar,452438,Active
O0343,F035,Thali Junction - Civil Lines,"179, Civil Lines",Bengaluru,Karnataka,653275,Active
O0344,F035,Thali Junction - Sector 50,"3, Sector 50",Lucknow,Uttar Pradesh,370795,Active
O0345,F035,Thali Junction - Sector 50,"40, Sector 50",Chandigarh,Chandigarh,460838,Active
O0346,F035,Thali Junction - Sector 62,"223, Sector 62",Kochi,Kerala,325031,Active
O0347,F035,Thali Junction - Central Market,"273, Central Market",Indore,Madhya Pradesh,332494,Active
O0348,F035,Thali Junction - Raj Nagar,"80, Raj Nagar",Delhi,Delhi,264223,Active
O0349,F035,Thali Junction - Indirapuram,"250, Indirapuram",Lucknow,Uttar Pradesh,647386,Active
O0350,F035,Thali Junction - Gomti Nagar,"240, Gomti Nagar",Kolkata,West Bengal,679356,Active
O0351,F036,Rajasthani Rasoi - Sector 18,"36, Sector 18",Pune,Maharashtra,414011,Active
O0352,F036,Rajasthani Rasoi - Ring Road,"299, Ring Road",Lucknow,Uttar Pradesh,189683,Active
O0353,F036,Rajasthani Rasoi - Ring Road,"99, Ring Road",Bengaluru,Karnataka,148684,Active
O0354,F036,Rajasthani Rasoi - Sector 18,"56, Sector 18",Hyderabad,Telangana,435997,Active
O0355,F036,Rajasthani Rasoi - City Centre,"265, City Centre",Bengaluru,Karnataka,554557,Active
O0356,F036,Rajasthani Rasoi - Sector 50,"277, Sector 50",Patna,Bihar,194321,Active
O0357,F036,Rajasthani Rasoi - MG Road,"101, MG Road",Pune,Maharashtra,126291,Active
O0358,F036,Rajasthani Rasoi - Mall Road,"174, Mall Road",Noida,Uttar Pradesh,484851,Active
O0359,F036,Rajasthani Rasoi - Station Road,"6, Station Road",Pune,Maharashtra,365877,Active
O0360,F036,Rajasthani Rasoi - Main Market,"36, Main Market",Kochi,Kerala,289582,Warning
O0361,F037,Bengal Kitchen - Sector 62,"43, Sector 62",Delhi,Delhi,197358,Active
O0362,F037,Bengal Kitchen - City Centre,"59, City Centre",Kochi,Kerala,243962,Active
O0363,F037,Bengal Kitchen - Central Market,"117, Central Market",Patna,Bihar,410672,Active
O0364,F037,Bengal Kitchen - City Centre,"49, City Centre",Patna,Bihar,491964,Active
O0365,F037,Bengal Kitchen - Raj Nagar,"206, Raj Nagar",Ahmedabad,Gujarat,623159,Active
O0366,F037,Bengal Kitchen - Sector 18,"154, Sector 18",Bengaluru,Karnataka,168908,Active
O0367,F037,Bengal Kitchen - Sector 18,"44, Sector 18",Ahmedabad,Gujarat,560425,Active
O0368,F037,Bengal Kitchen - City Centre,"219, City Centre",Kochi,Kerala,318864,Active
O0369,F037,Bengal Kitchen - Station Road,"223, Station Road",Delhi,Delhi,281561,Active
O0370,F037,Bengal Kitchen - Central Market,"123, Central Market",Patna,Bihar,278057,Active
O0371,F038,Gujarati Thali House - Sector 62,"199, Sector 62",Ghaziabad,Uttar Pradesh,339207,Active
O0372,F038,Gujarati Thali House - Mall Road,"215, Mall Road",Kochi,Kerala,328909,Active
O0373,F038,Gujarati Thali House - Civil Lines,"7, Civil Lines",Patna,Bihar,600869,Active
O0374,F038,Gujarati Thali House - Sector 62,"9, Sector 62",Jaipur,Rajasthan,384638,Active
O0375,F038,Gujarati Thali House - Sector 62,"1, Sector 62",Kolkata,West Bengal,242115,Active
O0376,F038,Gujarati Thali House - Mall Road,"23, Mall Road",Hyderabad,Telangana,358756,Active
O0377,F038,Gujarati Thali House - Vaibhav Khand,"124, Vaibhav Khand",Lucknow,Uttar Pradesh,177288,Active
O0378,F038,Gujarati Thali House - Sector 18,"66, Sector 18",Mumbai,Maharashtra,239606,Active
O0379,F038,Gujarati Thali House - Gomti Nagar,"126, Gomti Nagar",Chandigarh,Chandigarh,340109,Active
O0380,F038,Gujarati Thali House - Central Market,"88, Central Market",Indore,Madhya Pradesh,314723,Active
O0381,F039,Kerala Spice - Sector 18,"150, Sector 18",Kolkata,West Bengal,351310,Active
O0382,F039,Kerala Spice - MG Road,"242, MG Road",Ahmedabad,Gujarat,616418,Active
O0383,F039,Kerala Spice - Ring Road,"256, Ring Road",Jaipur,Rajasthan,348098,Active
O0384,F039,Kerala Spice - Indirapuram,"229, Indirapuram",Kochi,Kerala,185362,Active
O0385,F039,Kerala Spice - MG Road,"280, MG Road",Delhi,Delhi,507613,Active
O0386,F039,Kerala Spice - Raj Nagar,"73, Raj Nagar",Delhi,Delhi,622440,Active
O0387,F039,Kerala Spice - Main Market,"222, Main Market",Ahmedabad,Gujarat,616969,Active
O0388,F039,Kerala Spice - Sector 50,"168, Sector 50",Kolkata,West Bengal,232078,Active
O0389,F039,Kerala Spice - Civil Lines,"96, Civil Lines",Delhi,Delhi,178593,Warning
O0390,F039,Kerala Spice - Civil Lines,"77, Civil Lines",Delhi,Delhi,253087,Active
O0391,F040,Andhra Kitchen - Main Market,"94, Main Market",Indore,Madhya Pradesh,478762,Active
O0392,F040,Andhra Kitchen - Central Market,"211, Central Market",Patna,Bihar,676426,Active
O0393,F040,Andhra Kitchen - Main Market,"51, Main Market",Noida,Uttar Pradesh,295634,Active
O0394,F040,Andhra Kitchen - Main Market,"129, Main Market",Noida,Uttar Pradesh,522034,Active
O0395,F040,Andhra Kitchen - Vaibhav Khand,"155, Vaibhav Khand",Noida,Uttar Pradesh,297078,Active
O0396,F040,Andhra Kitchen - Civil Lines,"85, Civil Lines",Indore,Madhya Pradesh,377123,Active
O0397,F040,Andhra Kitchen - Mall Road,"285, Mall Road",Hyderabad,Telangana,580537,Warning
O0398,F040,Andhra Kitchen - Sector 62,"96, Sector 62",Pune,Maharashtra,455131,Active
O0399,F040,Andhra Kitchen - Vaibhav Khand,"101, Vaibhav Khand",Chandigarh,Chandigarh,145356,Active
O0400,F040,Andhra Kitchen - City Centre,"157, City Centre",Bengaluru,Karnataka,470422,Warning
O0401,F041,Street Food Adda - Sector 18,"126, Sector 18",Ahmedabad,Gujarat,398509,Active
O0402,F041,Street Food Adda - Sector 50,"112, Sector 50",Lucknow,Uttar Pradesh,507893,Active
O0403,F041,Street Food Adda - Raj Nagar,"48, Raj Nagar",Mumbai,Maharashtra,433319,Active
O0404,F041,Street Food Adda - Civil Lines,"147, Civil Lines",Jaipur,Rajasthan,352927,Active
O0405,F041,Street Food Adda - Station Road,"104, Station Road",Indore,Madhya Pradesh,500697,Active
O0406,F041,Street Food Adda - Raj Nagar,"11, Raj Nagar",Indore,Madhya Pradesh,389449,Active
O0407,F041,Street Food Adda - Vaibhav Khand,"91, Vaibhav Khand",Delhi,Delhi,250635,Active
O0408,F041,Street Food Adda - Sector 18,"2, Sector 18",Kolkata,West Bengal,606016,Active
O0409,F041,Street Food Adda - Indirapuram,"51, Indirapuram",Noida,Uttar Pradesh,210832,Active
O0410,F041,Street Food Adda - Sector 18,"90, Sector 18",Hyderabad,Telangana,356852,Warning
O0411,F042,Family Feast - Main Market,"89, Main Market",Ahmedabad,Gujarat,157038,Active
O0412,F042,Family Feast - Sector 50,"247, Sector 50",Hyderabad,Telangana,370280,Active
O0413,F042,Family Feast - City Centre,"34, City Centre",Pune,Maharashtra,209673,Warning
O0414,F042,Family Feast - Indirapuram,"30, Indirapuram",Indore,Madhya Pradesh,432024,Warning
O0415,F042,Family Feast - Central Market,"286, Central Market",Hyderabad,Telangana,309508,Active
O0416,F042,Family Feast - Sector 18,"96, Sector 18",Chandigarh,Chandigarh,305142,Active
O0417,F042,Family Feast - Main Market,"195, Main Market",Delhi,Delhi,628158,Active
O0418,F042,Family Feast - Central Market,"37, Central Market",Kochi,Kerala,172473,Active
O0419,F042,Family Feast - Station Road,"152, Station Road",Patna,Bihar,294775,Active
O0420,F042,Family Feast - Station Road,"46, Station Road",Delhi,Delhi,487281,Active
O0421,F043,Tandoori Trails - Raj Nagar,"30, Raj Nagar",Chandigarh,Chandigarh,679060,Active
O0422,F043,Tandoori Trails - Sector 18,"55, Sector 18",Chandigarh,Chandigarh,410547,Active
O0423,F043,Tandoori Trails - Ring Road,"92, Ring Road",Chandigarh,Chandigarh,341405,Active
O0424,F043,Tandoori Trails - Sector 50,"21, Sector 50",Chandigarh,Chandigarh,384819,Active
O0425,F043,Tandoori Trails - Central Market,"43, Central Market",Chandigarh,Chandigarh,165969,Active
O0426,F043,Tandoori Trails - Vaibhav Khand,"199, Vaibhav Khand",Lucknow,Uttar Pradesh,408554,Active
O0427,F043,Tandoori Trails - Ring Road,"67, Ring Road",Bengaluru,Karnataka,432554,Active
O0428,F043,Tandoori Trails - Sector 50,"141, Sector 50",Ahmedabad,Gujarat,499878,Active
O0429,F043,Tandoori Trails - Gomti Nagar,"192, Gomti Nagar",Jaipur,Rajasthan,365952,Active
O0430,F043,Tandoori Trails - Civil Lines,"6, Civil Lines",Indore,Madhya Pradesh,654746,Active
O0431,F044,Chicken House - Sector 50,"274, Sector 50",Hyderabad,Telangana,256333,Active
O0432,F044,Chicken House - Main Market,"180, Main Market",Jaipur,Rajasthan,543752,Active
O0433,F044,Chicken House - Vaibhav Khand,"37, Vaibhav Khand",Noida,Uttar Pradesh,301328,Active
O0434,F044,Chicken House - City Centre,"56, City Centre",Patna,Bihar,393860,Active
O0435,F044,Chicken House - Mall Road,"20, Mall Road",Noida,Uttar Pradesh,656085,Active
O0436,F044,Chicken House - Station Road,"103, Station Road",Hyderabad,Telangana,114524,Active
O0437,F044,Chicken House - Civil Lines,"240, Civil Lines",Lucknow,Uttar Pradesh,260013,Active
O0438,F044,Chicken House - Central Market,"105, Central Market",Jaipur,Rajasthan,135073,Active
O0439,F044,Chicken House - Vaibhav Khand,"80, Vaibhav Khand",Ahmedabad,Gujarat,308481,Active
O0440,F044,Chicken House - Sector 18,"80, Sector 18",Kochi,Kerala,214460,Active
O0441,F045,Momo Masala - Sector 50,"137, Sector 50",Ahmedabad,Gujarat,672623,Active
O0442,F045,Momo Masala - Sector 62,"104, Sector 62",Pune,Maharashtra,235253,Warning
O0443,F045,Momo Masala - Vaibhav Khand,"12, Vaibhav Khand",Patna,Bihar,409150,Active
O0444,F045,Momo Masala - Vaibhav Khand,"206, Vaibhav Khand",Ghaziabad,Uttar Pradesh,201290,Active
O0445,F045,Momo Masala - Mall Road,"284, Mall Road",Jaipur,Rajasthan,316031,Active
O0446,F045,Momo Masala - Sector 18,"99, Sector 18",Delhi,Delhi,620852,Active
O0447,F045,Momo Masala - City Centre,"21, City Centre",Kochi,Kerala,634002,Active
O0448,F045,Momo Masala - Mall Road,"230, Mall Road",Kolkata,West Bengal,361461,Active
O0449,F045,Momo Masala - Ring Road,"270, Ring Road",Noida,Uttar Pradesh,429509,Active
O0450,F045,Momo Masala - Vaibhav Khand,"252, Vaibhav Khand",Indore,Madhya Pradesh,631189,Active
O0451,F046,Royal Grill - City Centre,"176, City Centre",Kochi,Kerala,661977,Active
O0452,F046,Royal Grill - Main Market,"299, Main Market",Pune,Maharashtra,595693,Active
O0453,F046,Royal Grill - Main Market,"162, Main Market",Bengaluru,Karnataka,280971,Active
O0454,F046,Royal Grill - Main Market,"192, Main Market",Patna,Bihar,323697,Active
O0455,F046,Royal Grill - Sector 62,"249, Sector 62",Kochi,Kerala,462715,Warning
O0456,F046,Royal Grill - Sector 62,"75, Sector 62",Pune,Maharashtra,432207,Active
O0457,F046,Royal Grill - Indirapuram,"214, Indirapuram",Jaipur,Rajasthan,482548,Active
O0458,F046,Royal Grill - MG Road,"4, MG Road",Ahmedabad,Gujarat,476038,Active
O0459,F046,Royal Grill - Mall Road,"137, Mall Road",Chandigarh,Chandigarh,364515,Active
O0460,F046,Royal Grill - Sector 18,"89, Sector 18",Lucknow,Uttar Pradesh,411480,Active
O0461,F047,Dilli Chulha - Indirapuram,"297, Indirapuram",Noida,Uttar Pradesh,187054,Active
O0462,F047,Dilli Chulha - Station Road,"226, Station Road",Ahmedabad,Gujarat,208378,Warning
O0463,F047,Dilli Chulha - Raj Nagar,"221, Raj Nagar",Patna,Bihar,549368,Active
O0464,F047,Dilli Chulha - Ring Road,"186, Ring Road",Kolkata,West Bengal,318998,Active
O0465,F047,Dilli Chulha - Central Market,"175, Central Market",Ahmedabad,Gujarat,524829,Active
O0466,F047,Dilli Chulha - MG Road,"289, MG Road",Ghaziabad,Uttar Pradesh,308798,Active
O0467,F047,Dilli Chulha - Indirapuram,"188, Indirapuram",Patna,Bihar,631848,Active
O0468,F047,Dilli Chulha - Station Road,"154, Station Road",Bengaluru,Karnataka,250647,Active
O0469,F047,Dilli Chulha - Raj Nagar,"139, Raj Nagar",Pune,Maharashtra,609355,Active
O0470,F047,Dilli Chulha - Main Market,"136, Main Market",Bengaluru,Karnataka,342760,Active
O0471,F048,Spice Garden - Main Market,"277, Main Market",Kolkata,West Bengal,570409,Active
O0472,F048,Spice Garden - Raj Nagar,"290, Raj Nagar",Delhi,Delhi,445643,Active
O0473,F048,Spice Garden - Sector 62,"87, Sector 62",Ahmedabad,Gujarat,389323,Warning
O0474,F048,Spice Garden - Mall Road,"58, Mall Road",Ghaziabad,Uttar Pradesh,196844,Active
O0475,F048,Spice Garden - Ring Road,"110, Ring Road",Hyderabad,Telangana,394737,Active
O0476,F048,Spice Garden - Mall Road,"174, Mall Road",Hyderabad,Telangana,640646,Active
O0477,F048,Spice Garden - Civil Lines,"37, Civil Lines",Mumbai,Maharashtra,675939,Active
O0478,F048,Spice Garden - Gomti Nagar,"198, Gomti Nagar",Chandigarh,Chandigarh,142660,Active
O0479,F048,Spice Garden - Civil Lines,"57, Civil Lines",Bengaluru,Karnataka,677344,Active
O0480,F048,Spice Garden - Central Market,"106, Central Market",Lucknow,Uttar Pradesh,577966,Active
O0481,F049,Desi Zaika - Gomti Nagar,"135, Gomti Nagar",Hyderabad,Telangana,403018,Active
O0482,F049,Desi Zaika - Sector 50,"138, Sector 50",Indore,Madhya Pradesh,656970,Active
O0483,F049,Desi Zaika - Station Road,"259, Station Road",Jaipur,Rajasthan,316132,Warning
O0484,F049,Desi Zaika - Vaibhav Khand,"43, Vaibhav Khand",Kochi,Kerala,151251,Active
O0485,F049,Desi Zaika - Mall Road,"278, Mall Road",Bengaluru,Karnataka,150222,Active
O0486,F049,Desi Zaika - Sector 50,"163, Sector 50",Lucknow,Uttar Pradesh,178303,Active
O0487,F049,Desi Zaika - Indirapuram,"93, Indirapuram",Hyderabad,Telangana,227857,Active
O0488,F049,Desi Zaika - Gomti Nagar,"44, Gomti Nagar",Patna,Bihar,457141,Active
O0489,F049,Desi Zaika - Central Market,"97, Central Market",Delhi,Delhi,269687,Active
O0490,F049,Desi Zaika - Ring Road,"210, Ring Road",Noida,Uttar Pradesh,252465,Active
O0491,F050,Food Street Kitchen - Sector 50,"116, Sector 50",Chandigarh,Chandigarh,395544,Active
O0492,F050,Food Street Kitchen - Vaibhav Khand,"4, Vaibhav Khand",Noida,Uttar Pradesh,199207,Active
O0493,F050,Food Street Kitchen - Ring Road,"193, Ring Road",Ahmedabad,Gujarat,650175,Inactive
O0494,F050,Food Street Kitchen - Mall Road,"250, Mall Road",Hyderabad,Telangana,126336,Active
O0495,F050,Food Street Kitchen - Station Road,"103, Station Road",Patna,Bihar,146719,Active
O0496,F050,Food Street Kitchen - Gomti Nagar,"172, Gomti Nagar",Hyderabad,Telangana,308645,Active
O0497,F050,Food Street Kitchen - Station Road,"180, Station Road",Chandigarh,Chandigarh,588001,Active
O0498,F050,Food Street Kitchen - Station Road,"297, Station Road",Ghaziabad,Uttar Pradesh,480511,Active
O0499,F050,Food Street Kitchen - Sector 62,"124, Sector 62",Patna,Bihar,413894,Active
O0500,F050,Food Street Kitchen - Civil Lines,"2, Civil Lines",Mumbai,Maharashtra,612468,Active
