sale_id,outlet_id,item_id,sale_date,quantity,unit_price,total_amount,payment_method,order_channel
SALE018249,O0032,I0200,2025-11-18,1,156.38,156.38,UPI,Takeaway
SALE018250,O0001,I0188,2026-07-20,1,303.98,303.98,UPI,Delivery
SALE018251,O0011,I0003,2026-06-01,1,443.16,443.16,Cash,Online
SALE018252,O0272,I0086,2026-07-11,1,159.42,159.42,UPI,Takeaway
SALE018253,O0396,I0136,2026-08-13,4,417.5,1670.0,Card,Online
SALE018254,O0262,I0089,2026-05-26,1,118.06,118.06,UPI,Dine-in
SALE018255,O0425,I0036,2026-05-18,3,299.13,897.39,Wallet,Online
SALE018256,O0381,I0130,2026-03-08,2,78.38,156.76,UPI,Delivery
SALE018257,O0087,I0034,2025-09-17,1,431.25,431.25,UPI,Takeaway
SALE018258,O0415,I0018,2026-08-30,1,385.99,385.99,Card,Online
SALE018259,O0193,I0274,2026-02-11,1,189.86,189.86,Cash,Takeaway
SALE018260,O0073,I0016,2025-11-10,2,347.39,694.78,UPI,Dine-in
SALE018261,O0142,I0064,2025-10-26,1,430.35,430.35,Card,Delivery
SALE018262,O0062,I0027,2026-05-31,1,218.79,218.79,Card,Delivery
SALE018263,O0165,I0065,2026-02-19,1,486.34,486.34,Card,Delivery
SALE018264,O0364,I0122,2026-05-10,2,416.15,832.3,Cash,Dine-in
SALE018265,O0064,I0030,2026-01-07,1,248.42,248.42,UPI,Dine-in
SALE018266,O0042,I0023,2026-04-28,2,253.21,506.42,UPI,Dine-in
SALE018267,O0014,I0169,2025-12-07,1,332.02,332.02,Card,Takeaway
SALE018268,O0050,I0025,2026-08-02,1,87.2,87.2,UPI,Dine-in
SALE018269,O0147,I0063,2025-09-07,2,358.31,716.62,UPI,Delivery
SALE018270,O0404,I0140,2026-03-14,2,98.71,197.42,UPI,Delivery
SALE018271,O0061,I0027,2026-07-06,1,214.72,214.72,UPI,Dine-in
SALE018272,O0224,I0077,2026-01-14,2,210.97,421.94,UPI,Online
SALE018273,O0006,I0004,2025-09-10,2,431.5,863.0,UPI,Online
SALE018274,O0188,I0267,2026-06-01,1,157.69,157.69,UPI,Delivery
SALE018275,O0416,I0021,2026-03-05,2,322.7,645.4,Card,Online
SALE018276,O0274,I0091,2026-08-18,1,116.27,116.27,Card,Online
SALE018277,O0464,I0019,2026-05-31,2,380.79,761.58,UPI,Dine-in
SALE018278,O0267,I0088,2026-05-03,2,212.5,425.0,UPI,Delivery
SALE018279,O0304,I0099,2025-10-04,2,247.24,494.48,UPI,Delivery
SALE018280,O0426,I0036,2025-09-14,1,316.72,316.72,UPI,Dine-in
SALE018281,O0139,I0056,2026-07-28,4,305.56,1222.24,UPI,Online
SALE018282,O0045,I0023,2025-12-27,2,271.1,542.2,UPI,Online
SALE018283,O0199,I0269,2025-11-18,1,192.86,192.86,UPI,Dine-in
SALE018284,O0443,I0074,2026-04-02,2,190.43,380.86,UPI,Takeaway
SALE018285,O0311,I0108,2025-10-16,2,367.79,735.58,Cash,Online
SALE018286,O0103,I0043,2026-06-16,2,346.01,692.02,Card,Delivery
SALE018287,O0004,I0159,2026-05-09,1,548.08,548.08,Card,Takeaway
SALE018288,O0170,I0064,2026-05-04,4,486.55,1946.2,UPI,Takeaway
SALE018289,O0493,I0140,2026-02-12,1,103.65,103.65,UPI,Delivery
SALE018290,O0199,I0269,2026-05-02,1,192.86,192.86,Card,Dine-in
SALE018291,O0259,I0092,2025-10-06,3,174.56,523.68,UPI,Takeaway
SALE018292,O0108,I0043,2026-03-19,1,357.48,357.48,Cash,Delivery
SALE018293,O0070,I0027,2026-04-11,1,208.61,208.61,UPI,Takeaway
SALE018294,O0108,I0038,2026-03-21,1,412.57,412.57,UPI,Online
SALE018295,O0045,I0018,2026-01-08,1,377.25,377.25,UPI,Takeaway
SALE018296,O0086,I0037,2026-04-20,1,272.28,272.28,Card,Takeaway
SALE018297,O0006,I0158,2026-06-05,1,133.69,133.69,Card,Delivery
SALE018298,O0100,I0023,2025-09-13,1,272.44,272.44,Wallet,Online
SALE018299,O0346,I0117,2026-08-16,3,406.98,1220.94,UPI,Online
SALE018300,O0098,I0020,2026-05-05,2,478.24,956.48,UPI,Delivery
SALE018301,O0288,I0098,2026-06-10,3,326.12,978.36,Cash,Online
SALE018302,O0499,I0138,2026-02-07,2,142.29,284.58,UPI,Delivery
SALE018303,O0337,I0109,2026-05-05,1,187.07,187.07,UPI,Dine-in
SALE018304,O0071,I0013,2025-09-28,1,433.72,433.72,UPI,Dine-in
SALE018305,O0220,I0075,2025-10-30,1,248.68,248.68,Card,Takeaway
SALE018306,O0498,I0138,2025-09-07,1,144.55,144.55,UPI,Delivery
SALE018307,O0276,I0092,2026-01-14,1,156.73,156.73,Card,Delivery
SALE018308,O0245,I0085,2026-05-12,1,154.23,154.23,UPI,Takeaway
SALE018309,O0399,I0136,2026-01-22,1,421.53,421.53,UPI,Dine-in
SALE018310,O0163,I0063,2026-03-17,2,334.7,669.4,Cash,Online
SALE018311,O0003,I0189,2026-02-19,1,475.14,475.14,Wallet,Delivery
SALE018312,O0245,I0083,2026-05-29,1,240.1,240.1,UPI,Dine-in
SALE018313,O0097,I0023,2026-03-16,3,243.33,729.99,Wallet,Delivery
SALE018314,O0002,I0002,2025-11-21,2,385.26,770.52,UPI,Dine-in
SALE018315,O0249,I0082,2026-04-28,1,202.41,202.41,UPI,Online
SALE018316,O0012,I0001,2026-02-26,2,373.79,747.58,UPI,Takeaway
SALE018317,O0171,I0059,2026-01-07,1,386.49,386.49,UPI,Delivery
SALE018318,O0081,I0037,2026-03-30,1,253.17,253.17,Card,Dine-in
SALE018319,O0191,I0277,2026-05-24,1,412.3,412.3,UPI,Dine-in
SALE018320,O0056,I0024,2025-09-12,1,230.62,230.62,UPI,Dine-in
SALE018321,O0370,I0124,2025-10-10,2,545.13,1090.26,Card,Delivery
SALE018322,O0066,I0031,2026-05-30,1,320.53,320.53,UPI,Online
SALE018323,O0181,I0264,2026-01-06,1,286.69,286.69,Card,Dine-in
SALE018324,O0476,I0103,2026-07-03,1,271.1,271.1,UPI,Delivery
SALE018325,O0318,I0106,2026-06-08,3,302.42,907.26,Card,Online
SALE018326,O0055,I0025,2026-04-05,1,95.15,95.15,UPI,Dine-in
SALE018327,O0465,I0022,2025-12-25,1,321.35,321.35,UPI,Delivery
SALE018328,O0216,I0073,2026-01-12,1,169.08,169.08,UPI,Dine-in
SALE018329,O0039,I0191,2026-03-31,1,540.7,540.7,Wallet,Delivery
SALE018330,O0009,I0196,2026-02-12,1,413.58,413.58,Card,Delivery
SALE018331,O0021,I0017,2026-08-17,1,431.92,431.92,UPI,Delivery
SALE018332,O0223,I0078,2025-09-30,2,252.42,504.84,Wallet,Takeaway
SALE018333,O0073,I0010,2026-01-13,1,388.78,388.78,UPI,Takeaway
SALE018334,O0294,I0099,2025-12-24,1,238.2,238.2,Card,Online
SALE018335,O0194,I0277,2025-12-02,2,379.65,759.3,Card,Dine-in
SALE018336,O0189,I0264,2026-01-17,2,303.27,606.54,UPI,Takeaway
SALE018337,O0262,I0090,2025-12-17,1,94.06,94.06,Cash,Online
SALE018338,O0470,I0023,2026-04-08,2,237.55,475.1,UPI,Online
SALE018339,O0031,I0202,2026-07-21,1,341.6,341.6,UPI,Delivery
SALE018340,O0487,I0025,2025-10-31,1,97.55,97.55,UPI,Online
SALE018341,O0199,I0068,2026-03-23,1,232.19,232.19,UPI,Takeaway
SALE018342,O0284,I0098,2026-07-03,1,311.45,311.45,UPI,Dine-in
SALE018343,O0498,I0139,2025-10-06,1,86.36,86.36,Card,Online
SALE018344,O0029,I0015,2025-11-23,4,250.32,1001.28,UPI,Delivery
SALE018345,O0009,I0194,2025-09-05,1,477.56,477.56,UPI,Online
SALE018346,O0119,I0047,2026-03-03,1,439.98,439.98,UPI,Online
SALE018347,O0402,I0142,2025-12-17,1,210.99,210.99,Cash,Dine-in
SALE018348,O0197,I0269,2026-05-28,1,195.15,195.15,Card,Dine-in
SALE018349,O0197,I0066,2025-12-18,2,126.52,253.04,UPI,Online
SALE018350,O0362,I0125,2026-03-01,1,297.78,297.78,UPI,Takeaway
SALE018351,O0470,I0020,2025-11-01,1,484.84,484.84,Card,Takeaway
SALE018352,O0178,I0059,2026-08-27,2,392.24,784.48,UPI,Takeaway
SALE018353,O0404,I0139,2026-02-19,3,85.33,255.99,Card,Takeaway
SALE018354,O0367,I0125,2026-01-26,1,291.99,291.99,UPI,Online
SALE018355,O0157,I0060,2025-12-15,2,439.16,878.32,UPI,Delivery
SALE018356,O0299,I0093,2026-03-29,1,207.06,207.06,UPI,Takeaway
SALE018357,O0081,I0035,2026-02-05,3,436.6,1309.8,UPI,Takeaway
SALE018358,O0004,I0159,2026-04-29,1,548.08,548.08,Cash,Dine-in
SALE018359,O0307,I0098,2025-11-10,2,318.77,637.54,Cash,Dine-in
SALE018360,O0008,I0202,2026-07-28,1,359.7,359.7,Wallet,Delivery
SALE018361,O0194,I0271,2026-01-20,1,240.65,240.65,UPI,Delivery
SALE018362,O0043,I0019,2025-11-20,1,367.66,367.66,UPI,Dine-in
SALE018363,O0191,I0264,2025-11-05,1,311.32,311.32,Cash,Dine-in
SALE018364,O0050,I0023,2026-02-15,3,262.69,788.07,Card,Online
SALE018365,O0473,I0104,2026-06-08,1,240.99,240.99,Card,Dine-in
SALE018366,O0445,I0076,2025-09-05,2,202.17,404.34,UPI,Delivery
SALE018367,O0020,I0163,2025-10-04,4,135.23,540.92,UPI,Delivery
SALE018368,O0184,I0275,2025-09-06,2,123.37,246.74,UPI,Online
SALE018369,O0140,I0055,2025-09-09,1,276.29,276.29,Cash,Delivery
SALE018370,O0358,I0121,2026-07-23,1,107.23,107.23,UPI,Dine-in
SALE018371,O0138,I0056,2025-12-31,2,322.41,644.82,Cash,Takeaway
SALE018372,O0464,I0022,2026-05-09,1,315.53,315.53,Card,Dine-in
SALE018373,O0438,I0054,2025-11-12,1,245.13,245.13,UPI,Dine-in
SALE018374,O0385,I0132,2025-09-16,3,408.3,1224.9,UPI,Dine-in
SALE018375,O0084,I0035,2025-10-08,1,459.77,459.77,Cash,Dine-in
SALE018376,O0017,I0164,2026-05-09,1,301.72,301.72,Card,Delivery
SALE018377,O0016,I0199,2026-05-05,3,203.55,610.65,Card,Takeaway
SALE018378,O0450,I0073,2026-04-15,1,152.81,152.81,UPI,Delivery
SALE018379,O0261,I0092,2026-07-17,1,167.45,167.45,Card,Dine-in
SALE018380,O0480,I0104,2026-05-29,3,233.37,700.11,Card,Online
SALE018381,O0198,I0070,2025-10-17,1,212.46,212.46,UPI,Online
SALE018382,O0360,I0119,2026-01-16,4,244.5,978.0,Card,Delivery
SALE018383,O0182,I0268,2025-11-08,4,306.55,1226.2,Card,Takeaway
SALE018384,O0013,I0189,2026-06-07,1,462.94,462.94,Cash,Dine-in
SALE018385,O0253,I0090,2025-10-13,2,106.56,213.12,Cash,Dine-in
SALE018386,O0048,I0018,2026-01-26,1,375.08,375.08,Card,Delivery
SALE018387,O0352,I0121,2026-03-18,1,99.06,99.06,Card,Delivery
SALE018388,O0041,I0022,2026-04-01,2,300.61,601.22,Cash,Dine-in
SALE018389,O0197,I0271,2026-05-13,1,250.1,250.1,UPI,Takeaway
SALE018390,O0030,I0015,2026-08-27,1,237.02,237.02,UPI,Dine-in
SALE018391,O0262,I0086,2026-06-15,2,161.88,323.76,UPI,Takeaway
SALE018392,O0201,I0073,2026-01-27,2,171.67,343.34,Card,Takeaway
SALE018393,O0020,I0163,2026-02-27,1,135.23,135.23,UPI,Dine-in
SALE018394,O0188,I0069,2026-02-20,2,253.29,506.58,Cash,Dine-in
SALE018395,O0190,I0069,2026-03-05,1,260.92,260.92,Wallet,Delivery
SALE018396,O0210,I0074,2026-02-05,1,184.27,184.27,UPI,Delivery
SALE018397,O0045,I0021,2025-09-14,1,299.23,299.23,Wallet,Online
SALE018398,O0054,I0025,2025-10-22,1,89.21,89.21,Wallet,Dine-in
SALE018399,O0040,I0195,2026-05-10,1,354.63,354.63,Wallet,Takeaway
SALE018400,O0368,I0122,2025-12-22,1,422.94,422.94,UPI,Delivery
SALE018401,O0245,I0084,2026-04-14,2,215.77,431.54,Cash,Delivery
SALE018402,O0276,I0086,2026-07-06,1,147.87,147.87,UPI,Dine-in
SALE018403,O0188,I0068,2026-06-06,1,232.61,232.61,Cash,Takeaway
SALE018404,O0186,I0271,2025-10-10,1,243.8,243.8,Cash,Online
SALE018405,O0143,I0063,2026-06-07,3,363.51,1090.53,Wallet,Takeaway
SALE018406,O0062,I0031,2026-03-17,2,312.09,624.18,UPI,Delivery
SALE018407,O0498,I0140,2025-10-15,2,103.98,207.96,UPI,Online
SALE018408,O0076,I0013,2026-01-30,2,425.55,851.1,UPI,Delivery
SALE018409,O0145,I0065,2026-03-01,2,506.26,1012.52,Card,Dine-in
SALE018410,O0456,I0049,2025-09-14,2,439.98,879.96,UPI,Delivery
SALE018411,O0010,I0192,2025-09-06,1,256.68,256.68,UPI,Delivery
SALE018412,O0034,I0001,2026-01-09,1,382.38,382.38,Cash,Online
SALE018413,O0140,I0053,2025-12-30,1,247.09,247.09,UPI,Online
SALE018414,O0035,I0190,2026-03-16,1,289.92,289.92,UPI,Online
SALE018415,O0160,I0063,2025-11-13,1,333.46,333.46,Card,Delivery
SALE018416,O0249,I0085,2026-07-24,1,156.97,156.97,UPI,Takeaway
SALE018417,O0014,I0167,2026-07-05,1,135.56,135.56,Cash,Takeaway
SALE018418,O0427,I0035,2026-07-01,1,435.91,435.91,UPI,Dine-in
SALE018419,O0086,I0037,2026-08-17,1,272.28,272.28,UPI,Dine-in
SALE018420,O0384,I0133,2025-10-13,1,292.11,292.11,UPI,Delivery
SALE018421,O0159,I0065,2026-05-03,1,496.46,496.46,UPI,Takeaway
SALE018422,O0100,I0018,2026-07-03,1,360.18,360.18,Card,Online
SALE018423,O0022,I0013,2025-09-25,1,432.98,432.98,UPI,Online
SALE018424,O0220,I0074,2026-04-06,1,193.52,193.52,Card,Online
SALE018425,O0261,I0088,2026-02-06,1,213.27,213.27,UPI,Takeaway
SALE018426,O0142,I0065,2025-09-23,1,514.52,514.52,Cash,Dine-in
SALE018427,O0267,I0086,2026-01-08,2,145.88,291.76,UPI,Delivery
SALE018428,O0014,I0159,2026-03-14,3,483.0,1449.0,UPI,Online
SALE018429,O0257,I0086,2025-09-27,1,142.17,142.17,Card,Takeaway
SALE018430,O0436,I0056,2026-03-05,2,308.41,616.82,UPI,Online
SALE018431,O0404,I0142,2026-07-16,1,205.21,205.21,Card,Dine-in
SALE018432,O0187,I0271,2026-05-21,1,218.61,218.61,Card,Dine-in
SALE018433,O0081,I0035,2025-11-26,1,436.6,436.6,UPI,Dine-in
SALE018434,O0349,I0116,2026-04-23,2,326.53,653.06,Cash,Dine-in
SALE018435,O0341,I0115,2025-11-16,1,299.46,299.46,UPI,Online
SALE018436,O0335,I0110,2026-03-11,2,237.37,474.74,Cash,Takeaway
SALE018437,O0166,I0060,2026-05-03,1,437.01,437.01,UPI,Dine-in
SALE018438,O0500,I0138,2025-11-28,1,143.52,143.52,UPI,Online
SALE018439,O0281,I0098,2025-12-29,1,292.88,292.88,Card,Delivery
SALE018440,O0235,I0078,2026-08-19,3,269.59,808.77,UPI,Delivery
SALE018441,O0027,I0014,2026-04-09,1,338.82,338.82,UPI,Online
SALE018442,O0163,I0061,2026-04-22,1,533.07,533.07,Cash,Online
SALE018443,O0133,I0054,2026-01-24,1,242.21,242.21,UPI,Dine-in
SALE018444,O0299,I0093,2025-09-27,4,207.06,828.24,Card,Dine-in
SALE018445,O0203,I0073,2025-09-02,1,168.52,168.52,Cash,Online
SALE018446,O0135,I0054,2025-12-06,2,222.26,444.52,Card,Delivery
SALE018447,O0200,I0263,2026-04-25,1,350.46,350.46,Wallet,Online
SALE018448,O0472,I0100,2025-09-14,2,265.94,531.88,UPI,Delivery
SALE018449,O0237,I0081,2026-02-08,1,229.34,229.34,UPI,Takeaway
SALE018450,O0447,I0074,2026-07-21,4,176.23,704.92,UPI,Online
SALE018451,O0363,I0122,2025-09-11,1,409.31,409.31,UPI,Dine-in
SALE018452,O0182,I0071,2026-01-28,1,302.77,302.77,Cash,Takeaway
SALE018453,O0297,I0096,2025-09-05,1,206.66,206.66,UPI,Delivery
SALE018454,O0119,I0048,2026-07-31,1,297.59,297.59,Card,Delivery
SALE018455,O0458,I0052,2025-10-10,2,317.29,634.58,Card,Online
SALE018456,O0005,I0168,2026-03-29,1,464.04,464.04,UPI,Delivery
SALE018457,O0464,I0025,2026-08-20,2,97.21,194.42,UPI,Dine-in
SALE018458,O0145,I0063,2026-05-18,1,341.91,341.91,UPI,Delivery
SALE018459,O0267,I0087,2026-02-12,2,189.14,378.28,Card,Dine-in
SALE018460,O0150,I0065,2025-11-08,3,493.8,1481.4,UPI,Delivery
SALE018461,O0394,I0134,2026-02-02,1,425.54,425.54,UPI,Dine-in
SALE018462,O0032,I0168,2026-08-26,1,489.74,489.74,Cash,Online
SALE018463,O0177,I0062,2025-11-08,1,579.01,579.01,UPI,Delivery
SALE018464,O0079,I0011,2026-05-22,2,453.09,906.18,UPI,Delivery
SALE018465,O0305,I0094,2026-01-13,1,246.42,246.42,UPI,Takeaway
SALE018466,O0021,I0012,2025-11-10,2,500.27,1000.54,UPI,Delivery
SALE018467,O0451,I0052,2025-12-22,2,285.64,571.28,UPI,Dine-in
SALE018468,O0185,I0068,2026-02-04,4,249.54,998.16,UPI,Online
SALE018469,O0407,I0140,2026-06-16,2,96.22,192.44,Cash,Delivery
SALE018470,O0009,I0161,2025-09-23,1,480.54,480.54,Cash,Online
SALE018471,O0037,I0192,2026-03-28,1,255.33,255.33,UPI,Dine-in
SALE018472,O0163,I0058,2026-01-13,3,250.8,752.4,UPI,Delivery
SALE018473,O0077,I0016,2026-01-10,2,335.43,670.86,UPI,Dine-in
SALE018474,O0390,I0133,2025-09-27,1,324.03,324.03,UPI,Takeaway
SALE018475,O0036,I0167,2025-10-21,1,131.01,131.01,UPI,Online
SALE018476,O0457,I0051,2026-04-27,1,323.9,323.9,UPI,Dine-in
SALE018477,O0487,I0018,2026-02-21,1,363.2,363.2,UPI,Dine-in
SALE018478,O0182,I0269,2026-04-15,1,189.81,189.81,UPI,Dine-in
SALE018479,O0022,I0012,2026-01-19,1,524.78,524.78,Card,Delivery
SALE018480,O0073,I0013,2025-11-09,1,443.49,443.49,UPI,Dine-in
SALE018481,O0043,I0024,2025-09-01,2,223.5,447.0,UPI,Delivery
SALE018482,O0359,I0118,2026-07-25,2,286.97,573.94,UPI,Online
SALE018483,O0411,I0020,2026-06-13,1,427.32,427.32,UPI,Online
SALE018484,O0062,I0029,2026-07-20,1,365.41,365.41,Card,Dine-in
SALE018485,O0128,I0052,2026-07-20,2,309.31,618.62,Cash,Online
SALE018486,O0461,I0018,2026-05-19,4,416.37,1665.48,UPI,Dine-in
SALE018487,O0418,I0020,2025-09-21,1,454.53,454.53,Cash,Dine-in
SALE018488,O0160,I0064,2026-07-17,1,431.54,431.54,UPI,Online
SALE018489,O0423,I0032,2026-03-13,1,455.54,455.54,UPI,Takeaway
SALE018490,O0349,I0114,2026-05-10,3,246.55,739.65,UPI,Online
SALE018491,O0424,I0034,2026-02-09,2,398.71,797.42,UPI,Delivery
SALE018492,O0147,I0059,2025-10-12,2,404.85,809.7,Card,Delivery
SALE018493,O0051,I0025,2026-01-09,2,87.36,174.72,UPI,Takeaway
SALE018494,O0096,I0020,2026-02-22,1,485.29,485.29,UPI,Dine-in
SALE018495,O0227,I0079,2026-02-18,1,173.07,173.07,UPI,Delivery
SALE018496,O0005,I0198,2026-08-16,1,262.26,262.26,UPI,Dine-in
SALE018497,O0191,I0269,2026-06-16,1,174.33,174.33,Wallet,Delivery
SALE018498,O0050,I0022,2026-04-02,3,286.72,860.16,UPI,Takeaway
SALE018499,O0018,I0002,2026-05-30,4,385.77,1543.08,Card,Dine-in
SALE018500,O0007,I0193,2026-05-07,1,318.12,318.12,UPI,Dine-in
SALE018501,O0238,I0079,2026-05-08,2,190.08,380.16,Cash,Takeaway
SALE018502,O0181,I0270,2025-12-07,2,299.24,598.48,UPI,Delivery
SALE018503,O0289,I0098,2026-04-09,2,290.23,580.46,UPI,Dine-in
SALE018504,O0365,I0123,2026-01-30,1,387.28,387.28,UPI,Online
SALE018505,O0056,I0020,2025-12-20,4,440.95,1763.8,UPI,Dine-in
SALE018506,O0005,I0160,2025-11-17,1,136.08,136.08,UPI,Dine-in
SALE018507,O0150,I0059,2026-08-12,1,408.49,408.49,Cash,Delivery
SALE018508,O0375,I0129,2025-11-13,3,98.23,294.69,UPI,Online
SALE018509,O0443,I0073,2026-03-16,2,152.59,305.18,Card,Takeaway
SALE018510,O0311,I0106,2026-01-31,1,286.46,286.46,UPI,Delivery
SALE018511,O0220,I0072,2026-05-21,2,127.48,254.96,Wallet,Dine-in
SALE018512,O0175,I0059,2026-04-26,1,436.31,436.31,UPI,Online
SALE018513,O0416,I0018,2026-03-17,1,365.53,365.53,UPI,Online
SALE018514,O0039,I0172,2025-12-07,1,127.4,127.4,Card,Takeaway
SALE018515,O0394,I0134,2025-11-01,1,425.54,425.54,UPI,Online
SALE018516,O0137,I0053,2025-12-28,1,238.8,238.8,UPI,Delivery
SALE018517,O0029,I0012,2026-01-04,2,523.59,1047.18,UPI,Takeaway
SALE018518,O0018,I0171,2025-11-12,1,492.91,492.91,UPI,Online
SALE018519,O0367,I0122,2026-06-23,1,407.16,407.16,Card,Delivery
SALE018520,O0267,I0089,2026-01-31,1,126.63,126.63,UPI,Online
SALE018521,O0489,I0020,2025-12-03,1,467.94,467.94,Card,Delivery
SALE018522,O0177,I0058,2026-08-13,2,270.92,541.84,Card,Online
SALE018523,O0192,I0268,2026-06-06,2,283.24,566.48,Wallet,Takeaway
SALE018524,O0138,I0056,2026-05-16,1,322.41,322.41,UPI,Delivery
SALE018525,O0418,I0019,2026-05-13,1,367.99,367.99,UPI,Delivery
SALE018526,O0390,I0132,2026-08-22,1,429.23,429.23,Cash,Delivery
SALE018527,O0400,I0134,2025-10-15,1,384.8,384.8,Card,Dine-in
SALE018528,O0418,I0022,2026-05-23,1,310.39,310.39,UPI,Delivery
SALE018529,O0196,I0275,2026-01-18,2,139.43,278.86,UPI,Delivery
SALE018530,O0419,I0024,2026-06-18,2,218.5,437.0,UPI,Dine-in
SALE018531,O0151,I0065,2026-06-11,1,512.34,512.34,Card,Delivery
SALE018532,O0016,I0004,2025-10-27,2,451.17,902.34,Card,Delivery
SALE018533,O0277,I0087,2026-05-07,2,195.32,390.64,Card,Delivery
SALE018534,O0395,I0136,2025-12-20,4,380.9,1523.6,Cash,Takeaway
SALE018535,O0020,I0200,2026-06-04,1,160.29,160.29,Card,Dine-in
SALE018536,O0221,I0081,2026-08-17,2,235.97,471.94,UPI,Delivery
SALE018537,O0128,I0049,2025-10-15,1,429.76,429.76,UPI,Online
SALE018538,O0287,I0098,2026-03-29,1,321.4,321.4,Card,Online
SALE018539,O0243,I0082,2026-08-19,1,194.35,194.35,Card,Online
SALE018540,O0411,I0020,2026-08-21,1,427.32,427.32,Card,Takeaway
SALE018541,O0413,I0018,2025-09-06,1,415.76,415.76,Card,Online
SALE018542,O0263,I0092,2026-04-24,2,163.21,326.42,UPI,Delivery
SALE018543,O0348,I0114,2026-03-05,2,256.08,512.16,UPI,Takeaway
SALE018544,O0036,I0194,2026-02-04,1,443.49,443.49,Cash,Takeaway
SALE018545,O0403,I0138,2026-07-10,1,151.02,151.02,Card,Delivery
SALE018546,O0346,I0115,2026-08-12,1,303.46,303.46,Card,Takeaway
SALE018547,O0156,I0063,2026-06-03,2,380.77,761.54,Cash,Takeaway
SALE018548,O0196,I0264,2025-11-20,2,321.23,642.46,UPI,Online
SALE018549,O0152,I0058,2026-04-16,2,241.57,483.14,Wallet,Dine-in
SALE018550,O0167,I0059,2026-08-26,3,405.69,1217.07,UPI,Online
SALE018551,O0267,I0089,2026-03-26,1,126.63,126.63,UPI,Delivery
SALE018552,O0128,I0052,2025-09-15,1,309.31,309.31,Card,Takeaway
SALE018553,O0163,I0062,2025-12-16,3,542.21,1626.63,Cash,Online
SALE018554,O0232,I0078,2026-07-18,1,269.31,269.31,UPI,Dine-in
SALE018555,O0484,I0024,2026-02-16,2,246.4,492.8,UPI,Online
SALE018556,O0185,I0069,2025-10-05,1,251.38,251.38,Wallet,Dine-in
SALE018557,O0059,I0019,2026-01-28,1,364.88,364.88,UPI,Dine-in
SALE018558,O0431,I0055,2026-05-21,1,283.24,283.24,UPI,Delivery
SALE018559,O0461,I0019,2025-11-09,1,345.97,345.97,Card,Delivery
SALE018560,O0101,I0038,2025-11-27,1,439.35,439.35,Card,Online
SALE018561,O0307,I0098,2026-08-06,1,318.77,318.77,UPI,Delivery
SALE018562,O0331,I0112,2026-05-28,1,272.25,272.25,Card,Takeaway
SALE018563,O0390,I0132,2025-10-21,2,429.23,858.46,Card,Online
SALE018564,O0035,I0172,2026-04-14,1,127.82,127.82,UPI,Delivery
SALE018565,O0183,I0265,2025-12-08,1,184.74,184.74,UPI,Takeaway
SALE018566,O0152,I0065,2026-07-03,1,533.05,533.05,UPI,Online
SALE018567,O0001,I0006,2026-05-10,2,323.75,647.5,UPI,Dine-in
SALE018568,O0417,I0022,2025-09-28,1,309.27,309.27,Card,Online
SALE018569,O0004,I0172,2025-10-01,1,131.06,131.06,UPI,Delivery
SALE018570,O0492,I0142,2025-09-29,1,191.01,191.01,Cash,Dine-in
SALE018571,O0490,I0024,2026-06-07,1,219.51,219.51,Card,Online
SALE018572,O0148,I0060,2026-05-13,1,462.58,462.58,UPI,Takeaway
SALE018573,O0174,I0060,2025-09-21,2,460.73,921.46,Wallet,Online
SALE018574,O0009,I0003,2025-09-26,2,419.21,838.42,Card,Delivery
SALE018575,O0168,I0058,2025-12-27,2,244.96,489.92,Card,Dine-in
SALE018576,O0424,I0037,2026-03-08,1,262.06,262.06,UPI,Dine-in
SALE018577,O0174,I0061,2026-03-04,1,534.35,534.35,UPI,Online
SALE018578,O0014,I0163,2026-07-06,2,127.7,255.4,UPI,Dine-in
SALE018579,O0072,I0014,2026-08-09,1,356.76,356.76,UPI,Online
SALE018580,O0472,I0103,2025-10-08,3,271.6,814.8,UPI,Dine-in
SALE018581,O0207,I0073,2026-03-19,2,157.71,315.42,UPI,Delivery
SALE018582,O0166,I0059,2026-05-06,1,413.4,413.4,UPI,Delivery
SALE018583,O0234,I0079,2026-02-19,1,180.38,180.38,UPI,Delivery
SALE018584,O0007,I0188,2026-01-26,2,322.01,644.02,UPI,Online
SALE018585,O0262,I0086,2026-07-17,1,161.88,161.88,UPI,Delivery
SALE018586,O0367,I0125,2025-09-03,1,291.99,291.99,UPI,Online
SALE018587,O0092,I0021,2026-01-01,1,319.63,319.63,Wallet,Delivery
SALE018588,O0372,I0126,2026-04-05,2,293.57,587.14,Cash,Online
SALE018589,O0198,I0070,2025-10-20,4,212.46,849.84,UPI,Delivery
SALE018590,O0444,I0072,2025-09-18,2,125.13,250.26,UPI,Dine-in
SALE018591,O0264,I0089,2026-08-30,1,121.11,121.11,UPI,Delivery
SALE018592,O0035,I0193,2026-08-05,1,303.94,303.94,Cash,Takeaway
SALE018593,O0362,I0125,2026-01-11,1,297.78,297.78,Cash,Online
SALE018594,O0097,I0025,2025-10-02,1,90.33,90.33,UPI,Takeaway
SALE018595,O0435,I0057,2025-11-19,2,616.85,1233.7,UPI,Takeaway
SALE018596,O0187,I0272,2026-01-28,1,539.9,539.9,UPI,Takeaway
SALE018597,O0078,I0015,2026-03-21,2,250.05,500.1,UPI,Takeaway
SALE018598,O0400,I0134,2026-07-15,1,384.8,384.8,UPI,Takeaway
